stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ALT;19961218;46;0;29;958.2;0;215;4.2;0;8.7;83.5
ALT;19961219;43;0;54;952;0;71;4.2;-1.6;8.4;84.8
ALT;19961220;17;0;100;950.8;5;0;5.5;3.5;6.7;91.7
ALT;19961221;18;0;100;955.9;0.3;0;4;1.2;5.5;91.6
ALT;19961222;18;0;100;956.6;0;0;4.6;4;5.3;92.2
ALT;19961223;16;0;100;946;8.7;0;4.2;3.5;4.9;92
ALT;19961224;7;0;100;948.4;0.1;0;2.3;0.5;5;93.8
ALT;19961225;7;1;100;956.8;1.5;0;-1.2;-3.3;0.9;86.8
ALT;19961226;35;2;96;975.5;0;9;-4.4;-7.7;-3.1;74.4
ALT;19961227;42;2;83;971.3;0;71;-5.9;-7.7;-4.4;77.9
ALT;19961228;33;1;79;961;0;62;-5.5;-8.3;-2.9;85.2
ALT;19961229;16;1;100;959.3;0;0;-6.6;-8.3;-5.6;82.9
ALT;19961230;27;1;100;950;0;0;-4.5;-8;-2.6;80.2
ALT;19961231;28;0;100;955.6;0;0;-4;-4.6;-2.8;81
ALT;19970101;17;0;88;960.2;0;0;-4.9;-6.9;-3.5;86.5
ALT;19970102;15;0;96;959.6;0;0;-3.7;-7.5;-1.8;88.3
ALT;19970103;38;0;92;951.5;0.5;23;-2.3;-3.8;-0.7;86.7
ALT;19970104;33;1;63;947.4;0;11;-1.4;-4.2;0.9;88.2
ALT;19970105;35;0;92;955.6;0.4;37;-0.1;-4.4;1.9;87.3
ALT;19970106;15;1;100;960;0.2;0;0.5;-0.8;1;88
ALT;19970107;10;1;100;961.3;0;0;0.2;-0.3;0.8;83.2
ALT;19970108;45;0;100;955.7;0;138;-0.4;-1.4;1.6;82.3
ALT;19970109;31;0;100;952.2;1.1;1;0.3;-0.7;1.6;86.6
ALT;19970110;15;1;100;961.1;0.8;0;1.5;0.3;2.5;93.1
ALT;19970111;36;0;75;971.5;0;42;0.3;-2.4;1.8;83.6
ALT;19970112;29;0;100;974.9;0;0;-2.1;-3.1;-1.2;83.1
ALT;19970113;23;0;67;974.2;0;0;-3.4;-4.7;-2.1;86.1
ALT;19970114;20;0;100;973.8;0;0;-3.7;-5;-2.3;93.4
ALT;19970115;26;0;100;974.4;0;0;-3.6;-5.9;-1.5;96
ALT;19970116;24;0;100;971.4;0;0;-3.7;-5.8;-1.1;95.2
ALT;19970117;25;0;100;967.9;0;0;-2.8;-5.4;-0.2;93.7
ALT;19970118;61;0;42;967.4;0;198;-2.5;-7;0.8;93.1
ALT;19970119;41;0;96;961.8;0;0;2;-1.3;8.9;82.7
ALT;19970120;23;0;100;965.5;4.6;0;2.9;0.8;4.8;89.1
ALT;19970121;35;0;100;971.5;0.9;17;3.4;1.4;5.6;92.8
ALT;19970122;33;0;100;970.2;0;0;8.3;2.5;18;68
ALT;19970123;31;0;100;971.6;0;3;4.4;1.6;6.7;88.3
ALT;19970124;42;0;75;974.6;0;32;2.7;-0.1;6.4;92.1
ALT;19970125;18;0;100;976;0;0;0.6;-1.2;1.7;95.9
ALT;19970126;21;0;100;973.2;0;0;1.7;0;2.9;83.7
ALT;19970127;21;0;100;975.2;0;0;2.7;1.3;3.8;78.1
ALT;19970128;27;0;100;978.6;0;0;3.1;2;4.2;81.7
ALT;19970129;62;0;83;982.3;0;171;2.8;1.5;4.9;74.7
ALT;19970130;42;0;79;980.4;0;38;1.1;-0.4;3;78.8
ALT;19970131;38;0;100;977.5;0;0;0.2;-0.6;1.5;81.6
ALT;19970201;34;0;100;975.7;0;0;0;-1;1.4;78.4
ALT;19970202;69;0;79;973.1;0;174;-1.1;-3.8;1.8;81.6
ALT;19970203;83;0;29;973.6;0;283;-1.2;-4.9;2.7;84.7
ALT;19970204;77;0;75;972.5;0;289;-0.9;-3.2;3;84.2
ALT;19970205;31;0;67;968.4;10.9;0;1.9;-4.9;5.9;82
ALT;19970206;97;0;29;979.5;0;331;2.4;-2.6;6.4;75.2
ALT;19970207;97;0;0;979.5;0;334;1.1;-4.5;7;75.9
ALT;19970208;101;0;21;979.7;0;347;2.3;-2.8;10.1;71
ALT;19970209;103;0;21;977.4;0;358;2.2;-3.6;8.6;65.1
ALT;19970210;107;0;4;972.5;0;374;3;-3.7;10.7;63.5
ALT;19970211;85;0;63;970.6;4.2;241;6.6;2.1;12.4;64.1
ALT;19970212;102;0;54;966.4;0;301;7.9;3.7;14.8;78.3
ALT;19970213;32;0;88;957;4;23;7.5;2.3;13;57.6
ALT;19970214;20;0;100;954.8;11.6;0;3.7;1.2;6.6;82.6
ALT;19970215;23;0;96;960.5;14.5;0;3.4;0.5;6.3;89.4
ALT;19970216;124;2;33;970.7;0;390;0.2;-3.3;3.6;75.8
ALT;19970217;115;0;29;971.6;0;232;1.7;-2.8;7.6;73.8
ALT;19970218;65;0;67;968.5;14.9;56;4.4;-2.1;9.7;70.2
ALT;19970219;117;0;83;975.4;0.3;300;5.5;2;8.8;51.4
ALT;19970220;66;0;92;974.7;3.1;77;6.3;2.3;9.3;72.4
ALT;19970221;129;0;8;977.8;0;418;5.1;-0.4;11.3;71.7
ALT;19970222;133;0;0;976.3;0;420;5.1;0.2;10.8;70
ALT;19970223;125;0;63;967.3;0;368;4.6;-1.9;10.7;74.6
ALT;19970224;113;0;83;961;0;272;9.1;0.2;15;55
ALT;19970225;93;0;100;959;3.5;66;14.8;10.9;17.8;37.3
ALT;19970226;23;0;96;963.5;14.9;0;9.1;4.5;13.5;74.1
ALT;19970227;43;0;100;980.2;2.1;0;4.8;1.2;6.7;64.2
ALT;19970228;142;0;29;980.6;0;440;4.2;-1.7;9.2;66.3
ALT;19970301;84;0;58;976.7;0;139;6.5;0.9;13.4;73.6
ALT;19970302;150;0;4;975;0;443;9.1;1.8;16.6;61.5
ALT;19970303;79;0;25;979.5;0;160;8.6;1.8;14.8;69.1
ALT;19970304;120;0;63;978.2;0;319;10.3;2.9;16;65.9
ALT;19970305;99;0;83;974.1;5.6;178;10.9;6.1;16.3;68.2
ALT;19970306;107;0;88;977.6;0.9;118;6.7;2.4;9.8;76.8
ALT;19970307;160;0;33;977.3;0;452;5.2;0.1;9.7;79.1
ALT;19970308;166;0;0;978.5;0;457;4.6;-0.4;10.1;78.6
ALT;19970309;115;0;83;979.3;0;242;5.6;1.5;10.7;77.5
ALT;19970310;170;0;0;980;0;464;6.2;-0.7;13.6;71.1
ALT;19970311;171;0;0;977.5;0;467;7.2;1;14.1;70.5
ALT;19970312;158;0;0;977.3;0;470;9.2;1.7;16;68.9
ALT;19970313;150;0;42;974.5;0;433;9.6;3.1;15.2;67.6
ALT;19970314;158;0;38;969.9;3.2;343;7.9;0.8;14.2;70.6
ALT;19970315;90;0;100;973.3;0.4;3;8.2;6.1;10.8;76.3
ALT;19970316;97;0;88;974.4;0.5;30;8.9;5.4;12.9;81.6
ALT;19970317;104;0;54;973;0;158;9.4;4.4;15.5;74
ALT;19970318;161;0;42;962.9;4;417;10.1;2.5;16;69
ALT;19970319;82;0;100;955.6;13.6;45;6.5;3.2;12.5;69.9
ALT;19970320;46;0;100;963.9;0.5;0;4.9;2;6.5;69.2
ALT;19970321;114;0;79;968;0;59;4.9;-0.2;9.3;66.7
ALT;19970322;206;0;54;969.8;0;495;6;1.6;10.7;61.1
ALT;19970323;147;0;92;962;5.9;174;5.5;-1.6;10.1;69.1
ALT;19970324;141;0;63;958.2;0.5;164;6.3;3.3;11.3;76.9
ALT;19970325;86;0;88;963.2;1.6;11;5.4;1.2;8.6;77.7
ALT;19970326;210;0;54;969.1;0;530;7.7;3.2;13.1;72.8
ALT;19970327;101;0;83;969.5;0;58;9.8;3.7;14.8;68.3
ALT;19970328;40;0;83;964;20;0;7;2.8;10.6;76.9
ALT;19970329;108;0;100;968.6;1.4;69;3.5;1.2;7.3;71.3
ALT;19970330;170;0;71;971.2;0;244;5.4;1.5;10;69.8
ALT;19970331;231;0;4;971.1;0;554;6.1;-2.2;13.1;66.1
ALT;19970401;230;0;0;967.7;0;558;8;0.2;15.9;67.4
ALT;19970402;233;0;4;964.6;0;562;9.7;1;17.1;65.8
ALT;19970403;127;0;71;961.8;5.1;133;11.8;6.3;17.2;61.9
ALT;19970404;40;0;100;967.9;10.3;0;5.7;3.5;10.8;77.2
ALT;19970405;80;0;96;968.7;3.9;0;5.3;1.2;8.1;76.4
ALT;19970406;70;0;100;967.8;6;29;7.8;4.8;12.6;79.1
ALT;19970407;250;0;33;973.7;0;582;6.4;1.2;12.1;67.4
ALT;19970408;247;0;25;974;0;589;6;-0.4;12.1;69.1
ALT;19970409;245;0;25;975.3;0;597;9.5;0.8;17.8;64.4
ALT;19970410;240;0;25;975.5;0;560;12;4.5;18.8;61.2
ALT;19970411;236;0;29;968;12.7;591;12.2;3.9;20;55.6
ALT;19970412;243;0;58;968.9;0;437;6.3;2.6;10.5;59.1
ALT;19970413;262;0;38;969;0;626;6.3;-0.7;12.9;61.1
ALT;19970414;257;0;17;967.8;0;627;8.1;0.9;14.8;61.4
ALT;19970415;107;0;75;967.5;0;59;8.9;5.5;11.2;55.4
ALT;19970416;233;0;58;967.6;0;372;6.2;0.2;10.9;46.3
ALT;19970417;273;0;4;964.5;0;637;5.2;-2.5;12.3;45.6
ALT;19970418;271;0;0;963.6;0;641;6.8;-0.8;13.9;56
ALT;19970419;227;0;33;955.7;2.3;471;9.9;0.9;16.7;51.7
ALT;19970420;108;0;92;956.3;0.9;0;4.4;0.9;8.9;74.9
ALT;19970421;289;0;58;956.5;0;535;4;-1.3;9.6;60.3
ALT;19970422;169;0;79;958.2;0;146;4.8;0.1;9.5;53.9
ALT;19970423;281;0;21;964.3;0;655;7.4;-0.9;14.1;50.6
ALT;19970424;281;0;13;967.7;0;656;10.3;2.5;17.4;46.6
ALT;19970425;275;0;58;965.6;5.8;623;13.6;2.2;21;41.9
ALT;19970426;117;0;96;962.2;16.3;22;12;9.2;14.8;78
ALT;19970427;61;0;100;959.6;11.3;0;9.5;7.9;11.8;88
ALT;19970428;197;0;75;962.9;7.1;273;12.1;7.7;17.3;74.8
ALT;19970429;91;0;100;962.3;23.3;1;8.9;6.1;11.5;85.5
ALT;19970430;69;0;100;969.8;2.9;0;7.7;5.6;9.4;88.6
ALT;19970501;275;0;54;973.5;0;453;11;5.9;17.7;72.8
ALT;19970502;302;0;13;973.4;0;666;12;3.3;20.4;63.5
ALT;19970503;299;0;4;966.8;0;667;15.6;5.1;24;56.3
ALT;19970504;133;0;67;959.7;0;138;15.4;10.1;22.2;65
ALT;19970505;146;0;63;948.6;0;151;17.6;10.5;21.4;45
ALT;19970506;94;0;71;943.4;19.7;181;11;5.4;19.2;67.3
ALT;19970507;239;0;83;949.2;7.1;319;8.8;5.7;13.2;66.4
ALT;19970508;111;0;79;954.8;0.2;11;6.3;3.8;9;70.7
ALT;19970509;197;0;83;957;4.1;344;8.8;1.7;18;67.4
ALT;19970510;210;0;54;963.2;0;418;12.5;5.1;17.2;63
ALT;19970511;253;0;58;963.3;0;399;18;15.7;20.1;34.8
ALT;19970512;161;0;96;969.3;0;62;13.8;8.4;17.5;66.1
ALT;19970513;203;0;46;969.3;0;270;13.7;8;19.8;75.8
ALT;19970514;136;0;58;966.9;0;10;14.8;10.9;19.7;77.4
ALT;19970515;286;0;58;964.7;0;519;18.3;9.1;26.5;61.9
ALT;19970516;265;0;42;962.2;0;544;23;19.5;28.2;35.6
ALT;19970517;285;0;33;961.5;0;607;20.3;11.2;28.1;48.5
ALT;19970518;61;0;100;962.3;0.8;0;15.2;8.7;21.5;72.2
ALT;19970519;298;0;33;959.4;0;642;16.1;6.1;23.7;64.5
ALT;19970520;171;0;79;958.3;12.1;197;14.2;10.7;20.5;76.7
ALT;19970521;217;0;63;959.4;3.6;368;13.6;10.1;18.9;78.3
ALT;19970522;112;0;83;962.9;1.2;72;11.7;6.4;16.2;80
ALT;19970523;256;0;46;963.4;1.2;481;13.3;5.9;20;75.5
ALT;19970524;149;0;96;967;6.2;124;13.5;10.3;17.1;88.3
ALT;19970525;172;0;83;968.9;0.5;145;13.9;11.3;17.3;81.8
ALT;19970526;303;0;54;968;0;554;16.3;11.8;22.5;69.4
ALT;19970527;307;0;8;965.3;0;637;16.6;8.7;23.8;57.9
ALT;19970528;304;0;42;968.4;0;517;13.9;8.2;18.8;56.6
ALT;19970529;327;0;50;971;0;668;13.5;5;21.2;58.4
ALT;19970530;331;0;21;969.6;0;699;15.4;6.8;23.3;56
ALT;19970531;328;0;29;964;3;690;14.4;7.2;20.9;56.1
ALT;19970601;119;0;100;958.3;1.2;0;10.9;8;12.6;71.5
ALT;19970602;123;0;96;960;0.9;0;13.8;10.1;16.6;74.2
ALT;19970603;115;0;88;963.9;10.3;36;13.6;9.2;18.3;86.9
ALT;19970604;317;0;29;962.6;0;614;16.6;10.9;23.2;72.9
ALT;19970605;126;0;100;955.7;0;7;19;11;23.6;52
ALT;19970606;173;0;75;960;0;144;17.9;13.8;23.6;64.7
ALT;19970607;300;0;38;960.5;14.5;635;19.7;10.6;27.6;65.7
ALT;19970608;231;0;79;966.1;21.8;294;18.3;14.9;24.7;82.6
ALT;19970609;333;0;42;970;0;682;19.1;12.9;25.3;72.2
ALT;19970610;297;0;58;964.7;0;577;22;13.9;28.1;60.3
ALT;19970611;209;0;100;959.4;12.8;262;22.8;16.6;30.2;60.7
ALT;19970612;230;0;67;960.2;9.6;315;19.2;16.1;24.7;82.7
ALT;19970613;176;0;88;957.7;2.4;232;17.8;15;22.5;85.7
ALT;19970614;118;0;96;961;12.2;48;16.6;13.7;20.3;87.6
ALT;19970615;284;0;67;965.8;0;423;17.7;13.7;22.2;75.9
ALT;19970616;195;0;54;964.4;17.1;340;17.4;14;22.8;80.1
ALT;19970617;212;0;92;964.1;7.9;216;16.6;13.4;21.5;83.9
ALT;19970618;120;0;100;965;2.8;23;14.1;11.2;17;87.8
ALT;19970619;71;0;100;957.7;5.7;8;12.6;9.8;15;89.5
ALT;19970620;223;0;75;957.2;1;296;14.5;11.7;19.7;74.2
ALT;19970621;132;0;79;954.2;21.9;116;14.7;11.1;19.4;79
ALT;19970622;98;0;92;956.5;14.1;3;11.5;9.5;14.1;86.8
ALT;19970623;97;0;88;960;2.6;7;12.9;10.4;15.4;83.2
ALT;19970624;115;0;100;964.1;2.3;14;12.1;9.8;15.4;85.6
ALT;19970625;262;0;63;958.6;2.4;405;13.4;6.9;19.8;78.4
ALT;19970626;127;0;96;949;1.4;42;14.7;12;18;84.5
ALT;19970627;92;0;92;950.4;4.6;0;13.4;12.1;14.9;86.2
ALT;19970628;160;0;71;956.2;0.4;127;15.5;11.6;20.8;77.6
ALT;19970629;136;0;67;951.3;15.9;157;17.4;14.7;21.5;72
ALT;19970630;231;0;75;955.9;2.5;316;13.5;10.2;18.8;78.4
ALT;19970701;226;0;79;960.4;0;267;14.9;10.5;20.2;75.1
ALT;19970702;208;0;42;960.6;0;183;18.2;11.3;24.3;56.4
ALT;19970703;187;0;88;963.7;4.7;128;17;13.8;20.4;73.9
ALT;19970704;84;0;100;967.4;13.5;23;14.2;12.1;17.4;87.9
ALT;19970705;62;0;100;968.2;47.9;0;11.6;10.4;12.8;91.7
ALT;19970706;56;0;100;973.2;20.4;0;12.4;10.8;14.9;91.7
ALT;19970707;224;0;88;972.4;0.6;207;14.4;10.7;20.4;75.5
ALT;19970708;313;0;25;967.6;0;558;16.8;9.3;24.1;66.7
ALT;19970709;303;0;29;963;0;601;18.1;10;24.8;70.7
ALT;19970710;217;0;33;961.6;6.5;411;16.7;12;24;78.3
ALT;19970711;198;0;71;962.9;3.5;221;17.7;13.6;24.1;77.5
ALT;19970712;237;0;54;964.5;0;329;19.3;14.1;25.4;68.2
ALT;19970713;237;0;46;966.1;11.1;448;19.1;13.1;25.5;73.8
ALT;19970714;123;0;58;968.3;16;173;16.9;13.8;22.3;87.8
ALT;19970715;167;0;63;970.3;1.7;138;16.8;12.2;21.7;84.5
ALT;19970716;317;0;8;965.7;0;695;19.9;13.6;26.5;71.5
ALT;19970717;150;0;79;959.4;22.2;218;18.3;14;24;87.1
ALT;19970718;93;0;100;961.1;15.3;29;14.3;11.7;18;87.6
ALT;19970719;91;0;96;967.7;11.5;11;13.6;11.6;17.2;88.4
ALT;19970720;158;0;88;968.7;4.1;135;14.4;12.1;19;83.8
ALT;19970721;293;0;50;966.7;0;556;16.2;10.8;22;72.7
ALT;19970722;296;0;21;966.4;0;691;17.5;10.1;24.4;72
ALT;19970723;92;0;79;967.1;1.2;60;17.4;14.5;20.3;85.5
ALT;19970724;193;0;50;963.8;11;315;17.8;13.2;24.4;84.8
ALT;19970725;77;0;100;963.4;28.7;8;16.4;14.1;20.3;90.3
ALT;19970726;131;0;92;967;5.3;22;15.9;12.6;18.3;89.3
ALT;19970727;272;0;42;968.8;0;525;18.5;11.2;24.8;74.8
ALT;19970728;282;0;54;968.7;0;509;20.5;16.2;25.3;78.1
ALT;19970729;151;0;63;968.2;5;168;18.7;15.1;24.2;84.1
ALT;19970730;287;0;33;966.7;0;641;19.8;13.6;25.9;75.5
ALT;19970731;151;0;67;964.9;9.6;103;18.3;14.5;24.3;79.7
ALT;19970801;32;0;100;964.8;10.5;0;13.2;12.1;14.4;92.3
ALT;19970802;63;0;100;966.3;5.7;0;15.3;13.8;17.3;92.5
ALT;19970803;138;0;79;965.9;0.2;74;18.2;15.3;21.9;87.7
ALT;19970804;256;0;50;965.5;0;461;21.1;14.3;27.4;74.5
ALT;19970805;250;0;54;963.5;0.1;514;22.3;16.4;28.4;74.1
ALT;19970806;92;0;96;962.4;0;2;19.6;17.1;23;84.5
ALT;19970807;101;0;100;963.2;8.2;45;18.5;16;22.3;89.1
ALT;19970808;208;0;50;966.1;0.3;378;19;13.7;25.5;81.1
ALT;19970809;255;0;25;967.6;0;564;19.6;13.1;25.9;77.7
ALT;19970810;278;0;21;965.5;0;661;20.1;14.2;26.9;76.4
ALT;19970811;272;0;8;964.6;0;666;22.1;14.7;29.4;66.4
ALT;19970812;243;0;33;969.1;0;471;22.1;16.7;28;65.4
ALT;19970813;228;0;58;970.6;0.9;441;21.3;15.4;28.1;71.6
ALT;19970814;222;0;33;970.2;0;486;21.1;15;27.7;71
ALT;19970815;206;0;33;968;10.1;462;20.5;14.9;26.8;77.8
ALT;19970816;220;0;67;966.4;2.6;484;19.4;14.3;25.9;80.8
ALT;19970817;121;0;79;966.5;0.1;115;18.4;15.5;23.2;82.3
ALT;19970818;237;0;42;966.1;0;492;19.4;14.4;25.6;71.7
ALT;19970819;228;0;29;965.2;0;533;19.4;13.9;25.1;71.1
ALT;19970820;225;0;46;965.9;0;514;19.7;13.5;25.6;68.6
ALT;19970821;230;0;33;967.9;0;511;20.2;13.3;25.9;63.8
ALT;19970822;244;0;33;969.2;0;589;20.7;14;26.5;64.3
ALT;19970823;238;0;29;966.7;0;615;20.8;14.8;27.2;64.7
ALT;19970824;228;0;29;964.4;0;541;21.9;16.2;27.9;63.6
ALT;19970825;226;0;29;960.6;25.3;558;21.1;15.6;28.2;73.8
ALT;19970826;195;0;71;959.5;0;276;20.5;17.3;25.7;81.4
ALT;19970827;221;0;67;956.6;0;487;21.1;17.2;26;73.3
ALT;19970828;26;0;100;956;40.3;0;16.5;10.8;26.6;78.3
ALT;19970829;105;0;92;965.3;0.5;36;13.6;9.9;18.2;77
ALT;19970830;85;0;71;968.8;1.8;85;13.1;8.3;16;81.3
ALT;19970831;244;0;13;967.1;0.1;618;17.4;10.7;24.1;78.1
ALT;19970901;233;0;13;965.3;0;607;19.1;11.6;25.7;73.6
ALT;19970902;79;0;71;966.4;0.3;51;18.3;14.9;20.3;84.8
ALT;19970903;166;0;83;967.6;0;260;18.9;16;22.3;83.2
ALT;19970904;202;0;29;968.4;0;500;18.8;13.2;24.4;80.7
ALT;19970905;213;0;21;967.7;0;564;19.8;14.4;26.1;77
ALT;19970906;144;0;58;969.5;20.1;233;19.2;15.4;25;82.1
ALT;19970907;72;0;100;972.9;0.9;0;16.3;14.2;17.5;88.4
ALT;19970908;202;0;42;972.9;0;411;16.3;12.7;20.5;82.2
ALT;19970909;216;0;25;969;0;563;17.4;10.4;23.7;72.8
ALT;19970910;172;0;54;968.1;0;344;15.7;12.3;19.6;77.5
ALT;19970911;199;0;25;964.2;0;532;16;11.1;21.6;78.7
ALT;19970912;188;0;33;960.2;9.2;518;19;12.3;25.5;74
ALT;19970913;56;0;100;964.3;10.1;23;14.6;10.2;17.7;88.1
ALT;19970914;217;0;63;970.8;0;427;13.2;9.4;17.6;75.4
ALT;19970915;212;0;33;972.2;0;517;12.8;8.9;17.7;78.1
ALT;19970916;196;0;8;971;0;534;13.7;7.9;20.6;76.7
ALT;19970917;201;0;21;971.8;0;530;15.4;9;22;71.7
ALT;19970918;197;0;4;971.6;0;522;15.9;10.4;22.7;74.5
ALT;19970919;186;0;17;970.7;0;512;16.2;11.4;22.8;74.2
ALT;19970920;152;0;42;970.1;0;350;14.2;9.8;19.2;81.7
ALT;19970921;83;0;88;970;0;72;14.7;11.7;17.6;84.3
ALT;19970922;116;0;50;970;0;295;14.2;10.8;18;86.5
ALT;19970923;173;0;63;969.1;0;451;14.9;11;18.8;84.7
ALT;19970924;164;0;63;969;0;484;14.8;10.9;18.5;82.3
ALT;19970925;166;0;29;971.4;0;447;13.8;10;18;83.1
ALT;19970926;88;0;79;970.2;0;13;13.4;9.9;16.2;85.3
ALT;19970927;162;0;38;965.2;0;405;12.9;9.4;17.3;86
ALT;19970928;159;0;63;964.4;0;448;12.4;7.5;17.8;83.9
ALT;19970929;171;0;13;969.1;0;479;13.6;6.8;20.2;75.6
ALT;19970930;155;0;29;971.7;0;474;14.7;9;20.7;73.3
ALT;19971001;167;0;17;967.8;0;466;15.6;9.9;24;73.8
ALT;19971002;98;0;67;963.4;0;182;17.5;12.2;22.2;69.2
ALT;19971003;160;0;46;966.3;0;455;14.9;9;18.9;68.1
ALT;19971004;160;0;17;968.8;0;459;12.1;6.9;18.7;75.9
ALT;19971005;160;0;0;965.3;0;457;12.8;5.7;20;72
ALT;19971006;150;0;17;958.9;0;452;16.1;7.1;23.5;65.2
ALT;19971007;87;0;92;957.8;1.3;49;17;13.9;22.6;74.8
ALT;19971008;95;0;88;963.5;0.1;133;16.2;13.2;20.5;84.3
ALT;19971009;91;0;63;964.2;0;188;16.5;12.5;22.4;76.5
ALT;19971010;35;0;100;958.9;29.8;0;14.3;10;18.6;82.5
ALT;19971011;79;0;92;957.1;14.9;33;12.8;10.4;16.1;76.4
ALT;19971012;24;0;100;952.4;19.8;0;10.3;6.6;15.2;84.2
ALT;19971013;48;0;100;961.7;3.6;0;7.1;5.5;8.8;82.5
ALT;19971014;62;0;92;966.4;1.1;15;6.6;4.7;8.9;74
ALT;19971015;62;0;96;963.7;0.7;0;6.3;4.5;8.3;83.5
ALT;19971016;31;0;100;962.9;1.7;0;8.4;6.6;10;91.4
ALT;19971017;132;0;13;966.9;0;430;9.5;6;14.5;82.6
ALT;19971018;123;0;13;971.4;0;430;8.8;3.5;13.8;88.9
ALT;19971019;128;0;0;968.3;0;420;8.3;3.8;13.4;89.3
ALT;19971020;121;0;29;962;0;401;9.3;4.1;14.5;85.4
ALT;19971021;25;0;100;960.1;0.2;0;10.4;8.1;12.6;90.7
ALT;19971022;33;0;100;960.3;0.1;0;9.6;8.4;10.4;89.3
ALT;19971023;26;0;100;959.5;0.5;0;10.2;9.3;11.3;90.2
ALT;19971024;19;0;100;966;0.1;0;7.4;6;9.9;85.3
ALT;19971025;84;0;88;971.8;0;185;5.9;1.7;9.2;80.5
ALT;19971026;106;0;8;970.5;0;383;4.8;1.4;8.7;83.5
ALT;19971027;51;0;92;968.2;0;41;6.5;3.6;9.5;79.1
ALT;19971028;18;0;100;971.3;0;0;2;-1.7;5.1;76.5
ALT;19971029;60;0;96;975.8;0;33;1.5;-2.3;3.8;79
ALT;19971030;29;0;100;972.2;0;0;1.6;-0.7;2.5;75.3
ALT;19971031;62;0;83;971.1;0;113;2;-1.5;5.3;80.4
ALT;19971101;73;0;42;969.8;0;205;3.1;0.3;6.7;81.2
ALT;19971102;91;0;13;966;0;346;3.6;-0.3;8.3;86.9
ALT;19971103;52;0;33;962.5;0;108;3.8;0.7;7;90.4
ALT;19971104;83;0;63;959.3;0;318;7.7;4.2;16;77.3
ALT;19971105;53;0;92;953.7;0;83;16.7;14.9;18.2;32.5
ALT;19971106;54;0;79;942.5;8.4;44;18.3;13.5;21.8;40.7
ALT;19971107;50;0;71;946.6;0;63;12.4;7.6;17.3;69.9
ALT;19971108;28;0;54;951.3;2.6;0;7.8;3.7;10.5;88
ALT;19971109;20;0;71;951.1;2;0;7.2;2.6;15.3;79.9
ALT;19971110;79;0;29;952.8;0;255;6.9;1.9;12.4;71.1
ALT;19971111;72;0;63;949.4;0;171;10.2;1.6;14.7;53.1
ALT;19971112;8;0;100;949;18.8;0;5.7;2.8;14.1;82.3
ALT;19971113;49;0;79;955.7;0;0;5;3;7.8;70.4
ALT;19971114;74;0;4;962.4;0;275;3;-0.4;8.2;69.3
ALT;19971115;71;0;29;968.4;1.8;186;3.2;-1.7;7.8;72.2
ALT;19971116;47;0;88;966;1.6;38;6.9;3.8;9.8;80.3
ALT;19971117;65;0;58;964.5;0;215;6.5;3.9;9.8;72.8
ALT;19971118;66;0;42;960.2;0;254;3.6;-1.7;7.1;76.9
ALT;19971119;44;0;100;953.1;0;70;2.1;-0.6;5.5;80.7
ALT;19971120;40;0;100;953.1;4.3;47;4.9;0.6;8.1;84.2
ALT;19971121;57;0;50;958.5;0.4;187;5.6;1.1;10.4;76.3
ALT;19971122;65;0;38;960.3;0;240;3.5;0;7;82.7
ALT;19971123;22;0;100;965.4;0;0;4.1;1;5.6;74.6
ALT;19971124;52;0;67;961.9;0;126;1.2;-2;4.2;81.4
ALT;19971125;37;0;75;957.6;0;36;1.9;-0.6;5.1;85.3
ALT;19971126;47;0;83;958.2;0;148;3;1.2;5.2;90.7
ALT;19971127;16;0;100;962.9;0;0;3.1;2.3;4;88.2
ALT;19971128;55;0;42;961.5;0.6;185;5.1;0.6;8.3;85
ALT;19971129;40;0;92;957.8;0.7;56;7.1;4.6;9.3;89.9
ALT;19971130;28;0;96;957;2;1;6.9;5.3;8.5;83.9
ALT;19971201;17;0;100;959;1;0;5.3;2.8;6.9;86
ALT;19971202;29;0;79;946.8;3.1;6;3.4;-0.8;11.1;80.3
ALT;19971203;19;0;100;953.1;0.1;0;0.2;-0.5;1;84
ALT;19971204;48;0;88;960.4;0;117;0;-1.9;1.2;76.2
ALT;19971205;12;0;100;967.4;0;0;0.8;-0.1;1.5;71.3
ALT;19971206;40;0;58;970.6;0;79;-0.8;-3.4;1.7;73.3
ALT;19971207;51;0;50;966.5;0;228;-0.3;-4.3;4;84.8
ALT;19971208;34;0;88;961.8;0;0;1.9;-0.3;4.5;90.4
ALT;19971209;30;0;100;964;0.6;0;3.2;-0.6;5.3;92.1
ALT;19971210;45;0;88;964.8;2.1;106;4.4;0.9;6.7;81.9
ALT;19971211;16;0;100;960.4;20.2;0;7.4;3.9;10;94
ALT;19971212;16;0;100;961.6;16.7;0;7;5.1;9.3;82.8
ALT;19971213;17;0;96;973.8;2.7;0;4.1;0.7;5.8;79
ALT;19971214;38;0;88;972.3;8.5;49;1.9;-0.4;5.4;77.7
ALT;19971215;51;1;46;965.5;0;221;0.2;-1.6;1.8;79.6
ALT;19971216;49;1;33;963.1;0;218;1.6;-4.8;6;54.9
