stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
ELM;19961220;-;-;-;24;100;3.6;2.8;2;4;94.6
ELM;19961221;-;-;-;22;66;0.3;1.5;-0.2;3.8;83.6
ELM;19961222;-;-;-;21;91;0;2.9;1.5;10.5;89.6
ELM;19961223;-;-;-;19;100;4.6;3.2;1;8;79.4
ELM;19961224;-;-;-;17;100;0.6;-1;-2.2;0.5;99
ELM;19961225;-;-;-;17;100;3.2;-5.3;-6.6;-3.4;97.6
ELM;19961226;-;-;-;20;91;1.3;-10.6;-11.4;-8.4;93
ELM;19961227;-;-;-;21;59;0;-13.5;-15.6;-10;85
ELM;19961228;-;-;-;21;41;0;-11.6;-13.3;-9.5;88
ELM;19961229;-;-;-;21;25;0;-14.6;-15.4;-7.3;84.6
ELM;19961230;-;-;-;21;96;0.2;-9.7;-15.5;-7;90.2
ELM;19961231;-;-;-;21;71;0;-9.8;-10.8;-7;88.8
ELM;19970101;-;-;-;21;13;0;-9.6;-11;-4.2;90.7
ELM;19970102;-;-;-;21;71;0;-4;-9;8.5;88.1
ELM;19970103;-;-;-;20;46;0.1;2.6;-7.5;10;55.9
ELM;19970104;-;-;-;19;88;0;-2.1;-5.5;1.5;89.3
ELM;19970105;-;-;-;18;66;0.1;-4.6;-8;-0.8;92.2
ELM;19970106;-;-;-;18;88;0;-4.3;-5.2;-2;92.3
ELM;19970107;-;-;-;18;66;0;-4.8;-6;-3.1;91.7
ELM;19970108;-;-;-;18;46;0;1.7;-7.2;7.5;50.4
ELM;19970109;-;-;-;18;66;0.5;-1.2;-3.2;1.8;79.3
ELM;19970110;-;-;-;19;100;0.3;-1;-1.7;1;97.7
ELM;19970111;-;-;-;19;0;0;-5.2;-6.4;-1.4;71.3
ELM;19970112;-;-;-;19;0;0;-5.3;-6.3;-0.5;48.7
ELM;19970113;-;-;-;19;0;0;-4.4;-7.3;-0.7;48.4
ELM;19970114;-;-;-;19;0;0;-0.5;-3.5;4;42.1
ELM;19970115;-;-;-;18;0;0;0.7;-1;4.9;43.1
ELM;19970116;-;-;-;18;0;0;-0.9;-2.4;5.5;52.8
ELM;19970117;-;-;-;18;0;0;2.7;-2.4;13;47.6
ELM;19970118;-;-;-;18;13;0;-0.8;-2;3.2;63.3
ELM;19970119;-;-;-;18;91;0.6;2.8;-2.4;9.5;59.5
ELM;19970120;-;-;-;17;100;1.2;1.7;0;3.7;85.2
ELM;19970121;-;-;-;17;91;0.5;2.5;0.4;6.5;90.8
ELM;19970122;-;-;-;15;100;0;8.2;2.9;15.2;47.4
ELM;19970123;-;-;-;10;88;0;7.5;3.5;13.6;54.5
ELM;19970124;-;-;-;6;66;0;3.6;2.3;7.8;72.2
ELM;19970125;-;-;-;4;34;0;0.7;-4;4.3;79.3
ELM;19970126;-;-;-;3;71;0;-3;-4.8;-0.4;95.4
ELM;19970127;-;-;-;3;96;0;-3.1;-5;-1;92.7
ELM;19970128;-;-;-;3;38;0;-1.3;-2.6;2.7;82.8
ELM;19970129;-;-;-;3;9;0;-2.9;-4;1.8;85
ELM;19970130;-;-;-;3;0;0;-3.6;-6.8;2.5;77.6
ELM;19970131;-;-;-;3;0;0;-2.6;-4.8;3.5;68.2
ELM;19970201;-;-;-;2;0;0;-4.3;-7.2;1.5;79.3
ELM;19970202;-;-;-;2;4;0;-2.8;-5.5;3.8;54.8
ELM;19970203;-;-;-;1;25;0;-1.6;-4.4;4.8;51.9
ELM;19970204;-;-;-;1;21;0;-2;-5.5;3.5;57.4
ELM;19970205;-;-;-;0;91;12;0.8;-1.6;4.5;66.9
ELM;19970206;-;-;-;7;25;0;-2.9;-5.1;1;78.2
ELM;19970207;-;-;-;5;0;0;1.2;-4.3;7.5;59.8
ELM;19970208;-;-;-;4;21;0;2.6;-0.1;8.2;44.6
ELM;19970209;-;-;-;3;9;0;2.1;-1;8.6;43.4
ELM;19970210;-;-;-;2;4;0;3.5;-0.2;9.2;43.6
ELM;19970211;-;-;-;0;66;7.5;3.6;2;7.5;60.8
ELM;19970212;-;-;-;0;63;0.5;3.7;1.2;9.4;88
ELM;19970213;-;-;-;0;100;7.1;2.7;-0.8;7.6;76.4
ELM;19970214;-;-;-;5;100;12.6;-0.4;-2.1;3.6;88.9
ELM;19970215;-;-;-;7;88;3.8;0.8;-1.4;3;87.1
ELM;19970216;-;-;-;6;9;0;-4.3;-7.8;2.5;60
ELM;19970217;-;-;-;4;34;0;0.3;-4.6;4.4;50.8
ELM;19970218;-;-;-;4;96;13.6;1.5;-1.8;6.3;72.3
ELM;19970219;-;-;-;7;66;0.6;0.4;-2;4.5;53.8
ELM;19970220;-;-;-;6;66;4;2.2;-0.4;5;75.3
ELM;19970221;-;-;-;6;4;0;1;-2.1;8;69.2
ELM;19970222;-;-;-;5;0;0;2.8;-2;10.4;61.2
ELM;19970223;-;-;-;4;54;0;5.2;1.5;10.5;48.2
ELM;19970224;-;-;-;3;79;0;5.9;1;10.6;48.8
ELM;19970225;-;-;-;0;96;0;10.7;8.4;13.5;39.7
ELM;19970226;-;-;-;0;100;26.2;4;2.6;8.6;91.8
ELM;19970227;-;-;-;9;100;3.6;-0.2;-0.4;1;91.5
ELM;19970228;-;-;-;10;25;0;1;-5;6.8;72.5
ELM;19970301;-;-;-;4;54;0;5.6;1.5;12;56.4
ELM;19970302;-;-;-;1;0;0;7.7;3.2;14.1;49.6
ELM;19970303;-;-;-;0;38;0;5.8;3.2;11.5;69.8
ELM;19970304;-;-;-;0;75;0.1;8.6;4;14.5;56.4
ELM;19970305;-;-;-;0;84;8.6;7.2;5.6;13.2;73.4
ELM;19970306;-;-;-;1;91;0.8;2.3;0.5;6.2;88.6
ELM;19970307;-;-;-;0;4;0;3.1;-1;10.2;79.2
ELM;19970308;-;-;-;0;0;0;4.4;0.4;13;60
ELM;19970309;-;-;-;0;25;0;3.3;0.2;12.2;65.6
ELM;19970310;-;-;-;0;0;0;6.6;2.3;13.9;56.6
ELM;19970311;-;-;-;0;0;0;7.2;2.8;14;60.4
ELM;19970312;-;-;-;0;13;0;7.9;3.2;15;63.4
ELM;19970313;-;-;-;0;54;0;7.3;3.3;13;69
ELM;19970314;-;-;-;0;38;6;6.5;1.4;12.5;59.4
ELM;19970315;-;-;-;0;96;3.5;4.2;2.7;7.5;87.4
ELM;19970316;-;-;-;0;96;0.3;6;3.2;10;84.8
ELM;19970317;-;-;-;0;96;0.1;6.4;3.5;11;78.8
ELM;19970318;-;-;-;0;46;9.3;8.7;3.2;15.9;59.4
ELM;19970319;-;-;-;0;100;18;1.7;0;5;86.8
ELM;19970320;-;-;-;16;96;2.7;0.5;-0.2;2;90.8
ELM;19970321;-;-;-;8;96;1.7;-0.4;-5;3.2;78.2
ELM;19970322;-;-;-;6;41;0;1.4;-2.6;6.5;74.4
ELM;19970323;-;-;-;0;71;10;3.3;-2.5;10.5;64
ELM;19970324;-;-;-;6;91;4;2;-0.4;6;83.4
ELM;19970325;-;-;-;0;96;2.2;2.1;-1;6.4;79.8
ELM;19970326;-;-;-;0;38;0;4.7;1;11.1;67.2
ELM;19970327;-;-;-;0;88;0.2;7.4;2.5;13;68.6
ELM;19970328;-;-;-;0;79;28.1;3.1;0;7.5;89.4
ELM;19970329;-;-;-;6;100;12.3;-1.9;-2.2;-0.2;88.6
ELM;19970330;-;-;-;23;96;0.8;0.8;-1.5;3.8;80.8
ELM;19970331;-;-;-;8;4;0;1.5;-4;10;68.8
ELM;19970401;-;-;-;3;16;0;5.5;-0.5;13.5;62.7
ELM;19970402;-;-;-;0;4;0;7.2;1.7;14.9;63.4
ELM;19970403;-;-;-;0;75;6.2;8.4;4.3;13.6;59.6
ELM;19970404;-;-;-;0;100;7.2;1.2;-0.6;3.6;94.5
ELM;19970405;-;-;-;4;96;10.9;1.3;-2.4;5.2;85.3
ELM;19970406;-;-;-;0;96;15.8;3.4;2;6;92.6
ELM;19970407;-;-;-;0;13;0;2.8;-1;8.5;55.6
ELM;19970408;-;-;-;0;25;0;3.8;-2;11.4;59.1
ELM;19970409;-;-;-;0;13;0;7.6;1.6;15.1;51.9
ELM;19970410;-;-;-;0;38;0;9.5;4.5;15.8;58.9
ELM;19970411;-;-;-;0;75;6.7;9.4;4;15.5;51.2
ELM;19970412;-;-;-;0;54;0;2.1;-0.8;6.7;68.9
ELM;19970413;-;-;-;0;13;0;2.4;-2.1;9;67.1
ELM;19970414;-;-;-;0;21;0.7;5.5;-0.5;12.5;58
ELM;19970415;-;-;-;0;100;2.4;4.8;4.2;7;73.7
ELM;19970416;-;-;-;0;66;0.1;1.5;0;4.2;52.9
ELM;19970417;-;-;-;0;4;0;0.7;-4.2;7.9;44.6
ELM;19970418;-;-;-;0;0;0;3.4;-3.5;11.5;54
ELM;19970419;-;-;-;0;38;1.8;6.8;0.7;13;53
ELM;19970420;-;-;-;0;100;6;0.2;-0.8;1.5;85.8
ELM;19970421;-;-;-;4;71;0;-1.5;-6.6;4;66.3
ELM;19970422;-;-;-;0;79;0.1;-0.4;-4.2;4.5;57.1
ELM;19970423;-;-;-;0;9;0;3.3;-2.1;10.5;54.1
ELM;19970424;-;-;-;0;4;0;6.6;0;14;47.4
ELM;19970425;-;-;-;0;50;5;9.7;3;16.1;46.8
ELM;19970426;-;-;-;0;96;15.6;8.6;6;11.5;87.3
ELM;19970427;-;-;-;0;96;16.8;5.2;3.5;8;93.8
ELM;19970428;-;-;-;0;88;11.9;9.2;5;15;76
ELM;19970429;-;-;-;0;96;26.9;5.8;4;8.5;93.8
ELM;19970430;-;-;-;0;100;6.4;3.4;0.6;6;92.9
ELM;19970501;-;-;-;0;54;0;7.7;4.2;13.1;75.6
ELM;19970502;-;-;-;0;4;0;8.9;2;17.8;53.9
ELM;19970503;-;-;-;0;4;0;12.8;6.2;21;49.8
ELM;19970504;-;-;-;0;63;0;13.3;9.2;19.5;53.5
ELM;19970505;-;-;-;0;63;0;13.9;9.4;17.4;43.9
ELM;19970506;-;-;-;0;75;39.3;5.8;0.5;14;73.6
ELM;19970507;-;-;-;3;91;2.7;3.5;0.4;8.5;75.4
ELM;19970508;-;-;-;0;79;1;3;0.8;5.2;76.2
ELM;19970509;-;-;-;0;63;2.9;4.8;-1;13.2;71.7
ELM;19970510;-;-;-;0;38;0;8.3;1.8;15;61.6
ELM;19970511;-;-;-;0;75;0;13;10.7;15.6;38.2
ELM;19970512;-;-;-;0;91;0;11.7;8.2;14.5;81.1
ELM;19970513;-;-;-;0;75;0;12.5;7.6;18.7;64.9
ELM;19970514;-;-;-;0;96;0;15.4;11.4;22;66.5
ELM;19970515;-;-;-;0;13;0;15.3;10.4;24.1;58.7
ELM;19970516;-;-;-;0;29;0;18.5;12;22.6;37.6
ELM;19970517;-;-;-;0;13;0;16.4;10.5;23.7;51.2
ELM;19970518;-;-;-;0;66;3.8;11.2;9.5;16.5;92.8
ELM;19970519;-;-;-;0;46;0.1;13.6;5.4;21.6;55.6
ELM;19970520;-;-;-;0;71;11.3;11.1;8.7;17;82.4
ELM;19970521;-;-;-;0;66;6.9;9.9;7;15.4;91.6
ELM;19970522;-;-;-;0;71;6;7.9;6.6;12.6;85.1
ELM;19970523;-;-;-;0;66;6.3;8.8;3.7;17.6;83.7
ELM;19970524;-;-;-;0;96;4.6;9.8;6.3;13.7;93.1
ELM;19970525;-;-;-;0;91;1;11.5;7.3;16.7;83.8
ELM;19970526;-;-;-;0;59;0.1;12.9;9.3;19;73.1
ELM;19970527;-;-;-;0;25;0;12.6;7;21;69.7
ELM;19970528;-;-;-;0;38;0;10.1;6.7;15.5;64
ELM;19970529;-;-;-;0;38;0;9.3;2.2;18.5;63.1
ELM;19970530;-;-;-;0;13;0;11.7;5.6;19.5;60.3
ELM;19970531;-;-;-;0;13;0;9.7;4.4;18;68.7
ELM;19970601;-;-;-;0;100;0.1;6.9;4.6;13.2;81.9
ELM;19970602;-;-;-;0;100;0.8;11.4;7;16;74.4
ELM;19970603;-;-;-;0;96;9.7;11.8;9.6;16;93
ELM;19970604;-;-;-;0;34;0;13.9;9;20.5;72.5
ELM;19970605;-;-;-;0;91;0;17.3;10.6;20.6;40.2
ELM;19970606;-;-;-;0;79;0;14.5;10.2;20.5;70
ELM;19970607;-;-;-;0;38;10.3;17.1;10.7;24.5;71.3
ELM;19970608;-;-;-;0;79;5.6;15.8;13;21.5;87.8
ELM;19970609;-;-;-;0;41;0.1;15.6;10.2;22.4;70.9
ELM;19970610;-;-;-;0;66;0;18.7;12.7;25.5;63.4
ELM;19970611;-;-;-;0;96;32.6;19.3;16.5;25.9;73.4
ELM;19970612;-;-;-;0;84;7.9;16.3;12.8;22.5;82.7
ELM;19970613;-;-;-;0;84;4.2;15;12.6;18.9;89
ELM;19970614;-;-;-;0;100;21.5;14.1;12.6;18;93.8
ELM;19970615;-;-;-;0;71;0.1;14.1;10.8;19;74.8
ELM;19970616;-;-;-;0;75;9.7;14.9;11.2;20.6;85.6
ELM;19970617;-;-;-;0;91;23;13.8;11.6;18.5;92.4
ELM;19970618;-;-;-;0;46;1.6;11.2;9.8;14.8;88.3
ELM;19970619;-;-;-;0;100;14.8;9.2;7;12;95.2
ELM;19970620;-;-;-;0;71;2.9;10.9;8.8;16;82.3
ELM;19970621;-;-;-;0;79;32.1;12.2;7.8;20.5;82.9
ELM;19970622;-;-;-;0;96;32.9;7.1;5.4;9.6;88.7
ELM;19970623;-;-;-;0;79;3.2;9.4;7.6;12.5;84.8
ELM;19970624;-;-;-;0;96;3.8;8.7;7.2;11.6;89.5
ELM;19970625;-;-;-;0;88;2.2;9.6;4;15.5;79.7
ELM;19970626;-;-;-;0;96;1.8;11;9;14;83.4
ELM;19970627;-;-;-;0;100;24.7;9.9;9.6;13.4;94.5
ELM;19970628;-;-;-;0;84;2.3;12.7;9.1;20.7;81.3
ELM;19970629;-;-;-;0;54;18;16.6;12.4;21.2;43.7
ELM;19970630;-;-;-;0;50;0.3;10.1;7.6;15.1;85.6
ELM;19970701;-;-;-;0;63;0.2;11.2;7.2;16.1;77.5
ELM;19970702;-;-;-;0;84;0;14.1;9.7;18.5;61.5
ELM;19970703;-;-;-;0;75;5.5;13.9;11.6;17.3;82.8
ELM;19970704;-;-;-;0;96;36.1;11.2;10.1;14;90.8
ELM;19970705;-;-;-;0;100;49.8;7.1;5.5;9.5;90.1
ELM;19970706;-;-;-;0;100;28.2;8.3;7;11;94.4
ELM;19970707;-;-;-;0;96;0.2;9.9;7.2;14.5;84.2
ELM;19970708;-;-;-;0;75;0;12.9;7.1;19.5;75.4
ELM;19970709;-;-;-;0;25;0;14.1;7;22;75.7
ELM;19970710;-;-;-;0;54;4.6;13.5;10.2;21;88.2
ELM;19970711;-;-;-;0;96;7.1;12.8;10.1;20;91
ELM;19970712;-;-;-;0;71;1.4;16.2;11.8;21.5;72.1
ELM;19970713;-;-;-;0;46;6.8;15.8;10.5;24;80.6
ELM;19970714;-;-;-;0;71;6.7;14.9;11.4;21;83.3
ELM;19970715;-;-;-;0;88;1.7;13.6;10.9;18;86.4
ELM;19970716;-;-;-;0;38;0;15.9;9.7;27.5;68.9
ELM;19970717;-;-;-;0;88;38.9;16.5;13.2;23;85.8
ELM;19970718;-;-;-;0;96;16.7;11.4;10.4;13;92.7
ELM;19970719;-;-;-;0;100;10;9.7;8.2;11.5;94.9
ELM;19970720;-;-;-;0;91;4.3;11.5;8.2;16.6;83.8
ELM;19970721;-;-;-;0;59;0;12.2;7.4;18.4;75.9
ELM;19970722;-;-;-;0;13;0;14;7.7;21.4;70.7
ELM;19970723;-;-;-;0;96;2.4;14.9;12.2;18;87.1
ELM;19970724;-;-;-;0;63;4;15.8;11.8;21;85.2
ELM;19970725;-;-;-;0;100;26.9;13.4;13;16.5;95.8
ELM;19970726;-;-;-;0;96;3.8;12.9;10.8;15;90.7
ELM;19970727;-;-;-;0;38;0;14.8;8.9;21.6;73
ELM;19970728;-;-;-;0;66;0;17.5;13.5;22.5;78.5
ELM;19970729;-;-;-;0;50;4.1;16.6;13.5;21.5;80.4
ELM;19970730;-;-;-;0;9;0;16.9;11.5;24.5;71
ELM;19970731;-;-;-;0;96;19.1;15.7;13.7;20;88.7
ELM;19970801;-;-;-;0;100;12.3;9.5;8.8;11;96
ELM;19970802;-;-;-;0;100;9.2;11.9;10.1;14.3;95.2
ELM;19970803;-;-;-;0;88;0;16.6;12;20;85
ELM;19970804;-;-;-;0;50;0;19;13.5;25.2;72.6
ELM;19970805;-;-;-;0;59;2.7;19.5;16.5;25.5;79.2
ELM;19970806;-;-;-;0;96;0.3;17.4;14.5;20.3;85.2
ELM;19970807;-;-;-;0;100;17.4;16.4;13.2;20.4;88.8
ELM;19970808;-;-;-;0;75;3.1;16;13.4;21.1;86.2
ELM;19970809;-;-;-;0;46;0.1;17.2;12.5;23;75.8
ELM;19970810;-;-;-;0;13;0;17.5;12;24.2;74.6
ELM;19970811;-;-;-;0;13;0;19.9;14.2;27.2;58.2
ELM;19970812;-;-;-;0;38;0;19.3;14.2;25;68
ELM;19970813;-;-;-;0;46;1.7;18.7;14.3;25.5;77.6
ELM;19970814;-;-;-;0;29;0;18;13.2;24.7;79
ELM;19970815;-;-;-;0;41;28.9;17.2;14.3;23.5;84.6
ELM;19970816;-;-;-;0;71;15.7;16.7;11.5;22.7;82.4
ELM;19970817;-;-;-;0;96;0;15.7;12.5;19;81.8
ELM;19970818;-;-;-;0;54;0.6;15.9;12.4;21;82.6
ELM;19970819;-;-;-;0;34;0;15.9;10.6;22.2;74.4
ELM;19970820;-;-;-;0;41;0;17;12.1;23.7;72.6
ELM;19970821;-;-;-;0;16;0;16.8;11.6;24;71.4
ELM;19970822;-;-;-;0;13;0;17.7;12.4;24;70.8
ELM;19970823;-;-;-;0;13;0;17.6;12.2;24.6;71.2
ELM;19970824;-;-;-;0;25;0.1;18.7;14;25.5;72.6
ELM;19970825;-;-;-;0;41;12.5;16.7;14;24.2;84.8
ELM;19970826;-;-;-;0;46;10.6;16.6;12.5;22.2;82.8
ELM;19970827;-;-;-;0;66;0;16.9;13.8;23;85
ELM;19970828;-;-;-;0;96;59.7;11.4;5.8;20.5;89.4
ELM;19970829;-;-;-;0;88;4.5;8.8;5.8;12.7;91
ELM;19970830;-;-;-;0;91;4.3;10.6;8;13.9;85.4
ELM;19970831;-;-;-;0;9;0;13.6;9.5;22;57.4
ELM;19970901;-;-;-;0;21;0;17.7;12;24;68.6
ELM;19970902;-;-;-;0;91;0;16.8;13.5;20;85.5
ELM;19970903;-;-;-;0;79;0;16.5;14.2;20.3;85.3
ELM;19970904;-;-;-;0;9;0;16.6;12.4;21.5;80
ELM;19970905;-;-;-;0;16;0;17.4;12.8;23.1;76
ELM;19970906;-;-;-;0;63;23.5;16.8;13.5;21;85
ELM;19970907;-;-;-;0;100;1.7;12.8;12.5;13.5;95
ELM;19970908;-;-;-;0;41;0;13.9;10;18.5;79.8
ELM;19970909;-;-;-;0;4;0;14.4;9.5;20;50.6
ELM;19970910;-;-;-;0;9;0.1;11.9;8;17.8;83.7
ELM;19970911;-;-;-;0;13;0;13.2;7.2;21.2;76.8
ELM;19970912;-;-;-;0;16;9;18.1;12.2;24.2;53.5
ELM;19970913;-;-;-;0;96;8.7;11.8;10.6;13.5;91.7
ELM;19970914;-;-;-;0;63;0;9.8;6.3;14;75.5
ELM;19970915;-;-;-;0;9;0;9.4;4.4;16.2;77.3
ELM;19970916;-;-;-;0;13;0;11.8;6.8;18.6;70.8
ELM;19970917;-;-;-;0;9;0;13.1;7.4;19.9;69.4
ELM;19970918;-;-;-;0;0;0;13.4;8.8;21.2;73.6
ELM;19970919;-;-;-;0;9;0;13.4;9.2;20;77.6
ELM;19970920;-;-;-;0;63;0;12.4;9.5;17.2;83.5
ELM;19970921;-;-;-;0;79;0;12.3;10.6;15;86.4
ELM;19970922;-;-;-;0;54;0;11.5;7.7;16.5;82.5
ELM;19970923;-;-;-;0;88;0;11.8;8.4;16.5;86.8
ELM;19970924;-;-;-;0;29;0;11.6;7.4;17.5;83.5
ELM;19970925;-;-;-;0;0;0;10.8;6.7;17;80.5
ELM;19970926;-;-;-;0;4;0;10.8;7.6;17.1;82.5
ELM;19970927;-;-;-;0;4;0;10.7;5.8;17.3;78.1
ELM;19970928;-;-;-;0;50;0;11.3;7.8;17;76.6
ELM;19970929;-;-;-;0;13;0;11.7;7.3;18.5;69.9
ELM;19970930;-;-;-;0;46;0;13;8.4;19.3;72.2
ELM;19971001;-;-;-;0;38;0.1;11.9;9;19;66
ELM;19971002;-;-;-;0;91;0.1;13.4;10.5;17.7;85.6
ELM;19971003;-;-;-;0;46;0;10.8;9;17.5;81.1
ELM;19971004;-;-;-;0;4;0;9.6;5;17;77.8
ELM;19971005;-;-;-;0;0;0;12.2;7;19.6;64.2
ELM;19971006;-;-;-;0;4;0;15.1;7.4;21.5;48.2
ELM;19971007;-;-;-;0;66;0.2;14.4;12;20.5;75.6
ELM;19971008;-;-;-;0;88;0;13.8;10.7;18.5;80
ELM;19971009;-;-;-;0;75;0;14.6;11;19.9;68.8
ELM;19971010;-;-;-;0;100;32;12;9;14.6;82.3
ELM;19971011;-;-;-;0;96;14.4;8.8;7.2;11.5;88.6
ELM;19971012;-;-;-;0;91;21.9;6.7;4.2;10.5;94.5
ELM;19971013;-;-;-;0;100;4.5;3.2;2.5;4.5;95.3
ELM;19971014;-;-;-;0;100;6.8;1;0.2;3.5;96.9
ELM;19971015;-;-;-;7;100;6.9;2;0;4.2;89.1
ELM;19971016;-;-;-;0;100;5.9;5.4;2.8;7.6;96.5
ELM;19971017;-;-;-;0;21;0;6.8;2.5;13;81.7
ELM;19971018;-;-;-;0;29;0;7.4;4.1;14.2;83.3
ELM;19971019;-;-;-;0;0;0;9.1;5.2;15.5;71.1
ELM;19971020;-;-;-;0;34;0;9.1;5.3;15.8;72.5
ELM;19971021;-;-;-;0;100;2.6;7.9;7;12;94.3
ELM;19971022;-;-;-;0;91;0;6.7;5;10.4;93.6
ELM;19971023;-;-;-;0;75;0.2;7.5;5.5;10.5;93.7
ELM;19971024;-;-;-;0;100;0.4;3.3;2.9;4;94.3
ELM;19971025;-;-;-;0;41;0;2.7;1.4;6.7;84.5
ELM;19971026;-;-;-;0;13;0;2.6;-0.1;8.8;74.1
ELM;19971027;-;-;-;0;46;0.2;3.1;0;7.5;83.3
ELM;19971028;-;-;-;0;100;0.1;-2.1;-2.2;-1.6;95.2
ELM;19971029;-;-;-;0;0;0;-2.2;-5;4.1;84.8
ELM;19971030;-;-;-;0;38;0;-2.3;-5;0.5;86.1
ELM;19971031;-;-;-;0;38;0;-1.6;-4;4;81.6
ELM;19971101;-;-;-;0;13;0;2.1;-2.4;7.5;80.2
ELM;19971102;-;-;-;0;9;0;3.7;1.5;10.5;75.6
ELM;19971103;-;-;-;0;0;0;4;1.5;13;80.4
ELM;19971104;-;-;-;0;21;0;11;0.5;14.5;35
ELM;19971105;-;-;-;0;88;0;13;10.4;15.3;34.8
ELM;19971106;-;-;-;0;88;44.6;15.6;12;17.5;37.4
ELM;19971107;-;-;-;0;91;0.3;6.1;3;13.5;80.4
ELM;19971108;-;-;-;0;66;4.9;5.6;4.1;10.8;88.8
ELM;19971109;-;-;-;0;71;4.5;4.6;1;11;65.6
ELM;19971110;-;-;-;0;29;5.1;4.4;0.4;9.5;63
ELM;19971111;-;-;-;0;63;0;5.1;0.7;11.5;62.2
ELM;19971112;-;-;-;0;100;18.3;3.1;0.2;8.5;78.4
ELM;19971113;-;-;-;1;88;0.2;2.1;0.2;4.3;91.8
ELM;19971114;-;-;-;0;4;0;-0.5;-1.5;5;69.2
ELM;19971115;-;-;-;0;25;0.6;0.7;-2.7;6;63.8
ELM;19971116;-;-;-;0;88;2.4;4.9;3.1;7.5;93
ELM;19971117;-;-;-;0;0;0;0.9;0.4;5.8;88
ELM;19971118;-;-;-;0;0;0;-1.2;-2.8;4;72.8
ELM;19971119;-;-;-;0;0;0;-3.1;-4;2.5;80.2
ELM;19971120;-;-;-;0;100;4;1.3;-3.6;5;82.8
ELM;19971121;-;-;-;0;46;1;1.9;1;6;93.8
ELM;19971122;-;-;-;0;41;0;-0.2;-1;5;80.8
ELM;19971123;-;-;-;0;88;0;-0.5;-4.5;0.5;90
ELM;19971124;-;-;-;0;38;0;-2;-5;3.5;68.8
ELM;19971125;-;-;-;0;46;0;1.6;-1;10.7;62.2
ELM;19971126;-;-;-;0;21;0;4.5;1.3;11;54.2
ELM;19971127;-;-;-;0;13;0;2;0.2;6;75.4
ELM;19971128;-;-;-;0;84;0.9;3.3;1.5;8;77
ELM;19971129;-;-;-;0;100;0.7;5;3.2;6.7;94.4
ELM;19971130;-;-;-;0;96;3.7;3;2.8;4;98
ELM;19971201;-;-;-;0;100;5.4;0.7;0.2;2;99
ELM;19971202;-;-;-;0;71;8;0.7;-3;7.1;82
ELM;19971203;-;-;-;11;100;2.3;-4.2;-4.6;-3;94.8
ELM;19971204;-;-;-;9;33;0;-7.4;-8.4;-4.5;81.2
ELM;19971205;-;-;-;7;46;0;-6.8;-8.1;-3.3;82.6
ELM;19971206;-;-;-;7;50;0;-8;-9;-1.5;83
ELM;19971207;-;-;-;6;13;0;-2.5;-7;2.5;82.4
ELM;19971208;-;-;-;5;58;0;2;-1.2;5;82
ELM;19971209;-;-;-;3;92;0.4;2.4;0.5;4.5;83.4
ELM;19971210;-;-;-;2;71;3.4;1.4;-0.6;5.5;65.2
ELM;19971211;-;-;-;2;100;28.6;5;2.5;8;96.2
ELM;19971212;-;-;-;0;92;29;1.9;0;4.5;95.4
ELM;19971213;-;-;-;35;100;6;-0.6;-0.7;0.2;98.6
ELM;19971214;-;-;-;37;79;7;-2.3;-5.2;-0.5;86.2
ELM;19971215;-;-;-;40;42;0;-6.2;-8.3;-4;81.4
ELM;19971216;-;-;-;37;13;0;-3.6;-10.5;3.5;54.2
ELM;19971217;-;-;-;40;100;0;4.1;0.4;11.9;35
ELM;19971218;-;-;-;27;96;0;10.8;5.2;12.5;34.8
ELM;19971219;-;-;-;10;71;2.7;9.9;8;11.5;38.2
ELM;19971220;-;-;-;7;100;14.3;1.7;0.5;3.4;99
ELM;19971221;-;-;-;8;100;18.6;1.4;0.4;2.4;97.4
ELM;19971222;-;-;-;17;92;0.5;-0.1;-0.6;1.1;96.6
ELM;19971223;-;-;-;16;67;0.3;-0.1;-2.4;3;92.4
ELM;19971224;-;-;-;15;67;0.3;2;-0.3;6.4;83.4
ELM;19971225;-;-;-;13;83;2.8;4.3;1.7;7.9;77
ELM;19971226;-;-;-;9;75;2.4;2.9;1.2;5.5;88
ELM;19971227;-;-;-;9;75;7.9;0.4;-0.5;2;84.2
ELM;19971228;-;-;-;23;100;5.4;-0.9;-1.4;0.3;97.4
ELM;19971229;-;-;-;26;54;0;-3.9;-7.5;0;77.2
ELM;19971230;-;-;-;23;38;0;-0.8;-4;3;65.2
ELM;19971231;-;-;-;21;29;0;4;-2;10.5;49.4
ELM;19980101;-;-;-;12;75;0;6;1.2;10.5;54.8
ELM;19980102;-;-;-;8;100;3.8;7.6;0.3;9.5;39
ELM;19980103;-;-;-;2;75;8.9;2.1;0;7.7;84.2
ELM;19980104;-;-;-;0;33;1.4;3.3;0;10.4;55.6
ELM;19980105;-;-;-;0;50;4;-0.3;-0.5;8.7;64
ELM;19980106;-;-;-;0;100;4.5;0.9;-0.5;4.8;92
ELM;19980107;-;-;-;1;38;0;2.8;1;5;82.1
ELM;19980108;-;-;-;1;13;0;1.4;0.6;3.7;58.3
