stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Niederschlag (mm)
SIA;19830314;-;-;-;93;75;90.6;-4.1;-9.5;2.9;2.7
SIA;19830315;-;-;-;95;100;93.2;-1.9;-3.4;0;16.5
SIA;19830316;-;-;-;118;91;84.6;0.3;-2.3;4;0.9
SIA;19830317;-;-;-;116;34;81.6;1.8;-0.9;6.6;0
SIA;19830318;-;-;-;111;75;75.6;0.8;-3.8;6.8;0
SIA;19830319;-;-;-;108;84;81.8;2.7;-0.2;8.1;1.2
SIA;19830320;-;-;-;100;16;71.4;0.5;-4.7;7.3;0
SIA;19830321;-;-;-;98;41;86.4;0.5;-6.3;6.6;0
SIA;19830322;-;-;-;97;71;69.6;1.5;-1;6;0
SIA;19830323;-;-;-;96;41;62.6;-2.5;-7.2;2.9;1
SIA;19830324;-;-;-;97;96;93.8;-1.1;-2.3;0.5;4.5
SIA;19830325;-;-;-;102;71;84.4;-4.5;-9.8;1.6;3.3
SIA;19830326;-;-;-;103;84;71.6;-7.7;-13.6;-1.6;0.4
SIA;19830327;-;-;-;102;29;53.2;-6.6;-14;-0.5;0
SIA;19830328;-;-;-;99;91;81.8;-4.9;-7.4;-2;3.5
SIA;19830329;-;-;-;104;88;78.8;-2.8;-4.9;-0.1;0.8
SIA;19830330;-;-;-;101;46;81.8;-3.3;-11.5;4;0
SIA;19830331;-;-;-;99;25;79.2;-3.5;-11.3;4.8;0
SIA;19830401;-;-;-;96;88;91;-1.9;-6.8;3.3;3
SIA;19830402;-;-;-;99;84;91.6;-2.1;-7.3;1.8;1.6
SIA;19830403;-;-;-;99;91;88.2;-2.8;-6.2;2.7;19.3
SIA;19830404;-;-;-;120;63;81.1;-3.8;-9.1;1.4;3.6
SIA;19830405;-;-;-;114;50;63.9;-4.3;-6.9;2;0
SIA;19830406;-;-;-;107;88;80;-3.4;-10.5;-0.9;0.1
SIA;19830407;-;-;-;106;75;76.8;1;-3.6;5.5;0.9
SIA;19830408;-;-;-;101;84;96.7;1.9;0.9;4.5;0
SIA;19830409;-;-;-;98;71;94.9;3.3;1.1;7;0
SIA;19830410;-;-;-;88;71;93;2.4;-3.5;7.9;0
SIA;19830411;-;-;-;80;91;90.8;2.8;2.1;5.1;20.3
SIA;19830412;-;-;-;95;71;82.3;-2.7;-6.8;3.6;0.1
SIA;19830413;-;-;-;86;79;62.4;-5.4;-6.9;-2.5;0
SIA;19830414;-;-;-;85;66;62.9;-5.2;-10.4;-1;0
SIA;19830415;-;-;-;85;79;70.8;-1.7;-6.1;1.7;0
SIA;19830416;-;-;-;82;9;66.9;1;-5;8.6;0
SIA;19830417;-;-;-;75;66;87.7;0.1;-5.3;5.9;0
SIA;19830418;-;-;-;74;88;85.3;0.5;-0.5;3.5;5.3
SIA;19830419;-;-;-;78;88;95.1;0.7;-0.8;4;6.6
SIA;19830420;-;-;-;70;71;90.6;2.4;0.5;5.6;0
SIA;19830421;-;-;-;67;91;87.7;2.7;0.7;7.3;34.5
SIA;19830422;-;-;-;69;59;89.1;3.9;0.1;10.1;0.1
SIA;19830423;-;-;-;59;71;92;3.2;2;5.6;10.4
SIA;19830424;-;-;-;57;79;95.9;1;0.1;3.4;1.9
SIA;19830425;-;-;-;52;75;85.6;1.9;-1.1;5.2;0
SIA;19830426;-;-;-;43;88;90.5;0.3;-2.2;2.7;27.6
SIA;19830427;-;-;-;64;79;91.8;1.4;-0.4;3.8;0.6
SIA;19830428;-;-;-;58;79;89.5;2.2;-0.7;5.5;3.8
SIA;19830429;-;-;-;48;79;94.7;2.7;0.6;5.9;4.2
SIA;19830430;-;-;-;34;84;87.6;3.4;1;5.7;13.6
SIA;19830501;-;-;-;29;96;96.8;0.8;0.1;4;40.4
SIA;19830502;-;-;-;41;21;80.9;0.1;-6.1;6.6;0
SIA;19830503;-;-;-;30;66;72.3;1.8;-4.3;8;0
SIA;19830504;-;-;-;25;71;85.5;3.1;1.7;5.8;0.8
SIA;19830505;-;-;-;22;66;67.7;3.5;-3.3;10;0
SIA;19830506;-;-;-;15;50;66.7;5;-1;11.9;0
SIA;19830507;-;-;-;6;79;87.7;4.3;0.5;8.6;9.5
SIA;19830508;-;-;-;0;96;96.2;1.2;0.1;5;13
SIA;19830509;-;-;-;5;50;69.7;1.9;-0.9;6;0
SIA;19830510;-;-;-;0;84;78.7;2;0.4;6.1;21.2
SIA;19830511;-;-;-;15;88;91.3;0.6;-1.4;2.7;4.2
SIA;19830512;-;-;-;17;79;94.8;2.4;-0.3;5.1;3.8
SIA;19830513;-;-;-;10;84;93.5;4;2.9;6.9;0.5
SIA;19830514;-;-;-;5;71;78.4;6.2;3.1;10.2;26.5
SIA;19830515;-;-;-;3;100;94.3;3.1;1.4;6.2;75.8
SIA;19830516;-;-;-;0;50;77.2;4.6;1.2;9;17
SIA;19830517;-;-;-;0;38;64.3;5.3;1.4;9.2;0
SIA;19830518;-;-;-;0;79;83.5;4;2.7;6.8;0.3
SIA;19830519;-;-;-;0;63;73.7;3.2;1.2;8.1;0.5
SIA;19830520;-;-;-;0;59;75.3;5.6;2.6;10.6;5.5
SIA;19830521;-;-;-;0;91;83.8;4.5;1.7;10.3;71.1
SIA;19830522;-;-;-;8;100;93.1;1.1;0.2;4;45.3
SIA;19830523;-;-;-;23;96;90.9;0;-0.5;2;18.3
SIA;19830524;-;-;-;45;88;75;1.3;-1;4.5;0
SIA;19830525;-;-;-;24;88;71.8;1.5;-1.7;4.5;0.3
SIA;19830526;-;-;-;19;100;83.5;1.5;-0.8;4.5;2.8
SIA;19830527;-;-;-;15;34;52.3;3.1;-3.2;8.2;0.4
SIA;19830528;-;-;-;9;75;85.4;2.1;-0.4;5.5;0
SIA;19830529;-;-;-;7;63;81.9;4.1;-0.4;9.4;0.1
SIA;19830530;-;-;-;3;54;70.6;4.5;-1.8;9.8;0
SIA;19830531;-;-;-;0;46;67.9;7.2;-0.5;13.5;0
SIA;19830601;-;-;-;0;46;73.7;9.5;2.8;15.5;0.4
SIA;19830602;-;-;-;0;75;77.3;8.2;3.7;13.5;4
SIA;19830603;-;-;-;0;34;49.7;10.4;2.2;17.3;0
SIA;19830604;-;-;-;0;29;66.2;11.3;3.3;18.5;0
SIA;19830605;-;-;-;0;34;64.1;11.9;3.4;19.9;0
SIA;19830606;-;-;-;0;75;80.5;10;6;14;2
SIA;19830607;-;-;-;0;13;86.6;9.6;3.6;16.5;0
SIA;19830608;-;-;-;0;13;77.5;11;5.7;17;0
SIA;19830609;-;-;-;0;54;57.4;12.8;3.7;20.2;0
SIA;19830610;-;-;-;0;59;71.2;11.9;5.3;19;2
SIA;19830611;-;-;-;0;50;52.5;11;3.5;16.6;0
SIA;19830612;-;-;-;0;21;52.6;10.9;3.3;17.9;0
SIA;19830613;-;-;-;0;84;67.2;9.4;4.4;15.1;0
SIA;19830614;-;-;-;0;88;75.8;7.9;6.9;10;0
SIA;19830615;-;-;-;0;66;51.6;6.9;4.6;11.5;0
SIA;19830616;-;-;-;0;66;45.2;3.6;1.3;7.4;0
SIA;19830617;-;-;-;0;79;57.4;4.5;-2.4;11.5;0
SIA;19830618;-;-;-;0;88;86.2;4.4;1.9;9.5;0
SIA;19830619;-;-;-;0;63;74.3;7.8;2.6;12.6;0.2
SIA;19830620;-;-;-;0;88;90.2;7.2;5.6;13.4;4.6
SIA;19830621;-;-;-;0;79;87.1;7.6;6.4;10.5;0.2
SIA;19830622;-;-;-;0;63;82;9;3.3;15.5;5.3
SIA;19830623;-;-;-;0;71;86.4;8.8;3.7;13.6;0
SIA;19830624;-;-;-;0;46;82.3;10.3;4;15.4;0
SIA;19830625;-;-;-;0;46;74.6;10.7;4.2;15.5;0
SIA;19830626;-;-;-;0;54;79.1;11.2;5.7;16.2;1.4
SIA;19830627;-;-;-;0;91;93.6;8.6;6.5;11;7.2
SIA;19830628;-;-;-;0;63;66.3;10;7;14.7;0
SIA;19830629;-;-;-;0;21;70.5;9.5;2.2;15.5;0
SIA;19830630;-;-;-;0;79;82.9;8.8;5.8;13.8;11.7
SIA;19830701;-;-;-;0;84;78.4;7.2;5.6;14.7;0.7
SIA;19830702;-;-;-;0;9;61.2;10.6;6.4;17.6;0
SIA;19830703;-;-;-;0;21;66.7;11.4;2.8;17.1;0
SIA;19830704;-;-;-;0;63;80.1;12.6;6.4;17.6;0.1
SIA;19830705;-;-;-;0;75;83.7;11.7;7.6;17.5;8.3
SIA;19830706;-;-;-;0;84;83.7;11;7.3;16;4.5
SIA;19830707;-;-;-;0;88;88;10.8;9;15;2.4
SIA;19830708;-;-;-;0;84;82.2;12.7;9.2;18.5;2
SIA;19830709;-;-;-;0;46;80.6;13;8;18.9;2.5
SIA;19830710;-;-;-;0;63;73.8;11.8;9;19.3;0.1
SIA;19830711;-;-;-;0;38;60;14.1;6.2;21;0
SIA;19830712;-;-;-;0;59;59.9;13;5.9;20.4;0
SIA;19830713;-;-;-;0;54;69.5;13.1;6.5;20.6;1
SIA;19830714;-;-;-;0;63;54.2;13;8.5;18.5;0
SIA;19830715;-;-;-;0;0;43.3;13.1;3.7;21;0
SIA;19830716;-;-;-;0;9;65.9;12.5;4.5;19.5;0
SIA;19830717;-;-;-;0;21;75.8;13.6;5.8;20;0
SIA;19830718;-;-;-;0;21;74.1;14.6;9;20.6;0
SIA;19830719;-;-;-;0;46;61;16.6;8.2;24;0
SIA;19830720;-;-;-;0;41;58.6;16.6;8;24.5;0
SIA;19830721;-;-;-;0;34;50.2;17.6;11.7;23.6;0
SIA;19830722;-;-;-;0;21;56.7;16.9;7;25.2;0
SIA;19830723;-;-;-;0;16;33.3;18.3;8.5;26.4;5.5
SIA;19830724;-;-;-;0;50;67.5;13.1;9.6;20.8;0.9
SIA;19830725;-;-;-;0;13;60.4;15.8;7.5;22.8;0
SIA;19830726;-;-;-;0;16;59;17.2;8.5;25.7;0
SIA;19830727;-;-;-;0;9;40.5;18;8.5;26.7;0
SIA;19830728;-;-;-;0;9;52.8;17.3;8;26.5;0
SIA;19830729;-;-;-;0;46;54.3;16.1;9.2;23;0
SIA;19830730;-;-;-;0;0;65.7;17.2;10;25.5;0
SIA;19830731;-;-;-;0;9;69.2;16.5;7.5;23.5;0
SIA;19830801;-;-;-;0;41;67.2;16.9;12.3;21.5;10.3
SIA;19830802;-;-;-;0;75;80.4;11;7.5;17.6;30.9
SIA;19830803;-;-;-;0;100;86.4;3.7;2;7;6.1
SIA;19830804;-;-;-;0;75;60.8;6.1;3;10.5;0
SIA;19830805;-;-;-;0;88;67.2;7.1;1.4;12.5;1
SIA;19830806;-;-;-;0;88;63.8;8.4;4.9;12.1;0
SIA;19830807;-;-;-;0;79;80.4;8.8;4.7;14.6;0.5
SIA;19830808;-;-;-;0;9;72.2;9.7;2.9;15.9;0
SIA;19830809;-;-;-;0;25;76.4;11.9;4.7;17.7;0.1
SIA;19830810;-;-;-;0;75;70.6;13.4;9.7;17.7;0
SIA;19830811;-;-;-;0;84;74.4;11.6;7.9;16.6;2.2
SIA;19830812;-;-;-;0;71;74.8;10.7;8.7;14;0
SIA;19830813;-;-;-;0;75;68.8;10.6;5.9;16;0
SIA;19830814;-;-;-;0;4;75.2;9.8;2.8;16.5;0
SIA;19830815;-;-;-;0;13;84;9.9;5.1;15.1;0
SIA;19830816;-;-;-;0;71;83.4;10.5;6.3;14.9;1.4
SIA;19830817;-;-;-;0;75;78.6;11.1;7.2;17;0.1
SIA;19830818;-;-;-;0;46;73.4;11.8;5.2;17;0
SIA;19830819;-;-;-;0;63;78.2;12.2;8.8;16.3;0
SIA;19830820;-;-;-;0;38;82.4;10.9;5.5;17.4;1.5
SIA;19830821;-;-;-;0;29;74.6;11.2;4;17.5;0
SIA;19830822;-;-;-;0;41;71.8;12.5;7;18.2;0
SIA;19830823;-;-;-;0;63;85.2;10.7;7.3;16.9;5.7
SIA;19830824;-;-;-;0;96;88.4;9.7;6.4;12;3
SIA;19830825;-;-;-;0;88;90.6;10.5;8.6;14.5;1.1
SIA;19830826;-;-;-;0;84;91;11.2;8.9;14.6;1.7
SIA;19830827;-;-;-;0;54;85.4;12.1;7.7;17.8;0
SIA;19830828;-;-;-;0;54;83.4;12.7;7.9;17.9;3.2
SIA;19830829;-;-;-;0;91;90.8;10.5;9.7;13.2;0.4
SIA;19830830;-;-;-;0;75;84.6;11.3;7.6;16;3.3
SIA;19830831;-;-;-;0;63;84.8;12.4;9.6;15.8;13.4
SIA;19830901;-;-;-;0;75;84.9;10.3;6.2;15.2;36.6
SIA;19830902;-;-;-;0;79;89.1;9.9;9;13;5.7
SIA;19830903;-;-;-;0;91;80.9;8.9;7;13.5;4.1
SIA;19830904;-;-;-;0;34;50.6;7.4;2.8;12.6;0
SIA;19830905;-;-;-;0;79;59.4;12.7;5;18;0.3
SIA;19830906;-;-;-;0;71;66.9;12.8;8;17.9;0
SIA;19830907;-;-;-;0;38;54.2;8.8;5.5;13.1;0
SIA;19830908;-;-;-;0;21;74.3;6.9;-0.3;13.4;0
SIA;19830909;-;-;-;0;84;87.8;9.7;7.2;11.8;0.6
SIA;19830910;-;-;-;0;96;78.3;11.1;9.4;13.4;27.9
SIA;19830911;-;-;-;0;91;84.3;6.8;4.8;11;8.7
SIA;19830912;-;-;-;3;54;74.9;2.8;-0.7;7.4;0
SIA;19830913;-;-;-;0;21;72.9;3.4;-2.1;9.4;0
SIA;19830914;-;-;-;0;34;80.5;6.9;2;12.5;0
SIA;19830915;-;-;-;0;88;87.2;8.2;5.3;12;2.2
SIA;19830916;-;-;-;0;96;90.4;6.9;6.1;8.3;15.5
SIA;19830917;-;-;-;0;79;71.8;3.4;-0.5;9;0
SIA;19830918;-;-;-;0;13;58.3;6.3;2.4;12.7;0
SIA;19830919;-;-;-;0;0;68.8;8.1;1;17.9;0
SIA;19830920;-;-;-;0;29;72.2;9.2;3;16.7;0
SIA;19830921;-;-;-;0;59;77.7;7.7;2.8;13.3;0
SIA;19830922;-;-;-;0;21;65.7;10.4;4.6;19;0
SIA;19830923;-;-;-;0;9;76.3;8;1.4;16;0
SIA;19830924;-;-;-;0;0;59.1;11.2;2.8;21.2;1.7
SIA;19830925;-;-;-;0;41;57.2;12;4.9;17;0
SIA;19830926;-;-;-;0;4;62.6;9.6;3.7;18.4;0
SIA;19830927;-;-;-;0;9;73.6;8.2;1.9;17.1;0
SIA;19830928;-;-;-;0;4;77.6;8.2;1.9;16;0
SIA;19830929;-;-;-;0;41;83.9;6.6;1.2;13;0
SIA;19830930;-;-;-;0;63;84.9;8.3;6.5;11.7;0
SIA;19831001;-;-;-;0;16;62.7;8.7;3.7;15.7;0
SIA;19831002;-;-;-;0;84;71.8;8.2;3.9;13.7;0
SIA;19831003;-;-;-;0;16;69.4;8;1;16.4;0
SIA;19831004;-;-;-;0;9;72;8.1;2.1;16;0
SIA;19831005;-;-;-;0;9;75.9;6.2;0.4;14.5;0
SIA;19831006;-;-;-;0;63;69.3;8.4;1.3;15.9;0
SIA;19831007;-;-;-;0;38;84.5;6.3;2;11.5;0
SIA;19831008;-;-;-;0;16;66.1;6;1.3;13.1;0
SIA;19831009;-;-;-;0;79;56.4;8.1;1;12.5;0.2
SIA;19831010;-;-;-;0;46;82.7;8.3;3.2;14.9;0
SIA;19831011;-;-;-;0;84;86.1;5.9;1.8;10.1;1.6
SIA;19831012;-;-;-;0;25;44.9;2.5;-1.7;8.3;0
SIA;19831013;-;-;-;0;9;70.3;2.9;-2.7;8.6;0
SIA;19831014;-;-;-;0;54;84.6;2.7;-2.5;7.5;8.7
SIA;19831015;-;-;-;0;84;93.9;2.7;1.2;5.4;7.2
SIA;19831016;-;-;-;0;79;89.8;3.1;1.3;5.5;15
SIA;19831017;-;-;-;2;96;72.4;-0.2;-1.3;1;0
SIA;19831018;-;-;-;0;63;56.6;3.1;-1.3;7.6;0
SIA;19831019;-;-;-;0;13;59;6.8;-0.3;14.9;0
SIA;19831020;-;-;-;0;13;74.1;4.4;-0.3;11.5;0
SIA;19831021;-;-;-;0;54;74.1;4.7;0.7;10.4;0
SIA;19831022;-;-;-;0;21;58.3;0.5;-3.2;5.3;0
SIA;19831023;-;-;-;0;9;62.2;-1.4;-6.7;6.3;0
SIA;19831024;-;-;-;0;9;58.3;0.7;-4.8;9.8;0
SIA;19831025;-;-;-;0;9;50;1.4;-3.2;9.8;0
SIA;19831026;-;-;-;0;21;57.4;3.8;-2.7;12.2;0
SIA;19831027;-;-;-;0;0;71.6;5;-1.3;13;0
SIA;19831028;-;-;-;0;9;71.4;3.6;-1.5;11.5;0
SIA;19831029;-;-;-;0;59;77.8;2.1;-0.7;6.7;0
SIA;19831030;-;-;-;0;84;91.9;2.4;1.6;4;0
SIA;19831031;-;-;-;0;29;63.7;1.9;-2.1;7.7;0
SIA;19831101;-;-;-;0;9;48.8;3;-3.6;9.7;0
SIA;19831102;-;-;-;0;13;61.4;1.4;-3;9.4;0
SIA;19831103;-;-;-;0;41;77.2;1.6;-3.2;6.8;1.2
SIA;19831104;-;-;-;0;71;89.8;2.9;0.8;7.3;0
SIA;19831105;-;-;-;0;25;81;1.5;-3;8.4;0
SIA;19831106;-;-;-;0;38;83.8;2.3;-1.9;8.1;0
SIA;19831107;-;-;-;0;63;89.4;2.4;0.1;4.5;0
SIA;19831108;-;-;-;0;9;69.2;0.5;-4;8.4;0
SIA;19831109;-;-;-;0;0;57.6;1.6;-3;8.6;0
SIA;19831110;-;-;-;0;4;62.8;1;-4;9.1;0
SIA;19831111;-;-;-;0;4;57.8;3.7;-3.5;10.5;0
SIA;19831112;-;-;-;0;41;87.4;-1.8;-5;3.8;0
SIA;19831113;-;-;-;0;41;92;-3.3;-7.2;2.6;0
SIA;19831114;-;-;-;0;96;96.2;-5.5;-6.7;-4;0
SIA;19831115;-;-;-;0;25;61.2;-5.9;-11.7;3.4;0
SIA;19831116;-;-;-;0;4;53.2;-3.4;-6.8;3;0
SIA;19831117;-;-;-;0;0;70.6;-3.5;-7.6;1.6;0
SIA;19831118;-;-;-;0;4;65.2;-3.6;-9.5;3.4;0
SIA;19831119;-;-;-;0;0;54.4;-2.9;-7.2;5.1;0
SIA;19831120;-;-;-;0;25;48.8;-2.6;-8.3;4.3;0
SIA;19831121;-;-;-;0;4;60.6;-2.8;-8.6;5.6;0
SIA;19831122;-;-;-;0;16;76.2;-6.9;-10;-0.1;0
SIA;19831123;-;-;-;0;38;60.4;-3.8;-10.6;4.8;0
SIA;19831124;-;-;-;0;38;57.2;-3.8;-9.6;2.6;0
SIA;19831125;-;-;-;0;71;59.2;1.5;-3.5;6.9;0
SIA;19831126;-;-;-;0;91;78;1.6;0.4;3.1;0.9
SIA;19831127;-;-;-;0;91;95.2;-0.8;-2.7;1.9;19
SIA;19831128;-;-;-;11;79;71.8;0.2;-2.1;3;2.1
SIA;19831129;-;-;-;13;54;61.2;-4.2;-6.2;-1.8;0
SIA;19831130;-;-;-;12;59;67.2;-6.8;-10.8;-1.5;0
SIA;19831201;-;-;-;11;13;59.2;-11.1;-12.5;-9.4;0
SIA;19831202;-;-;-;11;4;58;-11.9;-14.8;-8.6;0
SIA;19831203;-;-;-;11;9;75.6;-10.9;-17.3;-4.1;0
SIA;19831204;-;-;-;10;0;77.6;-6.3;-9.7;-0.7;0
SIA;19831205;-;-;-;10;0;77.6;-5.6;-9.5;0.5;0
SIA;19831206;-;-;-;9;41;81.2;-5.1;-10.7;0.2;0
SIA;19831207;-;-;-;8;84;75.8;-8.2;-9.1;-7;0
SIA;19831208;-;-;-;8;29;64.8;-9.8;-12;-7;0
SIA;19831209;-;-;-;8;63;80.2;-4.8;-12.8;0;1.4
SIA;19831210;-;-;-;12;66;97.4;-5;-7.2;-2.4;0
SIA;19831211;-;-;-;10;21;83.2;-9;-12;-6.6;0
SIA;19831212;-;-;-;10;79;95;-10.4;-16.7;-6;0.6
SIA;19831213;-;-;-;11;21;94.4;-9.4;-12.6;-4.4;0
SIA;19831214;-;-;-;10;0;90;-10;-14.5;-3.3;0
SIA;19831215;-;-;-;10;4;82.8;-7.3;-12.7;-1;2.3
SIA;19831216;-;-;-;13;91;95.6;-7.7;-9.5;0.3;4.4
SIA;19831217;-;-;-;19;91;87.2;-2;-6.8;0.5;5.1
SIA;19831218;-;-;-;36;91;95.2;-4.2;-5.1;0.3;9
SIA;19831219;-;-;-;42;96;97.2;-0.5;-3.9;1.1;14.7
SIA;19831220;-;-;-;41;29;94.2;-7.1;-9.8;-4.1;4.1
SIA;19831221;-;-;-;42;96;96.6;-3.6;-12.8;-1.1;19.5
SIA;19831222;-;-;-;70;46;86.6;-3.3;-5;-1.5;0
SIA;19831223;-;-;-;65;84;91.2;-3.5;-11.5;2.3;2.3
SIA;19831224;-;-;-;60;16;94.2;-1.7;-4.6;1.8;0
SIA;19831225;-;-;-;60;29;87.8;-5.8;-9.3;0.9;0
SIA;19831226;-;-;-;59;63;69.8;-4.6;-10.8;3.4;0.3
SIA;19831227;-;-;-;57;46;63;-4.5;-5.8;1.6;0
SIA;19831228;-;-;-;57;21;79.2;1.6;-4.7;7.6;0
SIA;19831229;-;-;-;55;0;77;-0.1;-5;7;0
SIA;19831230;-;-;-;51;16;85.8;-4.5;-9.3;2.8;0
SIA;19831231;-;-;-;50;34;67;-0.4;-3.5;2.3;0
SIA;19840101;-;-;-;49;38;77.9;-1.2;-4.6;3.4;0
SIA;19840102;-;-;-;48;46;86.7;-3.9;-9.4;2.3;0
SIA;19840103;-;-;-;48;84;89.2;-1.7;-3.9;-0.3;1.7
SIA;19840104;-;-;-;51;75;58.2;-7.5;-9.5;-5.8;0
SIA;19840105;-;-;-;50;50;63.3;-10.6;-14.3;-7.6;0
SIA;19840106;-;-;-;49;63;69.3;-8;-17;-2.7;0
SIA;19840107;-;-;-;48;34;72.4;-9.6;-15.6;-2.4;0
SIA;19840108;-;-;-;48;38;75.1;-8.5;-11.5;-4.2;0
SIA;19840109;-;-;-;48;63;66;-10;-17;-6.4;0
SIA;19840110;-;-;-;48;29;65.2;-10.9;-12.6;-8.7;0
SIA;19840111;-;-;-;48;4;54.5;-12.6;-18.5;-3.8;0
SIA;19840112;-;-;-;48;79;63.9;-8.9;-17.4;-3;0
SIA;19840113;-;-;-;48;66;63.2;-8.3;-14;-3.7;0
SIA;19840114;-;-;-;48;46;71.7;-4.2;-10.9;2.8;0
SIA;19840115;-;-;-;46;71;51;-4.7;-7;-2.1;1.7
SIA;19840116;-;-;-;48;66;73.1;-6.6;-8.8;-2.5;0.1
SIA;19840117;-;-;-;46;59;72;-4;-7.8;-2.3;0.3
SIA;19840118;-;-;-;47;38;49.8;-9.4;-14;-5.2;0
SIA;19840119;-;-;-;47;71;85.2;-12.1;-19;-6.6;0.1
SIA;19840120;-;-;-;47;50;80.7;-9.4;-15.7;-2.2;0
SIA;19840121;-;-;-;46;88;82.2;-8.3;-16;-3.4;0
SIA;19840122;-;-;-;46;59;86.4;-7.9;-14.2;-2.5;0.3
SIA;19840123;-;-;-;46;79;67.4;-6.1;-9.7;-2.5;5.2
SIA;19840124;-;-;-;56;88;61.8;-7.4;-8.6;-5.8;0.1
SIA;19840125;-;-;-;53;75;56.2;-9;-11.5;-6.5;0
SIA;19840126;-;-;-;51;63;54;-10.6;-18.1;-3.8;1.1
SIA;19840127;-;-;-;52;96;92;-6.3;-14;-2.7;4.9
SIA;19840128;-;-;-;57;84;90.9;-6.9;-10.1;-3;0.6
SIA;19840129;-;-;-;55;9;89.8;-13.7;-20.4;-7;0
SIA;19840130;-;-;-;54;63;83.3;-8.9;-17;-3.5;0
SIA;19840131;-;-;-;53;75;85.2;-7.8;-15;-3.9;0.5
SIA;19840201;-;-;-;53;25;79.9;-10.6;-15.9;-2.9;0
SIA;19840202;-;-;-;51;88;78.9;-6.7;-18;-1.3;4.6
SIA;19840203;-;-;-;55;34;64.5;-6.2;-11.8;-1;1.4
SIA;19840204;-;-;-;52;66;65.6;-2.6;-5.5;0;0
SIA;19840205;-;-;-;49;63;76.5;-6.6;-15.2;1.9;0
SIA;19840206;-;-;-;48;79;58.1;-3.4;-7.1;0.4;0
SIA;19840207;-;-;-;48;91;79.4;-2.5;-4.4;0.9;7.2
SIA;19840208;-;-;-;59;100;87.1;-7.1;-9.8;-3;17.1
SIA;19840209;-;-;-;67;91;74.6;-8.4;-9.8;-7;4
SIA;19840210;-;-;-;67;41;54.9;-8.5;-10.2;-6.1;0
SIA;19840211;-;-;-;64;84;73;-8;-11.3;-3.5;0
SIA;19840212;-;-;-;61;9;72.4;-11;-13.6;-6.4;0
SIA;19840213;-;-;-;61;29;65;-11.8;-17.6;-5.5;0
SIA;19840214;-;-;-;60;13;78.1;-12.5;-18.7;-6.2;0
SIA;19840215;-;-;-;60;13;75.3;-12.7;-16.6;-8.5;0
SIA;19840216;-;-;-;60;9;76.3;-14.3;-18.6;-7;0
SIA;19840217;-;-;-;60;4;71.2;-13.8;-20.4;-5;0
SIA;19840218;-;-;-;60;0;66.7;-13.5;-20.3;-4.2;0
SIA;19840219;-;-;-;60;9;74.4;-13.5;-20.3;-5.2;0
SIA;19840220;-;-;-;60;29;80.1;-13.8;-21;-5.4;0
SIA;19840221;-;-;-;60;50;73.7;-12;-21.9;-3.1;1.9
SIA;19840222;-;-;-;63;66;84.1;-8.6;-11.4;-4;0
SIA;19840223;-;-;-;61;88;72.5;-9.7;-16.6;-4.1;0
SIA;19840224;-;-;-;61;59;73;-6.7;-11.4;-2.8;0.1
SIA;19840225;-;-;-;60;91;90.7;-4.7;-8.5;0.4;0.3
SIA;19840226;-;-;-;61;96;93.6;-4.3;-7.6;-2.6;12.2
SIA;19840227;-;-;-;74;100;91.8;-5.8;-6.6;-3.6;1.3
SIA;19840228;-;-;-;74;54;82.8;-8.5;-12.2;-3.2;0
SIA;19840229;-;-;-;71;71;83;-7;-14.4;-1.5;0.8
SIA;19840301;-;-;-;72;59;79.4;-2.3;-5.7;2.5;0
SIA;19840302;-;-;-;68;50;72;-4.7;-7.9;1.7;2.7
SIA;19840303;-;-;-;69;88;71.4;-9.6;-10.8;-7;0
SIA;19840304;-;-;-;67;21;61.2;-7.7;-12.7;-3;0
SIA;19840305;-;-;-;66;9;57.2;-7.9;-15;-0.2;0
SIA;19840306;-;-;-;65;0;55;-3.4;-10;3;0
SIA;19840307;-;-;-;64;41;57.4;-4.2;-11;3.5;0
SIA;19840308;-;-;-;62;59;67.8;-7.9;-12.3;-2.8;0
SIA;19840309;-;-;-;62;21;69.4;-13.7;-20;-7;0
SIA;19840310;-;-;-;62;0;67.2;-12.2;-19.8;-2.8;0
SIA;19840311;-;-;-;62;4;64.6;-9.7;-16.7;-1.4;0
SIA;19840312;-;-;-;61;16;71.2;-10.6;-19.6;-1;0
SIA;19840313;-;-;-;61;21;75;-9.5;-16;-1.1;0
SIA;19840314;-;-;-;61;0;74.4;-9.6;-19.7;0.4;0
SIA;19840315;-;-;-;59;79;80.6;-5.9;-10.8;-1.8;0
SIA;19840316;-;-;-;59;50;78.8;-6.1;-9.2;-1.3;0
SIA;19840317;-;-;-;59;63;81.8;-5.4;-12.7;1;0
SIA;19840318;-;-;-;59;38;77.8;-5.1;-12;3.3;0
SIA;19840319;-;-;-;59;66;85.8;-5.3;-12.3;1.5;0.7
SIA;19840320;-;-;-;60;75;86;-5.3;-8.6;-1.1;0.1
SIA;19840321;-;-;-;60;54;80.4;-5.1;-9.2;-0.6;0
SIA;19840322;-;-;-;59;34;75.6;-5.8;-14.6;2.7;0
SIA;19840323;-;-;-;59;41;71.2;-2.6;-8;4;0
