stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C)
GRC;20120602;-;-;-;0;13;8.5;23.5;48.3;2.5;16.4
GRC;20120603;-;-;-;0;96;11;18.5;84.8;13;13.3
GRC;20120604;-;-;-;0;54;6;16;61;0;10
GRC;20120605;-;-;-;0;21;5;20.2;51.5;0;11.1
GRC;20120606;-;-;-;0;83;9;13;66.2;3.1;10.7
GRC;20120607;-;-;-;0;42;9.5;20;56.1;1;14
GRC;20120608;-;-;-;0;96;10;15;90.9;9;11.4
GRC;20120609;-;-;-;0;67;7;17.5;64.2;2;11.2
GRC;20120610;-;-;-;0;79;6.5;15;71;3;9.3
GRC;20120611;-;-;-;0;71;2.7;12.9;81.5;2.5;7
GRC;20120612;-;-;-;0;83;5.5;11.5;74.6;1.5;7.3
GRC;20120613;-;-;-;0;67;3.5;12.5;61.9;0;7.6
GRC;20120614;-;-;-;0;21;3.5;18;52.8;0;11.3
GRC;20120615;-;-;-;0;29;8;22.5;48;0;15.3
GRC;20120616;-;-;-;0;17;10;24;51.5;0;17
GRC;20120617;-;-;-;0;17;11.5;25.5;50.4;0;18.1
GRC;20120618;-;-;-;0;67;13;24.6;53.7;3.2;18.5
GRC;20120619;-;-;-;0;58;11.5;23.5;62.1;0;16.9
GRC;20120620;-;-;-;0;75;13;19;76.6;4.4;15.2
GRC;20120621;-;-;-;0;58;11;23;63;4.3;16.9
GRC;20120622;-;-;-;0;38;9.5;20.5;59;0;15.2
GRC;20120623;-;-;-;0;17;7.5;21;55.2;0;14.3
GRC;20120624;-;-;-;0;29;8;23;32.5;1.2;18.4
GRC;20120625;-;-;-;0;75;10;21;61.8;1.4;15
GRC;20120626;-;-;-;0;75;11.5;21.5;69.1;0;15.5
GRC;20120627;-;-;-;0;50;12;24.5;58.6;0;18.3
GRC;20120628;-;-;-;0;21;13;25.5;50.9;0;18.8
GRC;20120629;-;-;-;0;25;14.5;26;49.3;0;20.5
GRC;20120630;-;-;-;0;25;14.5;27;60.7;3.9;19.6
GRC;20120701;-;-;-;0;83;13;21.5;82.6;16.7;16
GRC;20120702;-;-;-;0;100;10.5;14;88.5;13.8;11.9
GRC;20120703;-;-;-;0;54;9.5;21;64.5;0;14.6
GRC;20120704;-;-;-;0;67;11.5;19.5;75.8;3.5;14.7
GRC;20120705;-;-;-;0;54;10;19;65;7.5;14.4
GRC;20120706;-;-;-;0;75;10;18;72.5;5.7;13.7
GRC;20120707;-;-;-;0;58;9.5;21.5;57.1;0;15.5
GRC;20120708;-;-;-;0;67;11.5;20;51.6;0.6;16.8
GRC;20120709;-;-;-;0;58;10.5;21;55;0.9;16.2
GRC;20120710;-;-;-;0;54;10;18;60.4;0.9;14.6
GRC;20120711;-;-;-;0;67;9.5;21.3;60;0;14.9
GRC;20120712;-;-;-;0;50;7;17.5;59.8;0;12.5
GRC;20120713;-;-;-;0;88;7.5;17.5;68.5;8.5;12.3
GRC;20120714;-;-;-;0;54;10;17;60.6;1.7;13.2
GRC;20120715;-;-;-;0;50;7;19.4;55.9;0;12.1
GRC;20120716;-;-;-;0;13;3.5;17;54.4;0;10.6
GRC;20120717;-;-;-;0;33;7.5;20.3;51.5;0;14.4
GRC;20120718;-;-;-;0;8;9.5;23;46.3;0;16.5
GRC;20120719;-;-;-;0;46;8.5;23;42.9;0;17
GRC;20120720;-;-;-;0;79;9.5;20;63.8;1.3;14.5
GRC;20120721;-;-;-;0;71;8;18.5;64.4;0.3;11.9
GRC;20120722;-;-;-;0;42;6.5;17;51.4;0;11.6
GRC;20120723;-;-;-;0;13;5.5;21.5;38.1;0;13.1
GRC;20120724;-;-;-;0;29;12;25;44.2;0;17.7
GRC;20120725;-;-;-;0;29;12;28.5;46.7;0;19.8
GRC;20120726;-;-;-;0;8;13;26.5;42.5;0;19.8
GRC;20120727;-;-;-;0;38;15;26.5;60;3.1;19.1
GRC;20120728;-;-;-;0;88;13.5;17.5;75.4;7.9;15.1
GRC;20120729;-;-;-;0;67;10.5;20;60.4;0;15
GRC;20120730;-;-;-;0;71;9;20;57.1;0;14.3
GRC;20120731;-;-;-;0;8;10.5;22;45.4;0;16.6
GRC;20120801;-;-;-;0;21;12;24.5;45.4;1.3;18.3
GRC;20120802;-;-;-;0;50;11.5;24;57.6;4.4;17.1
GRC;20120803;-;-;-;0;67;13;22.5;64.4;0;17.1
GRC;20120804;-;-;-;0;54;11;22;60.2;2;16.2
GRC;20120805;-;-;-;0;75;11;17;74.2;8.1;14.5
GRC;20120806;-;-;-;0;96;11;16;87.4;7.3;12.6
GRC;20120807;-;-;-;0;33;6.5;20;62.2;0;12.7
GRC;20120808;-;-;-;0;21;9;23;51.8;0;16.4
GRC;20120809;-;-;-;0;13;10.5;23;56.2;0;16.8
GRC;20120810;-;-;-;0;17;10;23.5;55.2;0;15.9
GRC;20120811;-;-;-;0;4;10;23;52.6;0;15.6
GRC;20120812;-;-;-;0;50;11;23;46.2;0;16.7
GRC;20120813;-;-;-;0;50;11;22;57.8;0;16.3
GRC;20120814;-;-;-;0;29;11.5;23.5;57.6;0;17.4
GRC;20120815;-;-;-;0;38;12.5;24;51;0;18.7
GRC;20120816;-;-;-;0;83;13;21.5;65;2.5;14.7
GRC;20120817;-;-;-;0;13;11;27;38.6;0;18.1
GRC;20120818;-;-;-;0;0;14.5;29;38.6;0;21.1
GRC;20120819;-;-;-;0;4;16.5;31;33.8;0;22.9
GRC;20120820;-;-;-;0;42;17.5;29;50;0.4;21.6
GRC;20120821;-;-;-;0;38;15.5;27.5;60.8;0;20.8
GRC;20120822;-;-;-;0;38;15.5;27;45.2;0;21.3
GRC;20120823;-;-;-;0;38;15;26;62.6;4.2;18.8
GRC;20120824;-;-;-;0;79;14;22;65.8;0.2;17.2
GRC;20120825;-;-;-;0;79;14;22;65.8;4.5;17.2
GRC;20120826;-;-;-;0;29;7.5;16;51.4;0;11.2
GRC;20120827;-;-;-;0;17;5;22;46.8;0;12.8
GRC;20120828;-;-;-;0;42;11;21.5;47.2;0;15.5
GRC;20120829;-;-;-;0;75;10.5;23.5;64.4;5.3;14.9
GRC;20120830;-;-;-;0;96;10.5;13.5;89.6;3.4;11.6
GRC;20120831;-;-;-;0;75;6;10;68;0.9;7.4
GRC;20120901;-;-;-;0;88;3;8.5;80.2;5.7;5.6
GRC;20120902;-;-;-;0;71;4.5;18.5;54.2;0;11
GRC;20120903;-;-;-;0;83;8;18;50.3;0;13.4
GRC;20120904;-;-;-;0;50;9.5;21;51.4;0;14.6
GRC;20120905;-;-;-;0;42;10;22;55.7;0;14.6
GRC;20120906;-;-;-;0;38;10;22;59.7;0;15.2
GRC;20120907;-;-;-;0;4;9.5;22;62.1;0;15.1
GRC;20120908;-;-;-;0;4;10;23;55.5;0;15.7
GRC;20120909;-;-;-;0;17;11.5;23.5;29.9;0;17.2
GRC;20120910;-;-;-;0;46;11;22;50.9;0;16.4
GRC;20120911;-;-;-;0;50;11;21;50.5;5.3;15.9
GRC;20120912;-;-;-;0;88;7.5;10;68.7;4.2;9.1
GRC;20120913;-;-;-;0;54;3;12.5;47;0;6.9
GRC;20120914;-;-;-;0;0;1;12;61.9;0;6.1
GRC;20120915;-;-;-;0;4;3.5;17;63.7;0;9.2
GRC;20120916;-;-;-;0;0;7;20.5;55.3;0;12.6
GRC;20120917;-;-;-;0;25;9;20.5;54.2;0;14.2
GRC;20120918;-;-;-;0;42;9.5;20;47.3;1.7;14.7
GRC;20120919;-;-;-;0;67;8.5;12.5;68.1;0;9.6
GRC;20120920;-;-;-;0;8;0.5;15.5;51.5;0;7.1
GRC;20120921;-;-;-;0;29;5;19.5;39.9;4.6;11.6
GRC;20120922;-;-;-;0;75;8.5;13.5;85.8;2;10.6
GRC;20120923;-;-;-;0;29;8.5;20.5;54.2;0;13.4
GRC;20120924;-;-;-;0;88;9;12.5;72;1.2;10.5
GRC;20120925;-;-;-;0;42;5;19;50.4;0;11.2
GRC;20120926;-;-;-;0;75;10.5;17;40.7;5.3;13.2
GRC;20120927;-;-;-;0;46;3.5;13;63.8;0;8.3
GRC;20120928;-;-;-;0;33;3;15;59.4;0;8.1
GRC;20120929;-;-;-;0;71;7.5;12;75.6;1.5;9.1
GRC;20120930;-;-;-;0;63;7.5;15;81.6;4.5;10.4
GRC;20121001;-;-;-;0;71;7.5;14;77.2;0;10.2
GRC;20121002;-;-;-;0;54;6.5;15;68.3;0;9.5
GRC;20121003;-;-;-;0;17;5.5;15.5;57.2;0;9.6
GRC;20121004;-;-;-;0;50;6.5;13.5;59.7;0;9.5
GRC;20121005;-;-;-;0;13;6.5;19;52.6;0;11.4
GRC;20121006;-;-;-;0;33;7;19;41.4;0.4;12.4
GRC;20121007;-;-;-;0;88;8;12;83.8;2.2;9.6
GRC;20121008;-;-;-;0;58;5.5;15;69.7;14.3;9.2
GRC;20121009;-;-;-;0;83;5.5;13.5;87.5;5.3;9.1
GRC;20121010;-;-;-;0;100;7.5;12;85.4;2.5;8.7
GRC;20121011;-;-;-;0;42;5;14;68.2;0;8.5
GRC;20121012;-;-;-;0;79;6;10;79.9;0.8;7.7
GRC;20121013;-;-;-;0;50;2;12.5;64.5;0;5.8
GRC;20121014;-;-;-;0;58;2;12.5;52.1;4;6.6
GRC;20121015;-;-;-;0;88;0;3;86.3;1.5;1.2
GRC;20121016;-;-;-;0;25;-3.5;9;60.1;0;2.4
GRC;20121017;-;-;-;0;25;4;14;49.4;0;7.9
GRC;20121018;-;-;-;0;29;5.7;15;50.7;0;9.5
GRC;20121019;-;-;-;0;29;8;20.5;32.5;0;10.4
GRC;20121020;-;-;-;0;21;2.6;19.5;31.9;0;7.4
GRC;20121021;-;-;-;0;25;9.5;23;38.5;0;15.2
GRC;20121022;-;-;-;0;17;12;19.5;50.3;0;14
GRC;20121023;-;-;-;0;8;9.5;18.5;56;0;12.7
GRC;20121024;-;-;-;0;8;7.5;16.5;56.6;0;10.7
GRC;20121025;-;-;-;0;13;6.5;15.5;56.1;0;9.8
GRC;20121026;-;-;-;0;88;5.5;12;69.2;0;8.3
GRC;20121027;-;-;-;0;96;1.5;6.5;70.1;17.6;4
GRC;20121028;-;-;-;35;100;-6.5;-4;90.1;10.2;-5.5
GRC;20121029;-;-;-;30;79;-7.5;-0.5;74.3;0;-5
GRC;20121030;-;-;-;28;25;-6.5;6.5;59.4;0;-0.4
GRC;20121031;-;-;-;22;63;-2.5;5;57.3;1.9;1
GRC;20121101;-;-;-;15;75;0;8.5;72.3;1;3.5
GRC;20121102;-;-;-;10;75;-1.5;8;62.3;0;3.6
GRC;20121103;-;-;-;2;29;2;11;58.5;0;5.2
GRC;20121104;-;-;-;0;54;2.5;12.5;65.3;5.6;6.2
GRC;20121105;-;-;-;0;42;1;7;66.6;0;3
GRC;20121106;-;-;-;0;63;-2.5;0;85.4;2.5;-1.2
GRC;20121107;-;-;-;4;29;-5;4;61.3;0;-0.7
GRC;20121108;-;-;-;0;38;-0.5;10;50.2;0;4.5
GRC;20121109;-;-;-;0;29;2;13.5;58.4;3;6.5
GRC;20121110;-;-;-;0;100;4;9;72.6;13.3;5
GRC;20121111;-;-;-;0;96;1.5;3;91.9;5.7;2.1
GRC;20121112;-;-;-;0;42;0.5;7.5;72.4;0;3.3
GRC;20121113;-;-;-;0;13;-1;9.5;51.5;0;2.9
GRC;20121114;-;-;-;0;13;1.5;13;50.7;0;5.4
GRC;20121115;-;-;-;0;0;2;12;36.8;0;5.7
GRC;20121116;-;-;-;0;0;2.5;13.5;40.3;0;6.1
GRC;20121117;-;-;-;0;17;2.5;11;40;0;4.6
GRC;20121118;-;-;-;0;8;0;8.5;39.4;0;2.4
GRC;20121119;-;-;-;0;8;-0.5;10.5;41.6;0;3.2
GRC;20121120;-;-;-;0;0;0.5;10.5;42.6;0;4.3
GRC;20121121;-;-;-;0;17;3;11.5;35.8;0;6.1
GRC;20121122;-;-;-;0;54;1;7.5;67.1;0;3.3
GRC;20121123;-;-;-;0;50;0;8;47;0;3.2
GRC;20121124;-;-;-;0;46;2.5;9.5;39;0;5.6
GRC;20121125;-;-;-;0;50;2;11;53;0;5.8
GRC;20121126;-;-;-;0;75;3.5;8;62.8;0;4.6
GRC;20121127;-;-;-;0;100;2.5;4;87.3;6.3;3
GRC;20121128;-;-;-;0;100;-0.5;1.5;95;33.8;0.4
GRC;20121129;-;-;-;27;100;-3.5;-1.7;92.4;0.2;-2.7
GRC;20121130;-;-;-;25;50;-7.5;-1;77.3;0;-5.2
GRC;20121201;-;-;-;20;4;-8;1.5;70.8;0;-4.6
GRC;20121202;-;-;-;19;92;-8.5;-4;72.4;2;-6.9
GRC;20121203;-;-;-;20;71;-10.5;-1;75.4;19.3;-7.7
GRC;20121204;-;-;-;49;83;-6;2;74.9;3;-1.4
GRC;20121205;-;-;-;50;92;-6.5;-4;89.2;0;-5.3
GRC;20121206;-;-;-;45;42;-10;-3;46.4;0;-6.2
GRC;20121207;-;-;-;45;100;-11;-7;78.9;13;-8.5
GRC;20121208;-;-;-;62;88;-8.5;11.5;83.3;0;-7.5
GRC;20121209;-;-;-;55;75;-11.5;0.5;79.6;2.3;-3.2
GRC;20121210;-;-;-;55;100;-8.5;-2;66.4;1.3;-4.5
GRC;20121211;-;-;-;55;42;-10;-2.5;65.9;0;-7.2
GRC;20121212;-;-;-;53;8;-14;-3.5;57.8;0;-10.4
GRC;20121213;-;-;-;48;46;-10;-3;46;0;-6.8
GRC;20121214;-;-;-;47;63;-6.5;0.5;59.2;0;-2
GRC;20121215;-;-;-;43;92;-2;0;90.4;5.6;-0.9
GRC;20121216;-;-;-;49;92;-1.5;0.5;91.2;4.5;-0.3
GRC;20121217;-;-;-;52;100;-2.5;0.5;91.6;4.1;-0.9
GRC;20121218;-;-;-;54;100;-4.5;-2;87.9;5.2;-2.7
GRC;20121219;-;-;-;56;21;-7.5;1;62.5;0;-4.9
GRC;20121220;-;-;-;53;75;-6;0.5;60.3;0.7;-2
GRC;20121221;-;-;-;50;58;-3;3;79.7;0;-0.8
GRC;20121222;-;-;-;48;54;-6;2.6;74.4;11.7;-2.8
GRC;20121223;-;-;-;65;46;-3;7.5;68.2;0;4
GRC;20121224;-;-;-;54;29;4.5;10.5;45.4;0;6.8
GRC;20121225;-;-;-;48;58;3;6;54.1;1.6;4
GRC;20121226;-;-;-;49;54;-2;5;68.9;0;0.2
GRC;20121227;-;-;-;48;96;-4;4;66.6;9.1;0.3
GRC;20121228;-;-;-;50;67;-1.5;1.5;49;0;-0.1
GRC;20121229;-;-;-;49;17;-2.5;7;49.5;0;1.2
GRC;20121230;-;-;-;48;29;-3;3.5;55.1;0;-0.2
GRC;20121231;-;-;-;48;29;-5;6.5;44.3;0;-0.5
GRC;20130101;-;-;-;47;75;-2;2;49.2;0;-0.3
GRC;20130102;-;-;-;46;79;-3.5;-2;90.4;0;-2.9
GRC;20130103;-;-;-;45;13;-7.5;3.5;33.4;0;-1.9
GRC;20130104;-;-;-;44;17;-2.5;6;58.1;0;0.4
GRC;20130105;-;-;-;43;96;-3;0;89;0;-0.9
GRC;20130106;-;-;-;42;21;-3;9;64;0;1.2
GRC;20130107;-;-;-;42;13;-2.5;7;46.9;0;1.4
GRC;20130108;-;-;-;41;13;1;8.5;24.4;0;3.8
GRC;20130109;-;-;-;40;33;0;7.5;37.6;0;2.5
GRC;20130110;-;-;-;40;75;-3;0;66.6;7;-1.6
GRC;20130111;-;-;-;50;96;-2.5;0;81.1;0;-1.8
GRC;20130112;-;-;-;49;25;-8;0;63.2;0;-4.6
GRC;20130113;-;-;-;49;42;-6;1;47.7;0;-3.9
GRC;20130114;-;-;-;48;67;-7;-1.5;70.4;0;-5.7
GRC;20130115;-;-;-;47;54;-10.5;-4.5;68.7;0;-7.8
GRC;20130116;-;-;-;47;29;-11.5;-5;65.7;5;-9.4
GRC;20130117;-;-;-;46;67;-13;-9.5;79.6;0;-11.8
GRC;20130118;-;-;-;46;25;-15;-2.5;56;0;-9.4
GRC;20130119;-;-;-;46;67;-10.5;0;46.8;0;-3.1
GRC;20130120;-;-;-;45;63;-3;4;66.4;0;-0.4
GRC;20130121;-;-;-;44;100;-5;-1.5;93.3;0.1;-3.6
GRC;20130122;-;-;-;44;33;-7;-3.5;56;0;-3.8
GRC;20130123;-;-;-;44;25;-7;3;35.8;0;-3
GRC;20130124;-;-;-;42;13;-7.5;1;51.4;0;-4.6
GRC;20130125;-;-;-;41;54;-10;-3;67;0;-6.7
GRC;20130126;-;-;-;41;8;-10;2.5;30.9;0;-4.8
GRC;20130127;-;-;-;40;50;-7.5;5;36.8;3.9;-1.3
GRC;20130128;-;-;-;46;58;-4;1.5;77.8;0;-2.7
GRC;20130129;-;-;-;42;67;-5.5;1.5;60.7;0.2;-1.8
GRC;20130130;-;-;-;40;63;-0.5;8.5;64.5;5.8;3.8
GRC;20130131;-;-;-;39;46;-2.5;4;49.6;1.6;1.9
GRC;20130201;-;-;-;43;100;-1;1;91.8;14.9;0.3
GRC;20130202;-;-;-;62;83;-3.5;0.5;61.1;0;-1.6
GRC;20130203;-;-;-;58;21;-10;0.1;42;0;-6.3
GRC;20130204;-;-;-;58;71;-7.5;3.5;81.1;2.2;-2.3
GRC;20130205;-;-;-;57;67;-3;5;55.5;4.7;0.2
GRC;20130206;-;-;-;60;79;-9;-5.5;79.4;1;-7
GRC;20130207;-;-;-;60;46;-10;-1;54.3;0;-7.1
GRC;20130208;-;-;-;59;50;-11.5;-4;69.9;0;-9.7
GRC;20130209;-;-;-;58;42;-13;-9.5;51.7;0;-9.5
GRC;20130210;-;-;-;58;38;-16;-4.5;45.7;0;-10.4
GRC;20130211;-;-;-;58;96;-9.5;-2;61.9;0.5;-6
GRC;20130212;-;-;-;59;83;-8.5;-2;86;0;-5.7
GRC;20130213;-;-;-;59;58;-9;-1;73.6;0;-5.7
GRC;20130214;-;-;-;58;38;-12.5;-1;46.3;0;-6.8
GRC;20130215;-;-;-;58;92;-6.5;-3;79.9;0;-4.7
GRC;20130216;-;-;-;58;13;-8.5;2;47.3;0;-4.1
GRC;20130217;-;-;-;55;29;-9;2.5;46.2;0;-4.1
GRC;20130218;-;-;-;55;8;-9.5;2;43.9;0;-5.3
GRC;20130219;-;-;-;55;21;-10;3.5;41.3;0;-4.8
GRC;20130220;-;-;-;54;38;-5.5;3.5;61.9;0;-2
GRC;20130221;-;-;-;52;83;-7;1;68.5;0;-4.6
GRC;20130222;-;-;-;52;25;-12;-1;50.4;0;-7.3
GRC;20130223;-;-;-;52;38;-13.5;-2.5;49.9;2;-8.3
GRC;20130224;-;-;-;55;96;-12;-8;85.8;5.5;-9.9
GRC;20130225;-;-;-;61;67;-12.5;0;64.1;0;-6.7
GRC;20130226;-;-;-;59;13;-8.5;3.5;44.2;0;-0.4
GRC;20130227;-;-;-;59;25;-7;5;41.9;0;-2.8
GRC;20130228;-;-;-;58;25;-4.5;7.5;50.8;0;1.7
GRC;20130301;-;-;-;51;0;-4.5;9.5;37.2;0;1.3
GRC;20130302;-;-;-;49;0;-4;8.5;41.2;0;1
GRC;20130303;-;-;-;49;0;-2.5;10.5;41.6;0;2.7
GRC;20130304;-;-;-;48;0;-1.5;11;41.6;0;3.1
GRC;20130305;-;-;-;43;42;-3;5.5;47.6;0;0.8
GRC;20130306;-;-;-;41;42;-2;6.5;63;0;2.3
GRC;20130307;-;-;-;40;50;1;10;60;0;4.9
GRC;20130308;-;-;-;39;58;1;7.5;74.4;1.5;3.1
GRC;20130309;-;-;-;38;63;-1;5.5;69.6;0;2.4
GRC;20130310;-;-;-;33;25;-3;8;49.2;0;1.3
GRC;20130311;-;-;-;30;63;-2;7;57.2;0;1.3
GRC;20130312;-;-;-;30;33;-2.5;7.5;50.2;0;2.2
GRC;20130313;-;-;-;29;50;-4.5;5;71.4;0;-1.3
GRC;20130314;-;-;-;27;54;-8.5;-2;58.4;0;-4.8
GRC;20130315;-;-;-;25;4;-12;-2;28.8;0;-7.3
GRC;20130316;-;-;-;24;17;-11.5;4.5;38;0;-3.6
GRC;20130317;-;-;-;23;67;-6.5;0.5;57;0.1;-2.8
GRC;20130318;-;-;-;23;75;-5;3.5;84.8;1;-2.5
GRC;20130319;-;-;-;22;58;-5;4;60.6;0;-1.3
GRC;20130320;-;-;-;20;63;-3.5;4;44.8;0;0.1
GRC;20130321;-;-;-;19;38;-5;4.5;55.2;0;-0.4
GRC;20130322;-;-;-;17;42;-5;10;50.8;0;4
GRC;20130323;-;-;-;14;42;0.5;8.5;57.4;0;3.6
GRC;20130324;-;-;-;9;67;0;7.5;58.4;0;3.5
GRC;20130325;-;-;-;3;96;-1;2.5;89.4;0;0.1
GRC;20130326;-;-;-;0;79;-3;0.5;83.6;0;-1.6
GRC;20130327;-;-;-;0;42;-5;6.5;52.4;0;0.5
GRC;20130328;-;-;-;0;75;-3;4.5;64.6;8;-0.7
GRC;20130329;-;-;-;8;96;-3;3;90.8;1.5;-0.1
GRC;20130330;-;-;-;0;92;0;2.5;82.6;3.9;1.1
GRC;20130331;-;-;-;0;46;-2;4;46.4;0;0.6
GRC;20130401;-;-;-;0;17;-2.5;6.5;42.5;0;1.3
GRC;20130402;-;-;-;0;29;-3.5;8.5;45.1;0;2.1
GRC;20130403;-;-;-;0;50;-2.5;8;61.4;0;2
GRC;20130404;-;-;-;0;46;-1;7;52.2;0;3.1
GRC;20130405;-;-;-;0;71;0;4.7;70.7;0;2.3
GRC;20130406;-;-;-;0;50;-0.5;9;57.3;0;3.9
GRC;20130407;-;-;-;0;71;-2;7;68.2;0;1.1
GRC;20130408;-;-;-;0;33;-1;5.5;68.7;0.1;1.6
GRC;20130409;-;-;-;0;67;-2.5;2;80.2;5.9;-0.4
GRC;20130410;-;-;-;2;63;-2.5;8.5;60.3;1.6;3.3
GRC;20130411;-;-;-;0;92;0.5;11;67.9;2;5.4
GRC;20130412;-;-;-;0;79;1.5;10;69.9;0;4.3
GRC;20130413;-;-;-;0;21;-1;11;51.3;0;4.3
GRC;20130414;-;-;-;0;17;2.5;17;41.7;0;9.7
GRC;20130415;-;-;-;0;17;6;19.5;40.4;0;12.1
GRC;20130416;-;-;-;0;42;7;17.5;46.2;0;11.6
GRC;20130417;-;-;-;0;17;6;19;49.4;0;12.3
GRC;20130418;-;-;-;0;13;6.5;20;46.4;0;12.8
GRC;20130419;-;-;-;0;100;-0.5;7;90.4;37;3.2
GRC;20130420;-;-;-;40;88;-2.5;6.5;78.2;5;2.1
GRC;20130421;-;-;-;10;67;1;10.5;65.6;0;5.5
GRC;20130422;-;-;-;0;88;1.5;9;73.3;0;4.8
GRC;20130423;-;-;-;0;42;2;13.5;61.2;0;7.6
GRC;20130424;-;-;-;0;17;3.5;14.4;50.4;0;8.6
GRC;20130425;-;-;-;0;0;3.5;18.5;43.2;0;10.7
GRC;20130426;-;-;-;0;79;7.5;15;52.8;0;11.5
GRC;20130427;-;-;-;0;58;4;10.5;78.7;34.3;6
GRC;20130428;-;-;-;0;88;-0.5;11.5;71.4;1.7;5.7
GRC;20130429;-;-;-;0;96;4.5;10;78;3;7.9
GRC;20130430;-;-;-;0;67;7;16;60.3;1.1;10.7
GRC;20130501;-;-;-;0;50;6.5;15;62.6;0;10.8
GRC;20130502;-;-;-;0;33;6;17;49.9;0;10.8
GRC;20130503;-;-;-;0;83;5;12;76.7;3.7;6.5
GRC;20130504;-;-;-;0;58;3.5;12.5;66.8;0;7.9
GRC;20130505;-;-;-;0;25;3;16.5;59.4;4.3;8.6
GRC;20130506;-;-;-;0;96;3.5;10.5;88.1;2.5;7.3
GRC;20130507;-;-;-;0;79;5.5;13.5;61.1;0;7.8
GRC;20130508;-;-;-;0;33;4;18;47.2;0;10.6
GRC;20130509;-;-;-;0;83;8;16.5;63.6;6.8;11.6
GRC;20130510;-;-;-;0;88;6.5;11;70.8;1.2;8.2
GRC;20130511;-;-;-;0;67;2.5;13.5;62.9;0;7.3
GRC;20130512;-;-;-;0;58;1.5;10.5;56.5;0;5.2
GRC;20130513;-;-;-;0;63;0;11.5;60.8;0;5.3
GRC;20130514;-;-;-;0;38;3.5;16;56.6;0;9.1
GRC;20130515;-;-;-;0;58;5;13.5;56.6;3.3;8.9
GRC;20130516;-;-;-;0;88;3;10;82.4;26;6.2
GRC;20130517;-;-;-;0;100;2.5;8.5;89.7;8;3.8
GRC;20130518;-;-;-;0;46;1;13;61.7;25.5;6
GRC;20130519;-;-;-;0;67;0.5;10;81.8;6.5;2.4
GRC;20130520;-;-;-;0;67;1.5;10;62.3;0;5.5
GRC;20130521;-;-;-;0;58;2.5;7.5;60.1;0.5;4.9
GRC;20130522;-;-;-;0;71;2.5;12;62.6;0;6.7
GRC;20130523;-;-;-;0;79;0.5;11;67.5;0;4.2
GRC;20130524;-;-;-;0;63;-0.5;7;40.8;0;2.2
GRC;20130525;-;-;-;0;75;-2;6.5;57.1;0;2.3
GRC;20130526;-;-;-;0;58;-0.5;9;53.9;0;3.4
GRC;20130527;-;-;-;0;17;-1;15.5;50.5;0;7.8
GRC;20130528;-;-;-;0;67;5.5;15;57.7;12;9.3
GRC;20130529;-;-;-;4;92;-1;6;80.4;0;1.9
GRC;20130530;-;-;-;0;75;-0.5;10;60.7;0;3.8
GRC;20130531;136;829.9;2;0;75;1.1;7.2;81.5;3.6;3.6
GRC;20130601;113;835;26;0;92;3;8.5;94.6;0.1;5.5
GRC;20130602;362;839.1;640;0;38;3.4;14.6;70.6;0;8.1
GRC;20130603;361;839.6;554;0;25;4;14;65.4;0;7.9
GRC;20130604;337;838.7;524;0;21;3.3;15.9;68.7;0;8.8
GRC;20130605;347;839.6;565;0;25;5.8;17.8;60.2;0;11.2
GRC;20130606;377;841.3;705;0;17;7.2;19.2;52.6;0;12.9
GRC;20130607;362;842;641;0;21;8.1;19.3;50.7;0;13.3
GRC;20130608;278;839.3;426;0;54;8.5;18.6;51;0.1;12.8
GRC;20130609;118;834.4;14;0;83;5.6;10.7;81.6;4.2;8.5
GRC;20130610;193;835.2;103;0;75;5.1;13.3;81.6;0;8.2
GRC;20130611;384;839.9;606;0;42;4.7;16.8;67.1;0;10.5
GRC;20130612;303;843.9;471;0;29;6.2;19.3;62.9;0;12.3
GRC;20130613;368;843.5;709;0;8;9.3;22.8;57.5;0.3;15.8
GRC;20130614;289;842.1;379;0;71;9;20.9;80.4;0.4;13.4
GRC;20130615;257;842;279;0;58;11.7;20.8;63.4;0;15.4
GRC;20130616;368;842.6;733;0;13;10.9;23.3;53.6;0;17
GRC;20130617;339;843.3;663;0;17;13.3;24.1;52.2;0;18.5
GRC;20130618;353;843.5;720;0;13;14.9;26.3;42.3;0;20.3
GRC;20130619;199;843.1;184;0;67;14.4;22.4;53.1;0;17.8
GRC;20130620;148;841.1;99;0;92;8.9;16.7;71.1;5.8;13.4
GRC;20130621;312;840.6;376;0;63;7.4;18.4;77.3;9;12.2
GRC;20130622;175;842;106;0;63;8.6;15.4;83.3;0.3;11
GRC;20130623;193;840;229;0;50;8;15.8;66.3;0;11.7
GRC;20130624;216;841.4;201;0;75;3.8;12.6;57.9;0;7.9
GRC;20130625;383;843.4;694;0;25;2.7;13.9;65.2;0;7.5
GRC;20130626;363;845.3;653;0;21;2.5;14.8;58.5;0;8.2
GRC;20130627;152;843.7;72;0;83;3.4;10.1;67.8;0;6.4
GRC;20130628;272;842.1;333;0;54;2.3;12.6;62.8;0;7.2
GRC;20130629;86;844;1;0;96;2.9;7.9;92.6;8.8;5.5
GRC;20130630;346;844.6;585;0;54;6;17.1;74.8;0.1;10.5
