stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Sonnenscheindauer (min);Relative Luftfeuchtigkeit (%)
BER;19970728;303;0;17;956.2;0;19.9;13.8;26.3;779;70.5
BER;19970729;240;0;63;955.6;0;19.2;14.8;25.5;446;71.6
BER;19970730;290;0;29;954.4;0;19.7;12.6;27.1;749;66.6
BER;19970731;174;0;75;953;2.5;18.1;12.7;23.9;266;66.4
BER;19970801;61;0;100;952;7.5;13.9;12.4;15.8;0;87.6
BER;19970802;128;0;88;952.9;0.3;17.8;14.1;21.9;13;84.9
BER;19970803;244;0;33;952.7;0;19.8;15.7;25.5;457;78.4
BER;19970804;216;0;58;953;0;21.4;14.6;28.2;355;72.9
BER;19970805;237;0;42;951.3;10.6;22.3;15.7;28.8;522;70.3
BER;19970806;172;0;75;949.6;0;20.4;17.1;26;158;79.5
BER;19970807;123;0;75;950.3;0.1;19.6;15.3;24;28;80.9
BER;19970808;269;0;13;953.3;0;20.3;13.2;27.9;705;74.2
BER;19970809;284;0;4;954.6;0;20.5;15.1;27.1;746;72.3
BER;19970810;282;0;0;952.5;0;20.5;13.1;28.1;777;69.7
BER;19970811;248;0;29;952.1;0;21.6;14.7;29.6;593;71.8
BER;19970812;271;0;29;956.4;0;22.5;16.6;29.4;697;68.5
BER;19970813;147;0;63;958.1;5.8;20.3;16.4;28.1;265;82.7
BER;19970814;261;0;21;957.4;0;21.5;15;28.8;685;71.9
BER;19970815;255;0;38;955.3;0;21.7;15.7;28.5;626;70.9
BER;19970816;231;0;46;953.5;0;19.9;15.4;26.9;465;74.6
BER;19970817;202;0;63;953.7;1;18.7;14.1;24.8;370;76.7
BER;19970818;257;0;46;953.3;0;19.1;12.1;26.2;650;69.1
BER;19970819;239;0;21;952.4;0;19.5;13.2;26.4;622;67.5
BER;19970820;255;0;21;953.2;0;19.8;13.1;27.4;707;66.2
BER;19970821;259;0;25;955.2;0;20.1;12.6;27.8;674;62.4
BER;19970822;248;0;33;956.3;0;20;12.9;28.2;715;62.2
BER;19970823;254;0;13;953.9;0;20.3;12.6;28.6;738;62.3
BER;19970824;232;0;29;951.7;0;21.6;14.9;29.6;660;63.6
BER;19970825;202;0;33;948.2;13.1;20.7;14.8;29;515;74
BER;19970826;130;0;79;947.2;34.1;19.4;16.6;24.3;95;83.6
BER;19970827;204;0;50;944.1;0.4;19.9;16;25.1;374;79.9
BER;19970828;27;0;88;943.7;20.6;14.9;11.7;19.5;5;86.2
BER;19970829;177;0;67;952.9;1.3;13.4;9.1;17.1;306;74.1
BER;19970830;80;0;63;955.7;0.5;13.5;9.6;16.5;42;83.9
BER;19970831;251;0;13;954;0;17.8;10.4;25.8;739;79.3
BER;19970901;236;0;29;952.8;0;20.4;13.4;27.6;631;71.5
BER;19970902;86;0;92;953.9;8.4;18;16.2;22.2;58;85
BER;19970903;113;0;71;955;0;17.8;15.4;21.2;155;85
BER;19970904;181;0;58;955.5;0;18.6;14.7;24;448;81.2
BER;19970905;225;0;29;954.9;7;19.4;13.5;26.8;667;76.6
BER;19970906;153;0;67;956.9;20.8;18.4;15.2;24;272;83.9
BER;19970907;94;0;75;959.7;0;16.1;11.4;18.9;92;81.8
BER;19970908;195;0;29;959.7;0;15.1;10.6;21.4;453;78.6
BER;19970909;228;0;4;956.3;0;15.9;9.8;23.9;675;76.5
BER;19970910;216;0;0;954.6;0;14.3;9.3;19.7;595;73.9
BER;19970911;206;0;33;951.3;0;15;7.9;23.8;590;79.7
BER;19970912;189;0;42;948;26.3;18.1;11.4;24.5;516;78.7
BER;19970913;52;0;96;951.8;11;13.4;8.4;17.6;15;88.1
BER;19970914;151;0;50;957.6;0;11.1;7.3;15.8;374;75.9
BER;19970915;219;0;4;958.9;0;11.3;4.2;18.4;677;78.1
BER;19970916;207;0;33;958;0;14.1;7.3;22.2;634;78.6
BER;19970917;203;0;21;958.8;0;15.2;8.3;23.1;583;76.9
BER;19970918;206;0;8;958.7;0;15.5;9.1;23.5;634;76.8
BER;19970919;202;0;4;957.7;0;15.3;8.6;23.4;637;75.3
BER;19970920;112;0;100;956.8;0;13.4;9.7;16;90;84.5
BER;19970921;115;0;79;956.6;0;14.3;11;19.2;253;82.1
BER;19970922;118;0;75;956.6;0;14.8;10.6;19.6;170;84.6
BER;19970923;153;0;46;955.8;0;14.8;10.8;19.7;365;82.3
BER;19970924;161;0;46;955.6;0;13.4;8.1;19.8;442;78.9
BER;19970925;176;0;4;958;0;12.9;7.8;20.5;550;80.7
BER;19970926;54;0;67;957.1;0;11.8;8.7;13.7;2;90.8
BER;19970927;135;0;50;952;0;12.6;8.6;17.2;343;85.9
BER;19970928;157;0;54;951.3;0;12.2;7.1;18.9;473;86.7
BER;19970929;174;0;50;956;0;13.5;7.2;21.3;614;79
BER;19970930;167;0;29;958.5;0;14.4;8.8;22.6;537;74.9
BER;19971001;175;0;13;955;0;15.1;8.2;23.6;615;74.4
BER;19971002;172;0;42;951.7;0;15.6;10.1;22.1;573;74.4
BER;19971003;175;0;21;953.4;0;12.5;7.3;19.1;587;73.8
BER;19971004;173;0;8;955.6;0;11.5;5.2;20.1;604;75.6
BER;19971005;168;0;0;952.2;0;12.9;6.4;21.6;609;77.4
BER;19971006;142;0;29;946.6;0;14.2;7.7;21.5;473;77.9
BER;19971007;119;0;83;945.5;4;16.2;11.5;22.3;312;77.9
BER;19971008;92;0;63;950.7;0.1;15.6;12.2;20.2;121;84.5
BER;19971009;108;0;50;951.7;0;18.4;13.1;23.8;277;63.3
BER;19971010;30;0;92;946.8;16.6;16.1;12.3;18;0;80.1
BER;19971011;87;0;88;944.5;15.2;12.7;10.7;16.1;66;72.4
BER;19971012;26;0;63;940.4;28.3;10.2;6.7;14.7;3;84.3
BER;19971013;69;0;88;948.9;0.7;7;4.9;10.1;27;78.2
BER;19971014;52;0;83;953.9;1.2;5.6;4.2;7.4;16;83.3
BER;19971015;53;0;100;950.5;3.3;5.9;4;7.3;0;86.1
BER;19971016;53;0;79;949.6;0.2;9;5.8;12.9;29;87.1
BER;19971017;135;0;8;953.5;0;8.8;3.9;15.4;486;83.3
BER;19971018;129;0;8;957.9;0;9.1;4.3;15.1;440;88.8
BER;19971019;82;0;100;955;0;9.1;7.2;12.3;130;92
BER;19971020;76;0;100;948.9;0;9.8;7.7;12.6;109;90.8
BER;19971021;13;0;100;946.7;0.1;9.3;6.8;11.2;0;91
BER;19971022;29;0;100;947.1;0;8.7;6.7;10.4;0;88.9
BER;19971023;38;0;100;946.3;0;9.4;6.9;11.2;0;90.8
BER;19971024;44;0;92;952.6;0;5.7;3.2;7.4;5;74.9
BER;19971025;115;0;29;958.1;0;4.1;0.3;9.1;474;79.7
BER;19971026;108;0;42;956.7;0;4;-0.4;10.9;380;82.5
BER;19971027;97;0;50;954.3;0;4.9;1.5;10.2;320;77.7
BER;19971028;46;0;38;957;0;0.3;-1.2;2.8;2;64.3
BER;19971029;112;0;25;961.4;0;0.1;-2.6;4.6;420;70.9
BER;19971030;86;0;54;958.3;0;-1.5;-4.7;3.1;249;75.6
BER;19971031;107;0;0;957.4;0;-0.7;-5.2;5.8;396;78.3
BER;19971101;91;0;8;956;0;1;-3.6;8.7;372;79.9
BER;19971102;105;0;8;952.3;0;3.6;-1.6;11.8;477;78
BER;19971103;100;0;4;948.7;0;3.6;-1;11.1;474;81.3
BER;19971104;35;0;100;946.6;0.9;3.8;0.8;6.6;0;89
BER;19971105;34;0;100;941;0.1;7.8;5.6;10.1;0;90.3
BER;19971106;46;0;88;928.5;0;9.4;5.9;14.1;43;84.7
BER;19971107;77;0;75;934.2;0;10.1;5.5;13.6;250;76.5
BER;19971108;34;0;67;938.7;3.7;6.5;2.2;10.6;57;86.3
BER;19971109;45;0;67;938.6;7;6.1;1.4;11.1;145;79.8
BER;19971110;57;0;67;940;3.9;7.5;4.3;11.8;175;76.5
BER;19971111;49;0;50;937;0;4.6;0.5;7.8;63;85.8
BER;19971112;7;0;96;936.6;11.5;4.3;2.5;5.8;0;88.9
BER;19971113;70;0;46;942.4;0;4.1;0.4;8.2;216;86.5
BER;19971114;91;0;4;949;0;1.5;-1.7;6.9;423;87.4
BER;19971115;81;0;42;955.1;4.5;1.9;-2.3;6.7;311;85
BER;19971116;54;0;100;952.6;0.2;6.3;2.9;10;168;86.3
BER;19971117;14;0;100;951;0;6.3;4.6;7.4;0;86.8
BER;19971118;60;0;50;946.6;0;4.2;0;7.5;247;80.8
BER;19971119;16;0;100;939.8;3.5;1.6;-0.6;2.5;0;88.7
BER;19971120;43;0;92;939.7;1.3;5.3;2.2;8.6;53;89.2
BER;19971121;72;0;38;945;0;5.5;2.2;10.3;301;86.9
BER;19971122;21;0;71;946.8;0;2.2;-0.5;4;0;90.4
BER;19971123;14;0;100;952;0;3.2;2.6;4.4;0;80.4
BER;19971124;35;0;100;948.3;0;1.8;0.1;2.9;16;77.9
BER;19971125;55;0;25;944.1;0;1.1;-1.7;6.2;253;83.3
BER;19971126;35;0;100;944.7;0;0;-2;2.5;12;92.7
BER;19971127;29;0;96;949.4;0;1.8;-0.6;3.9;0;90.4
BER;19971128;42;0;71;948.1;1.9;4.5;0.3;7.2;46;88.6
BER;19971129;67;0;50;944.5;2.9;6;2.6;11.4;390;86.1
BER;19971130;26;0;96;944.3;2.6;5.9;3.7;7.7;1;84
BER;19971201;27;0;88;946.1;0;4.5;0.1;7.2;26;80.5
BER;19971202;15;0;83;934.2;5.6;0.8;-0.5;1.9;0;87.3
BER;19971203;22;1;100;940.1;1.8;-1.1;-1.9;0;0;82.6
BER;19971204;14;4;100;946.6;0;-1;-1.9;-0.4;0;81.6
BER;19971205;11;4;100;953.4;0;-0.2;-0.6;0.2;0;78.1
BER;19971206;20;3;96;956.5;0;-1.4;-4.6;-0.5;0;76
BER;19971207;63;2;17;952.9;0;-2.7;-5.6;1.5;290;83.8
BER;19971208;38;2;71;948.4;0;-0.3;-3.8;3.3;8;87.9
BER;19971209;18;0;75;950.6;0.2;2.4;-0.3;5.3;1;91
BER;19971210;31;0;92;951.9;1.6;2.6;-0.7;5.5;36;88.3
BER;19971211;12;0;100;947.4;24.7;8.4;4.1;12.9;0;86.9
BER;19971212;28;0;92;950.1;5.5;6.5;5;10.7;82;81.6
BER;19971213;30;0;83;961;0;3.2;-1.1;5.1;19;76
BER;19971214;60;0;46;958.8;1.9;0.5;-3.1;4.4;245;83.1
BER;19971215;18;0;100;951.3;0;0.3;-0.9;1.2;0;81
BER;19971216;31;0;79;948.9;0;-3;-5.4;-1;28;82.4
BER;19971217;22;0;100;943.1;0;-1.6;-4.9;0.8;0;79.1
BER;19971218;9;0;100;940.7;0.1;1.6;-0.5;3.1;0;85
BER;19971219;53;0;54;938;0.3;3.9;-0.4;8.9;211;84.4
BER;19971220;7;0;100;936.7;15.9;4.8;3.7;6.1;0;87.8
BER;19971221;17;0;100;942;22.4;5.8;5.2;6.5;0;82.9
BER;19971222;30;0;92;946.7;0.1;5.3;3.9;6.8;25;86.2
BER;19971223;22;0;96;954.8;0;4.5;3;5.8;1;85.6
BER;19971224;57;0;67;960.5;0.8;5.6;3.3;9.9;296;82.6
BER;19971225;53;0;67;954.5;22.1;8.2;4.3;12.4;218;84.5
BER;19971226;24;0;83;947.5;3.1;6.9;5.1;10.2;38;74.4
BER;19971227;43;0;58;946.4;3.3;4;0.7;6.1;122;83.5
BER;19971228;33;0;75;948.2;0.1;2.5;-0.9;4.7;54;82.7
BER;19971229;57;0;29;947.7;0;-0.5;-2.7;3.2;290;81.4
BER;19971230;38;0;50;948.8;0;-0.5;-3.8;2.5;27;82.9
BER;19971231;45;0;67;947.8;0;2;-0.5;7.3;179;79.8
BER;19980101;53;0;58;949.6;1.6;2.4;-1.2;7;209;83.2
BER;19980102;15;0;92;940.7;11.1;5.9;2.6;9.7;0;83
BER;19980103;16;0;75;945.7;3.6;5.6;1.5;10.3;0;78.4
BER;19980104;49;0;54;947.6;4.3;5.7;1.5;12.8;248;66.5
BER;19980105;63;0;67;947.1;5.3;7.1;4;9.6;367;53.1
BER;19980106;17;0;88;952;1.2;5.8;4.8;7;0;79.2
BER;19980107;53;0;71;955.8;0.1;7.6;5.3;11.5;215;79.7
BER;19980108;69;0;33;962.5;0;5.8;1.6;11.9;414;77.7
BER;19980109;71;0;33;965.7;0;2.8;-0.5;9.8;410;77.8
BER;19980110;75;0;0;962.9;0;1.4;-2.3;8.9;398;76.2
BER;19980111;73;0;17;958.2;0;1.7;-2.5;9.7;388;74.9
BER;19980112;62;0;54;955.1;0;2.1;-2.2;8.3;293;80.2
BER;19980113;25;0;63;947.7;0;1.8;-0.7;5.4;11;84.6
BER;19980114;23;0;100;950.6;0.5;3.5;0.3;6.4;0;84.4
BER;19980115;59;0;58;956.6;0;2.7;-0.1;6;213;83.1
BER;19980116;12;0;88;949.4;13.8;4;1.9;6;0;87.8
BER;19980117;68;0;38;958.8;0;2.8;-1.6;6.3;313;78.5
BER;19980118;44;0;67;948.3;8.5;1;-2.8;6.5;37;82.2
BER;19980119;43;0;83;937.8;7.8;4.9;2.3;7.2;39;75.7
BER;19980120;31;2;96;950.1;4.7;0.2;-1.1;3.8;0;82.7
BER;19980121;34;7;83;960.5;0.1;0.6;-1.7;1.8;33;83.8
BER;19980122;31;5;92;956.7;0;-1.9;-2.8;-1;0;76
BER;19980123;33;5;100;955.5;0;-1.7;-2.8;-1;0;72.1
BER;19980124;22;5;100;952.6;0;-2.2;-3.2;-1.3;0;79.7
BER;19980125;16;5;100;952.6;0;-1.7;-2.7;-1;0;80.9
BER;19980126;18;5;100;956.9;0;-2.3;-4;-1.5;0;79.2
BER;19980127;40;5;100;953.5;0;-3.5;-4.5;-2;3;80.3
BER;19980128;51;5;75;951.8;0;-3.4;-6.3;-1.5;144;84.2
BER;19980129;35;4;88;952.3;0;-4.1;-5.8;-0.9;0;85.4
BER;19980130;72;4;63;951.3;0;-3;-5.4;-0.5;237;78.5
BER;19980131;87;4;33;947.6;0;-2.4;-5.8;0.2;353;80.1
BER;19980201;60;4;71;946.3;0;-2.6;-6.4;0.8;180;76.6
BER;19980202;96;3;33;943.8;0;-2.9;-7.1;3.2;301;79.8
BER;19980203;98;2;25;943.4;0;-0.7;-4.6;2.7;417;73.3
BER;19980204;50;1;71;945;0;-3.8;-7;-1.5;106;81.5
BER;19980205;107;1;33;951.9;0;-3.9;-8.5;3.2;409;78.9
BER;19980206;105;1;4;956.2;0;-3.2;-7.5;3.4;424;78.1
BER;19980207;72;1;67;958;1.1;-0.9;-6.9;4.8;98;75
BER;19980208;109;0;17;962.9;0;0.8;-2.5;5.8;427;82.9
BER;19980209;115;0;17;963.6;0;0.3;-4.2;8.2;460;72.2
BER;19980210;116;0;29;965.5;0;2;-2.7;11.2;504;69.9
BER;19980211;119;0;21;966.6;0;3.2;-2.1;12.2;510;69.8
BER;19980212;123;0;33;967.2;0;4.2;-1.8;14.5;512;68.3
BER;19980213;122;0;17;967.3;0;4.7;-1;14.3;511;67.9
BER;19980214;122;0;4;966.9;0;4.6;-0.7;12.6;516;74.5
BER;19980215;122;0;4;965.5;0;4.9;-1.1;13.4;511;79.1
BER;19980216;92;0;50;960.6;0.2;7.3;-0.5;15.4;197;66.8
BER;19980217;84;0;67;965.2;0;6.3;0.9;10.6;267;70.3
BER;19980218;129;0;4;967.5;0;2.7;-1.3;9.8;437;83.5
BER;19980219;134;0;4;964.2;0;5.4;-1.3;16.6;519;68.9
BER;19980220;134;0;13;958.8;0;5.5;-0.7;14.6;515;69
BER;19980221;130;0;42;954.7;0;7.7;0.3;15.7;454;64.7
BER;19980222;29;0;100;955.3;21.4;6.5;3.5;10.8;0;79.5
BER;19980223;21;1;100;962;3.9;3.7;0.8;5.3;0;88.4
BER;19980224;50;0;92;966.1;0;5.7;3.3;7.5;20;81.6
BER;19980225;85;0;71;965.9;0;6.6;2.3;10.5;124;79.9
BER;19980226;119;0;42;964.8;0;6.6;2.9;13;340;79.6
BER;19980227;134;0;17;959.1;0;6.2;0.7;13;433;79
BER;19980228;42;0;88;951.4;3.1;6.8;4.3;9;9;71.3
BER;19980301;51;0;79;952.9;0;5.3;2.8;7.6;55;68.3
BER;19980302;75;0;88;957.2;0;3.8;0.3;9;23;67.8
BER;19980303;89;0;50;955.1;0;6.4;-0.6;13.1;102;62.9
BER;19980304;71;0;79;949;7.3;11.9;6;17.7;37;53.6
BER;19980305;135;0;58;955.9;0;7.5;1.5;11.3;348;56.1
BER;19980306;88;0;92;957.7;0;7;-0.2;12.1;88;49.3
BER;19980307;73;0;71;951.1;4.9;11.1;8.5;14.8;130;55.5
BER;19980308;47;0;100;944.9;15.3;5.9;3.3;8.7;0;80.7
BER;19980309;97;0;71;953.4;0.1;1.5;-3.3;4.4;249;69.2
BER;19980310;190;0;13;961.1;0;-0.4;-5.6;6.1;603;57.9
BER;19980311;68;0;100;947.1;2.9;0.7;-2.2;4.1;16;72.3
BER;19980312;32;0;100;951.2;4.2;2.3;1;3.6;0;88.9
BER;19980313;91;0;58;958.7;0;2;-1.1;5.2;73;73
BER;19980314;85;0;92;961;0;2.8;-1.8;7.8;0;73.8
BER;19980315;80;0;88;961.6;0.5;5.9;3.5;8.5;26;75.2
BER;19980316;73;0;96;961.3;0.1;6.4;3.5;9.2;16;83.5
BER;19980317;103;0;67;962.1;0;6.5;1.2;11.1;116;75.2
BER;19980318;155;0;46;965.4;0;7.1;2.6;11.9;354;73.2
BER;19980319;132;0;58;967.7;0;5.8;2.1;9.8;233;67.6
BER;19980320;205;0;25;965.3;0;4.6;-0.9;9.2;633;58
BER;19980321;96;0;75;960.8;0;4.9;0.9;9.2;152;65.2
BER;19980322;218;0;8;960.7;0;2.5;-3;8.1;659;50.1
BER;19980323;63;0;75;956.1;6.8;1.4;-3.2;6;0;69.2
BER;19980324;91;9;83;958.9;0;-0.5;-3.9;1.7;101;81.5
BER;19980325;225;4;25;960;0;-0.4;-6;5;576;69
BER;19980326;219;1;29;955.3;0;3.2;-3.8;11.5;592;63.7
BER;19980327;120;0;88;954.4;0;7.5;2.5;13.4;168;62.9
BER;19980328;190;0;50;952.1;0;9.6;2.2;17.6;525;67.8
BER;19980329;218;0;21;947;0;11.7;4.3;20;665;68.4
BER;19980330;214;0;29;950.2;0;12.5;5.2;20.4;646;62.5
BER;19980331;211;0;8;951;0;12.8;5.8;20.2;623;62.9
BER;19980401;107;0;58;949.4;0.4;12.1;8.8;16.2;62;64
BER;19980402;150;0;75;944.5;3.1;10.8;6.8;15.9;305;77.6
BER;19980403;111;0;100;937.6;2.6;12.1;8.6;18.3;73;79.2
BER;19980404;40;0;100;941.2;14.7;6.7;3.3;14.8;0;81.1
BER;19980405;176;0;83;942.9;1.8;7.5;2.7;13.9;367;78.6
BER;19980406;201;0;58;944.4;3.9;9.6;5.1;14.1;340;62
BER;19980407;38;0;88;939;17.1;7.1;5.6;8.3;8;80.4
BER;19980408;148;0;54;940.1;2.3;7.9;4.2;12.7;271;66.2
BER;19980409;165;0;88;934.1;3.9;7.7;4.1;13.3;241;75.6
BER;19980410;41;0;88;930.6;8.4;5.1;2.8;7.7;0;84.2
BER;19980411;114;0;79;933.8;27;4.7;0.9;8.9;60;77.6
BER;19980412;209;6;71;937.7;2.7;3.8;1;7.8;342;76.4
BER;19980413;96;0;92;940.7;0;2.3;0;4.5;2;78.4
BER;19980414;238;0;54;941.9;0;3;-0.4;8.1;463;65.3
BER;19980415;94;0;100;935;6.8;5.1;0.6;9.6;0;70.2
BER;19980416;228;0;54;933.4;0;5.3;1.6;9.9;412;64.3
BER;19980417;133;0;75;927.8;4.5;5.8;2.4;10.5;197;71.5
BER;19980418;60;0;100;937.2;3.3;4;3;5.1;0;80.1
BER;19980419;148;0;54;946.3;0.3;4.4;0.8;8.5;198;74.3
BER;19980420;252;0;50;950.6;2.8;7.8;-1.1;15.3;578;63.7
BER;19980421;194;0;71;952.5;0.5;11.4;7.1;17.4;356;74.5
BER;19980422;270;0;8;949;0;12.4;4.5;20.3;739;65.9
BER;19980423;258;0;50;949.7;0;14;6.2;21.4;611;64.2
BER;19980424;146;0;96;955;0;12.6;7.5;16.2;99;64
BER;19980425;227;0;38;953.3;0.1;12.8;4.8;19;479;68.6
BER;19980426;142;0;88;942.7;0;14.9;10.2;19.4;145;72
BER;19980427;95;0;83;937.7;2.8;9.7;5.9;16.5;82;79.1
BER;19980428;124;0;88;942.5;0.8;7.1;3.5;10;107;81.2
BER;19980429;226;0;50;939.4;0;8.2;2.4;14.6;334;74.9
BER;19980430;123;0;67;938.6;0;10.3;4.3;15.7;37;75.4
BER;19980501;91;0;100;944.2;7.4;10.8;8.2;13.8;0;80.3
BER;19980502;85;0;96;945.5;5;10.4;7.9;13.1;0;81.4
BER;19980503;145;0;75;942.7;0;11.8;6.9;16.4;170;72.9
BER;19980504;36;0;96;942.7;0;9.4;4.4;10.9;0;76.1
BER;19980505;277;0;29;946;0;9.5;1.9;15.9;636;63.6
BER;19980506;192;0;67;949.4;0;11.1;6.4;15.2;180;64
BER;19980507;298;0;4;954.6;0;12.2;4.1;20.5;785;65
BER;19980508;283;0;21;958.3;0;16;7.5;24.4;699;58.9
BER;19980509;273;0;42;958.5;0;16.5;9;24.1;732;60
BER;19980510;298;0;17;954;0;17.7;9.1;26.2;799;57.2
BER;19980511;289;0;21;951.3;0;19.2;10.6;27.9;726;55.9
BER;19980512;292;0;17;952.7;0;19.6;11.5;27.8;775;56.5
BER;19980513;297;0;17;953.6;0;20.1;11.8;28.9;787;55
BER;19980514;286;0;25;951.8;0;19.2;11.4;27;726;58.7
BER;19980515;312;0;0;949.6;0;17.5;9.9;24.4;806;48.5
BER;19980516;320;0;0;949.5;0;15;9.3;20.5;816;47.3
BER;19980517;284;0;25;953;0;13.5;6.2;18.7;684;49.3
BER;19980518;318;0;8;956.8;0;13.7;5;19.5;798;48.4
BER;19980519;306;0;42;956.1;0;14.6;5.8;21.7;667;54.5
BER;19980520;301;0;21;952.8;0;15.6;6.5;23;764;53.5
BER;19980521;255;0;33;951.5;0.5;15.8;7.8;23.4;463;58.5
BER;19980522;231;0;50;952.6;0;14.2;10;18.6;385;60.9
BER;19980523;316;0;17;951.1;0;12.1;6.8;18.5;699;53.1
BER;19980524;299;0;25;947;0;12.5;5.2;19.1;656;56.5
BER;19980525;246;0;33;945;0;13.2;5.8;19.4;468;60.5
BER;19980526;241;0;67;944;0.2;14.1;7.7;19.2;381;64.3
BER;19980527;200;0;83;944.2;2.6;15;11.4;20.2;229;76.5
BER;19980528;160;0;67;942.9;7.1;14.5;10;19.1;172;78.1
BER;19980529;134;0;88;947.6;2.7;13.6;9.8;18;83;81.7
BER;19980530;291;0;67;947.4;1.4;16;9.4;22.8;544;70.4
BER;19980531;160;0;100;948.4;6.8;14.4;9.6;20.1;166;80.1
BER;19980601;304;0;42;949.9;0;14.9;6.9;21.2;660;68.5
BER;19980602;271;0;50;948.8;9.3;19.1;12.9;25.7;428;65.3
BER;19980603;167;0;88;953.3;3.8;15.9;12.9;20.7;180;81.3
BER;19980604;283;0;46;953.5;0;19.9;12.9;26.1;564;67.2
BER;19980605;233;0;50;950.8;0;21.3;14.2;28.8;334;69
BER;19980606;197;0;58;949.3;14.1;20.7;15.3;28.3;295;68.8
BER;19980607;123;0;96;950.5;4.8;16.9;13;21.4;145;81.9
BER;19980608;282;0;50;955.2;0;15.4;10.7;20.6;603;66
BER;19980609;268;0;63;952;0;16.6;9.4;23.2;487;69.3
BER;19980610;76;0;75;945.4;13.8;15;12.8;19.1;69;84.7
BER;19980611;156;0;88;943.6;10.6;11.5;8.6;15.1;59;81.2
BER;19980612;66;0;88;951.3;5;8.9;6.9;10.6;21;82.4
BER;19980613;282;0;29;952.4;0.2;10.3;3.4;16.1;596;63.8
BER;19980614;197;0;88;949.1;2.5;12.7;9;17.7;162;72.2
BER;19980615;204;0;75;950.3;1.7;12.9;8.6;17.2;314;71.5
BER;19980616;187;0;63;956;0;12.5;9.3;17.1;184;70.1
BER;19980617;310;0;50;960.4;0;13.5;6;19.1;669;60
BER;19980618;264;0;50;960.5;0;14.6;7.3;21.3;314;60.5
BER;19980619;334;0;21;958.9;0;17.8;8.6;26.1;855;57.1
BER;19980620;324;0;33;958.2;0;20.7;11.4;29.3;795;61.5
BER;19980621;323;0;17;957.5;0;22.7;14.6;30.1;813;57.1
BER;19980622;278;0;63;957.5;0.1;21.9;17.6;27;501;58
BER;19980623;257;0;46;955.4;0;19.6;13.5;24.1;388;54.9
BER;19980624;322;0;42;950.4;0;19.5;11.9;26.2;769;60.4
BER;19980625;245;0;46;949.4;0.1;20.3;13.3;27.5;511;67
BER;19980626;178;0;75;950.8;1.6;20;16.6;23.8;194;77.6
BER;19980627;260;0;46;950;0.1;20.5;15.1;28;484;71.2
BER;19980628;106;0;75;953.8;0;18.6;16.5;21.4;22;69.2
BER;19980629;291;0;50;954.1;0;19.5;14.3;25.5;563;63
BER;19980630;175;0;79;950.7;0;18.4;12.5;24.1;113;65.8
BER;19980701;233;0;67;945.8;12.6;19.2;13;25.5;326;63.9
BER;19980702;120;0;83;947.1;1.4;16.9;14.8;19.6;39;85.5
BER;19980703;141;0;79;951.3;36.9;16;13.3;21.6;197;83.5
BER;19980704;303;0;29;956.6;0;17.1;11.7;22.6;694;68.6
BER;19980705;287;0;38;954.6;0;17.3;10.7;23.8;580;64.7
BER;19980706;329;0;21;948.4;0;19.6;11.5;26.7;809;63.3
BER;19980707;117;0;58;944.6;4.4;16.6;12.3;21.3;79;73.7
BER;19980708;147;0;67;950.8;0;13.7;11;17;115;65.3
BER;19980709;130;0;79;952;0.9;15.6;11.1;19.4;27;67.9
BER;19980710;214;0;83;951.7;0;17.9;14;23.1;212;70.8
BER;19980711;242;0;79;951.7;0;18.5;14.6;23.7;277;61.4
BER;19980712;320;0;33;950.2;0;21.5;16.1;28.1;691;50.5
BER;19980713;197;0;67;947.3;5.6;18.8;12.9;28.9;364;69.7
BER;19980714;312;0;33;950.3;0;15.7;10.9;20.7;718;62
BER;19980715;271;0;58;952.3;0;15.8;10.9;21.3;484;57.8
BER;19980716;124;0;79;951.8;0.7;15.1;9.3;19.7;5;75.2
BER;19980717;268;0;54;952;0;19.7;13.3;26;485;62.8
BER;19980718;301;0;29;951.4;0;22.1;16.4;28.9;715;55.2
BER;19980719;304;0;29;951.4;0;24;13.9;32.7;792;51.4
BER;19980720;265;0;17;950.3;0;25.4;17.5;32.8;667;49.2
BER;19980721;248;0;46;950.2;5;22.7;16.6;30.2;516;63.1
BER;19980722;263;0;63;953.4;0;21.4;17.9;26.7;529;73
BER;19980723;274;0;38;952.8;0.6;23.3;16;30.4;638;62.2
BER;19980724;182;0;54;953.8;0;21.5;17.2;26.8;150;70.3
BER;19980725;253;0;38;953.4;0;20.5;15.4;26.2;543;62.8
BER;19980726;299;0;25;950.1;2.1;21.7;13.3;30.9;720;59.5
BER;19980727;72;0;100;949;12.5;18.1;15.7;19.7;0;83
BER;19980728;137;0;58;950.3;0.1;17.4;13.7;20.5;138;69.2
BER;19980729;276;0;58;948.8;0;20;15.1;24.9;565;58.4
BER;19980730;297;0;17;947.7;11.1;22;15.4;29.7;707;56.2
BER;19980731;106;0;83;951.6;0.2;17.5;15.4;20.3;69;76.9
BER;19980801;146;0;58;950.2;10.9;17.2;14.6;21.8;252;83
BER;19980802;47;0;100;953.4;13.5;15.7;14.5;18.6;0;86.3
BER;19980803;60;0;100;957.2;0.1;15.9;14.2;17.1;1;85.1
BER;19980804;110;0;88;958.9;0.1;18.1;14.6;21.2;41;80.2
