stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur
CHM;19500415;-;-;-;-;-;-;4;0.4;-;-
CHM;19500416;-;-;-;-;-;-;0;0.3;-;-
CHM;19500417;-;-;-;-;-;-;2.1;0.8;-;-
CHM;19500418;-;-;-;-;-;-;0.7;1.8;-;-
CHM;19500419;-;-;-;-;-;-;1;4.1;-;-
CHM;19500420;-;-;-;-;-;-;0;6.6;-;-
CHM;19500421;-;-;-;-;-;-;0.4;5.8;-;-
CHM;19500422;-;-;-;-;-;-;0;5.6;-;-
CHM;19500423;-;-;-;-;-;-;3.7;2.8;-;-
CHM;19500424;-;-;-;-;-;-;5.7;0.5;-;-
CHM;19500425;-;-;-;-;-;-;3.7;-3.5;-;-
CHM;19500426;-;-;-;-;-;-;4.2;-2.1;-;-
CHM;19500427;-;-;-;-;-;-;4.3;-0.7;-;-
CHM;19500428;-;-;-;-;-;-;0;1.9;-;-
CHM;19500429;-;-;-;-;-;-;0;6.2;-;-
CHM;19500430;-;-;-;-;-;-;0;10.4;-;-
CHM;19500501;-;-;-;-;-;-;0;13.1;-;-
CHM;19500502;-;-;-;-;-;-;19.8;10.8;-;-
CHM;19500503;-;-;-;-;-;-;3.4;4.9;-;-
CHM;19500504;-;-;-;-;-;-;1;5.2;-;-
CHM;19500505;-;-;-;-;-;-;0;5.4;-;-
CHM;19500506;-;-;-;-;-;-;8.4;7.9;-;-
CHM;19500507;-;-;-;-;-;-;0;5.8;-;-
CHM;19500508;-;-;-;-;-;-;0;7.5;-;-
CHM;19500509;-;-;-;-;-;-;0;11.8;-;-
CHM;19500510;-;-;-;-;-;-;0;11.8;-;-
CHM;19500511;-;-;-;-;-;-;0;10.1;-;-
CHM;19500512;-;-;-;-;-;-;0;11.2;-;-
CHM;19500513;-;-;-;-;-;-;0;11.8;-;-
CHM;19500514;-;-;-;-;-;-;0;14.1;-;-
CHM;19500515;-;-;-;-;-;-;0;13.3;-;-
CHM;19500516;-;-;-;-;-;-;3.4;10.8;-;-
CHM;19500517;-;-;-;-;-;-;1.4;11.3;-;-
CHM;19500518;-;-;-;-;-;-;11.4;8.1;-;-
CHM;19500519;-;-;-;-;-;-;0;10.6;-;-
CHM;19500520;-;-;-;-;-;-;0;15.3;-;-
CHM;19500521;-;-;-;-;-;-;3.9;18.8;-;-
CHM;19500522;-;-;-;-;-;-;15;14.2;-;-
CHM;19500523;-;-;-;-;-;-;19.4;12;-;-
CHM;19500524;-;-;-;-;-;-;0;12.4;-;-
CHM;19500525;-;-;-;-;-;-;61.4;12.6;-;-
CHM;19500526;-;-;-;-;-;-;5.8;6.4;-;-
CHM;19500527;-;-;-;-;-;-;2;7.4;-;-
CHM;19500528;-;-;-;-;-;-;2.8;5.4;-;-
CHM;19500529;-;-;-;-;-;-;0;9.8;-;-
CHM;19500530;-;-;-;-;-;-;0;13.4;-;-
CHM;19500531;-;-;-;-;-;-;26.8;11.6;-;-
CHM;19500601;-;-;-;-;-;-;1.5;10.3;-;-
CHM;19500602;-;-;-;-;-;-;0.6;15.9;-;-
CHM;19500603;-;-;-;-;-;-;0;15.1;-;-
CHM;19500604;-;-;-;-;-;-;0;16.1;-;-
CHM;19500605;-;-;-;-;-;-;0;17.1;-;-
CHM;19500606;-;-;-;-;-;-;0;17.9;-;-
CHM;19500607;-;-;-;-;-;-;0;18;-;-
CHM;19500608;-;-;-;-;-;-;0;18.1;-;-
CHM;19500609;-;-;-;-;-;-;0;16.9;-;-
CHM;19500610;-;-;-;-;-;-;0;16.8;-;-
CHM;19500611;-;-;-;-;-;-;0;17.7;-;-
CHM;19500612;-;-;-;-;-;-;23.2;15.7;-;-
CHM;19500613;-;-;-;-;-;-;0.8;15.4;-;-
CHM;19500614;-;-;-;-;-;-;16.5;12.1;-;-
CHM;19500615;-;-;-;-;-;-;9.6;13.7;-;-
CHM;19500616;-;-;-;-;-;-;7.8;12.6;-;-
CHM;19500617;-;-;-;-;-;-;22.5;10.6;-;-
CHM;19500618;-;-;-;-;-;-;4.3;10.6;-;-
CHM;19500619;-;-;-;-;-;-;0;14.1;-;-
CHM;19500620;-;-;-;-;-;-;0;17;-;-
CHM;19500621;-;-;-;-;-;-;14.2;10.4;-;-
CHM;19500622;-;-;-;-;-;-;0;9.6;-;-
CHM;19500623;-;-;-;-;-;-;0.9;10.9;-;-
CHM;19500624;-;-;-;-;-;-;0;12;-;-
CHM;19500625;-;-;-;-;-;-;1.6;14.9;-;-
CHM;19500626;-;-;-;-;-;-;0;11.5;-;-
CHM;19500627;-;-;-;-;-;-;0;15.1;-;-
CHM;19500628;-;-;-;-;-;-;0;18.7;-;-
CHM;19500629;-;-;-;-;-;-;0;21;-;-
CHM;19500630;-;-;-;-;-;-;0;22.8;-;-
CHM;19500701;-;-;-;-;-;-;11.4;20.5;-;-
CHM;19500702;-;-;-;-;-;-;0;19.7;-;-
CHM;19500703;-;-;-;-;-;-;0;20.7;-;-
CHM;19500704;-;-;-;-;-;-;0;23.1;-;-
CHM;19500705;-;-;-;-;-;-;8.4;17;-;-
CHM;19500706;-;-;-;-;-;-;0;14;-;-
CHM;19500707;-;-;-;-;-;-;0;13.3;-;-
CHM;19500708;-;-;-;-;-;-;0;15;-;-
CHM;19500709;-;-;-;-;-;-;1.4;20;-;-
CHM;19500710;-;-;-;-;-;-;2.5;13.8;-;-
CHM;19500711;-;-;-;-;-;-;0;12.6;-;-
CHM;19500712;-;-;-;-;-;-;0;14.1;-;-
CHM;19500713;-;-;-;-;-;-;0;17.8;-;-
CHM;19500714;-;-;-;-;-;-;22.4;12.1;-;-
CHM;19500715;-;-;-;-;-;-;0;11.4;-;-
CHM;19500716;-;-;-;-;-;-;0;16;-;-
CHM;19500717;-;-;-;-;-;-;0;14.6;-;-
CHM;19500718;-;-;-;-;-;-;0;15.1;-;-
CHM;19500719;-;-;-;-;-;-;0;16.8;-;-
CHM;19500720;-;-;-;-;-;-;0;18.8;-;-
CHM;19500721;-;-;-;-;-;-;0.2;19.5;-;-
CHM;19500722;-;-;-;-;-;-;0;19.7;-;-
CHM;19500723;-;-;-;-;-;-;8.7;14.5;-;-
CHM;19500724;-;-;-;-;-;-;0;13.3;-;-
CHM;19500725;-;-;-;-;-;-;0;16.7;-;-
CHM;19500726;-;-;-;-;-;-;6.3;18.8;-;-
CHM;19500727;-;-;-;-;-;-;0.8;13.3;-;-
CHM;19500728;-;-;-;-;-;-;10.2;15.1;-;-
CHM;19500729;-;-;-;-;-;-;0;14.5;-;-
CHM;19500730;-;-;-;-;-;-;0;14.5;-;-
CHM;19500731;-;-;-;-;-;-;0;16.1;-;-
CHM;19500801;-;-;-;-;-;-;43.7;15.5;-;-
CHM;19500802;-;-;-;-;-;-;14.2;12;-;-
CHM;19500803;-;-;-;-;-;-;4.3;8.3;-;-
CHM;19500804;-;-;-;-;-;-;0;9;-;-
CHM;19500805;-;-;-;-;-;-;0;12.1;-;-
CHM;19500806;-;-;-;-;-;-;0;14.9;-;-
CHM;19500807;-;-;-;-;-;-;0;17.3;-;-
CHM;19500808;-;-;-;-;-;-;0;15.4;-;-
CHM;19500809;-;-;-;-;-;-;0;18.1;-;-
CHM;19500810;-;-;-;-;-;-;5.8;18;-;-
CHM;19500811;-;-;-;-;-;-;0;12.1;-;-
CHM;19500812;-;-;-;-;-;-;0;12.9;-;-
CHM;19500813;-;-;-;-;-;-;0;14.5;-;-
CHM;19500814;-;-;-;-;-;-;0;15.7;-;-
CHM;19500815;-;-;-;-;-;-;0;15.1;-;-
CHM;19500816;-;-;-;-;-;-;0;12.8;-;-
CHM;19500817;-;-;-;-;-;-;15.2;11.3;-;-
CHM;19500818;-;-;-;-;-;-;0;9.4;-;-
CHM;19500819;-;-;-;-;-;-;0;11;-;-
CHM;19500820;-;-;-;-;-;-;0;14.6;-;-
CHM;19500821;-;-;-;-;-;-;0;17.5;-;-
CHM;19500822;-;-;-;-;-;-;0;18.9;-;-
CHM;19500823;-;-;-;-;-;-;0;20.8;-;-
CHM;19500824;-;-;-;-;-;-;12.6;15.9;-;-
CHM;19500825;-;-;-;-;-;-;24.5;14.1;-;-
CHM;19500826;-;-;-;-;-;-;4.6;15.8;-;-
CHM;19500827;-;-;-;-;-;-;12.8;16.2;-;-
CHM;19500828;-;-;-;-;-;-;5.3;17.5;-;-
CHM;19500829;-;-;-;-;-;-;0;11.2;-;-
CHM;19500830;-;-;-;-;-;-;0;12.1;-;-
CHM;19500831;-;-;-;-;-;-;27.4;10.1;-;-
CHM;19500901;-;-;-;-;-;-;13.4;8.9;-;-
CHM;19500902;-;-;-;-;-;-;1.1;10;-;-
CHM;19500903;-;-;-;-;-;-;2.1;8.9;-;-
CHM;19500904;-;-;-;-;-;-;1.4;9.4;-;-
CHM;19500905;-;-;-;-;-;-;2.3;13.1;-;-
CHM;19500906;-;-;-;-;-;-;8.4;12.2;-;-
CHM;19500907;-;-;-;-;-;-;2.6;14.5;-;-
CHM;19500908;-;-;-;-;-;-;0;12.5;-;-
CHM;19500909;-;-;-;-;-;-;0;14.6;-;-
CHM;19500910;-;-;-;-;-;-;0;15.4;-;-
CHM;19500911;-;-;-;-;-;-;0;16.3;-;-
CHM;19500912;-;-;-;-;-;-;0;13.2;-;-
CHM;19500913;-;-;-;-;-;-;0;14.3;-;-
CHM;19500914;-;-;-;-;-;-;2.9;15.4;-;-
CHM;19500915;-;-;-;-;-;-;16.3;9.3;-;-
CHM;19500916;-;-;-;-;-;-;0;6.1;-;-
CHM;19500917;-;-;-;-;-;-;0;8.1;-;-
CHM;19500918;-;-;-;-;-;-;0.5;7.9;-;-
CHM;19500919;-;-;-;-;-;-;14.2;7.7;-;-
CHM;19500920;-;-;-;-;-;-;2.3;8.6;-;-
CHM;19500921;-;-;-;-;-;-;12;3.9;-;-
CHM;19500922;-;-;-;-;-;-;2.4;4.4;-;-
CHM;19500923;-;-;-;-;-;-;0;6.1;-;-
CHM;19500924;-;-;-;-;-;-;0;9.3;-;-
CHM;19500925;-;-;-;-;-;-;21.5;13.3;-;-
CHM;19500926;-;-;-;-;-;-;8.5;6.5;-;-
CHM;19500927;-;-;-;-;-;-;0;5.4;-;-
CHM;19500928;-;-;-;-;-;-;0;5.6;-;-
CHM;19500929;-;-;-;-;-;-;0;7.4;-;-
CHM;19500930;-;-;-;-;-;-;7.2;9;-;-
CHM;19501001;-;-;-;-;-;-;3.2;6.9;-;-
CHM;19501002;-;-;-;-;-;-;2;8.2;-;-
CHM;19501003;-;-;-;-;-;-;0;5.7;-;-
CHM;19501004;-;-;-;-;-;-;0;7.3;-;-
CHM;19501005;-;-;-;-;-;-;0;9.9;-;-
CHM;19501006;-;-;-;-;-;-;0;10;-;-
CHM;19501007;-;-;-;-;-;-;0;11;-;-
CHM;19501008;-;-;-;-;-;-;7.2;11.5;-;-
CHM;19501009;-;-;-;-;-;-;8.1;10.9;-;-
CHM;19501010;-;-;-;-;-;-;13.4;9.1;-;-
CHM;19501011;-;-;-;-;-;-;0;7.5;-;-
CHM;19501012;-;-;-;-;-;-;0;7.1;-;-
CHM;19501013;-;-;-;-;-;-;0;8.9;-;-
CHM;19501014;-;-;-;-;-;-;0;7.8;-;-
CHM;19501015;-;-;-;-;-;-;0;9.9;-;-
CHM;19501016;-;-;-;-;-;-;14.6;9.3;-;-
CHM;19501017;-;-;-;-;-;-;0;10;-;-
CHM;19501018;-;-;-;-;-;-;0;8.9;-;-
CHM;19501019;-;-;-;-;-;-;0;8.7;-;-
CHM;19501020;-;-;-;-;-;-;0;9.4;-;-
CHM;19501021;-;-;-;-;-;-;0;6.3;-;-
CHM;19501022;-;-;-;-;-;-;0;5.8;-;-
CHM;19501023;-;-;-;-;-;-;0;8;-;-
CHM;19501024;-;-;-;-;-;-;0;6.8;-;-
CHM;19501025;-;-;-;-;-;-;0;-0.2;-;-
CHM;19501026;-;-;-;-;-;-;1;-2.6;-;-
CHM;19501027;-;-;-;-;-;-;0;-2.7;-;-
CHM;19501028;-;-;-;-;-;-;0;-3.6;-;-
CHM;19501029;-;-;-;-;-;-;0;-4.6;-;-
CHM;19501030;-;-;-;-;-;-;0;-4.3;-;-
CHM;19501031;-;-;-;-;-;-;0;0.1;-;-
CHM;19501101;-;-;-;-;-;-;2.5;3.6;-;-
CHM;19501102;-;-;-;-;-;-;20.4;3.3;-;-
CHM;19501103;-;-;-;-;-;-;18.2;0.3;-;-
CHM;19501104;-;-;-;-;-;-;3.2;-0.7;-;-
CHM;19501105;-;-;-;-;-;-;0;-1.5;-;-
CHM;19501106;-;-;-;-;-;-;0;-1.3;-;-
CHM;19501107;-;-;-;-;-;-;0;-1.9;-;-
CHM;19501108;-;-;-;-;-;-;0;-1.3;-;-
CHM;19501109;-;-;-;-;-;-;0;1;-;-
CHM;19501110;-;-;-;-;-;-;18.2;7.4;-;-
CHM;19501111;-;-;-;-;-;-;69.7;8.3;-;-
CHM;19501112;-;-;-;-;-;-;28.7;1.9;-;-
CHM;19501113;-;-;-;-;-;-;29.6;4.9;-;-
CHM;19501114;-;-;-;-;-;-;18.5;1.6;-;-
CHM;19501115;-;-;-;-;-;-;18;-0.3;-;-
CHM;19501116;-;-;-;-;-;-;68.9;1.1;-;-
CHM;19501117;-;-;-;-;-;-;3.7;1.8;-;-
CHM;19501118;-;-;-;-;-;-;0;0.5;-;-
CHM;19501119;-;-;-;-;-;-;24.3;1.7;-;-
CHM;19501120;-;-;-;-;-;-;24.8;0.1;-;-
CHM;19501121;-;-;-;-;-;-;8.3;1.6;-;-
CHM;19501122;-;-;-;-;-;-;21.8;-0.5;-;-
CHM;19501123;-;-;-;-;-;-;0.3;0.7;-;-
CHM;19501124;-;-;-;-;-;-;36;0.8;-;-
CHM;19501125;-;-;-;-;-;-;38.7;2.5;-;-
CHM;19501126;-;-;-;-;-;-;13.1;-0.8;-;-
CHM;19501127;-;-;-;-;-;-;0;-1.8;-;-
CHM;19501128;-;-;-;-;-;-;9.1;2.6;-;-
CHM;19501129;-;-;-;-;-;-;9.1;2.1;-;-
CHM;19501130;-;-;-;-;-;-;0;-1.8;-;-
CHM;19501201;-;-;-;-;-;-;6.1;1.4;-;-
CHM;19501202;-;-;-;-;-;-;9;3.7;-;-
CHM;19501203;-;-;-;-;-;-;1.1;-0.1;-;-
CHM;19501204;-;-;-;-;-;-;0;-5.6;-;-
CHM;19501205;-;-;-;-;-;-;0;-6.8;-;-
CHM;19501206;-;-;-;-;-;-;0;-5.8;-;-
CHM;19501207;-;-;-;-;-;-;0;-4.1;-;-
CHM;19501208;-;-;-;-;-;-;0;-3.8;-;-
CHM;19501209;-;-;-;-;-;-;0;-3.8;-;-
CHM;19501210;-;-;-;-;-;-;0;-4.4;-;-
CHM;19501211;-;-;-;-;-;-;6.8;-1.2;-;-
CHM;19501212;-;-;-;-;-;-;6.8;-3.3;-;-
CHM;19501213;-;-;-;-;-;-;9.4;-4.1;-;-
CHM;19501214;-;-;-;-;-;-;0;-1.4;-;-
CHM;19501215;-;-;-;-;-;-;4.6;-1.1;-;-
CHM;19501216;-;-;-;-;-;-;0;-8.3;-;-
CHM;19501217;-;-;-;-;-;-;4.3;-9;-;-
CHM;19501218;-;-;-;-;-;-;14;-5.8;-;-
CHM;19501219;-;-;-;-;-;-;0;-4.4;-;-
CHM;19501220;-;-;-;-;-;-;0;-7.1;-;-
CHM;19501221;-;-;-;-;-;-;0;-4.2;-;-
CHM;19501222;-;-;-;-;-;-;0;-5.5;-;-
CHM;19501223;-;-;-;-;-;-;0;-0.6;-;-
CHM;19501224;-;-;-;-;-;-;0;-4.3;-;-
CHM;19501225;-;-;-;-;-;-;2.2;-6.9;-;-
CHM;19501226;-;-;-;-;-;-;0;-6.4;-;-
CHM;19501227;-;-;-;-;-;-;0;-6.4;-;-
CHM;19501228;-;-;-;-;-;-;0;-6.3;-;-
CHM;19501229;-;-;-;-;-;-;0;-7.3;-;-
CHM;19501230;-;-;-;-;-;-;0;-8.3;-;-
CHM;19501231;-;-;-;-;-;-;0;-5.5;-;-
CHM;19510101;-;-;-;-;-;-;6;-2;-;-
CHM;19510102;-;-;-;-;-;-;12.1;-1.5;-;-
CHM;19510103;-;-;-;-;-;-;0;-5.5;-;-
CHM;19510104;-;-;-;-;-;-;0;-4.8;-;-
CHM;19510105;-;-;-;-;-;-;0;1.3;-;-
CHM;19510106;-;-;-;-;-;-;0;1.3;-;-
CHM;19510107;-;-;-;-;-;-;2;0;-;-
CHM;19510108;-;-;-;-;-;-;0;-1.8;-;-
CHM;19510109;-;-;-;-;-;-;0;-2.2;-;-
CHM;19510110;-;-;-;-;-;-;0;-0.4;-;-
CHM;19510111;-;-;-;-;-;-;1.2;1.9;-;-
CHM;19510112;-;-;-;-;-;-;8.4;-0.7;-;-
CHM;19510113;-;-;-;-;-;-;0;-1.8;-;-
CHM;19510114;-;-;-;-;-;-;0;-2.5;-;-
CHM;19510115;-;-;-;-;-;-;26.2;0.3;-;-
CHM;19510116;-;-;-;-;-;-;0;-4.7;-;-
CHM;19510117;-;-;-;-;-;-;7.6;-2;-;-
CHM;19510118;-;-;-;-;-;-;16.3;0.3;-;-
CHM;19510119;-;-;-;-;-;-;24.6;0.2;-;-
CHM;19510120;-;-;-;-;-;-;7.3;0.5;-;-
CHM;19510121;-;-;-;-;-;-;0;0.7;-;-
CHM;19510122;-;-;-;-;-;-;0;0.4;-;-
CHM;19510123;-;-;-;-;-;-;0;0.8;-;-
CHM;19510124;-;-;-;-;-;-;0;-0.6;-;-
CHM;19510125;-;-;-;-;-;-;0;-0.3;-;-
CHM;19510126;-;-;-;-;-;-;0;-0.3;-;-
CHM;19510127;-;-;-;-;-;-;0;-2.4;-;-
CHM;19510128;-;-;-;-;-;-;0;-4;-;-
CHM;19510129;-;-;-;-;-;-;0;-3.9;-;-
CHM;19510130;-;-;-;-;-;-;0;-3.7;-;-
CHM;19510131;-;-;-;-;-;-;0;-3.2;-;-
CHM;19510201;-;-;-;-;-;-;0;-4.1;-;-
CHM;19510202;-;-;-;-;-;-;0;-3.3;-;-
CHM;19510203;-;-;-;-;-;-;0;-4.4;-;-
CHM;19510204;-;-;-;-;-;-;3.5;-0.5;-;-
CHM;19510205;-;-;-;-;-;-;12.3;0.1;-;-
CHM;19510206;-;-;-;-;-;-;0;-3.3;-;-
CHM;19510207;-;-;-;-;-;-;0;-2.5;-;-
CHM;19510208;-;-;-;-;-;-;0;-0.2;-;-
CHM;19510209;-;-;-;-;-;-;2.4;2.1;-;-
CHM;19510210;-;-;-;-;-;-;0;1;-;-
CHM;19510211;-;-;-;-;-;-;15.3;1;-;-
CHM;19510212;-;-;-;-;-;-;1.3;1;-;-
CHM;19510213;-;-;-;-;-;-;0.7;-0.2;-;-
CHM;19510214;-;-;-;-;-;-;3.7;-0.3;-;-
CHM;19510215;-;-;-;-;-;-;0;-1;-;-
CHM;19510216;-;-;-;-;-;-;0;-1.5;-;-
CHM;19510217;-;-;-;-;-;-;21.8;0.1;-;-
CHM;19510218;-;-;-;-;-;-;2.8;-1.4;-;-
CHM;19510219;-;-;-;-;-;-;14.5;-0.9;-;-
CHM;19510220;-;-;-;-;-;-;12.4;1.2;-;-
CHM;19510221;-;-;-;-;-;-;6.5;-1.7;-;-
CHM;19510222;-;-;-;-;-;-;16.4;-1.5;-;-
CHM;19510223;-;-;-;-;-;-;0;-2.5;-;-
CHM;19510224;-;-;-;-;-;-;6.3;-4.1;-;-
CHM;19510225;-;-;-;-;-;-;0;0.4;-;-
CHM;19510226;-;-;-;-;-;-;2.7;-1.6;-;-
CHM;19510227;-;-;-;-;-;-;0;-4.4;-;-
CHM;19510228;-;-;-;-;-;-;0;-5.6;-;-
CHM;19510301;-;-;-;-;-;-;0;-7.3;-;-
CHM;19510302;-;-;-;-;-;-;2.1;-5.9;-;-
CHM;19510303;-;-;-;-;-;-;0;-7;-;-
CHM;19510304;-;-;-;-;-;-;0;-6.2;-;-
CHM;19510305;-;-;-;-;-;-;0;-4.4;-;-
CHM;19510306;-;-;-;-;-;-;0;-2.3;-;-
CHM;19510307;-;-;-;-;-;-;0;-0.8;-;-
CHM;19510308;-;-;-;-;-;-;0;0.7;-;-
CHM;19510309;-;-;-;-;-;-;15.4;0;-;-
CHM;19510310;-;-;-;-;-;-;0;-1.8;-;-
CHM;19510311;-;-;-;-;-;-;8.3;0.6;-;-
CHM;19510312;-;-;-;-;-;-;2.1;1;-;-
CHM;19510313;-;-;-;-;-;-;8.3;3.5;-;-
CHM;19510314;-;-;-;-;-;-;2.5;0.4;-;-
CHM;19510315;-;-;-;-;-;-;0;2.8;-;-
CHM;19510316;-;-;-;-;-;-;8.5;5.1;-;-
CHM;19510317;-;-;-;-;-;-;7.3;6.6;-;-
CHM;19510318;-;-;-;-;-;-;16.3;3.4;-;-
CHM;19510319;-;-;-;-;-;-;16.8;1.9;-;-
CHM;19510320;-;-;-;-;-;-;3.1;0;-;-
CHM;19510321;-;-;-;-;-;-;0;-4.4;-;-
CHM;19510322;-;-;-;-;-;-;2.7;-1.1;-;-
CHM;19510323;-;-;-;-;-;-;1.9;7.3;-;-
CHM;19510324;-;-;-;-;-;-;10.4;-1.6;-;-
CHM;19510325;-;-;-;-;-;-;4.1;-4.8;-;-
CHM;19510326;-;-;-;-;-;-;3.2;-3.5;-;-
CHM;19510327;-;-;-;-;-;-;2.3;0.8;-;-
CHM;19510328;-;-;-;-;-;-;0;-2;-;-
CHM;19510329;-;-;-;-;-;-;0;-1.7;-;-
CHM;19510330;-;-;-;-;-;-;0.3;-1.7;-;-
CHM;19510331;-;-;-;-;-;-;0;-1.3;-;-
CHM;19510401;-;-;-;-;-;-;0;1.5;-;-
CHM;19510402;-;-;-;-;-;-;13.2;1.8;-;-
CHM;19510403;-;-;-;-;-;-;0;0.6;-;-
CHM;19510404;-;-;-;-;-;-;0;1.6;-;-
CHM;19510405;-;-;-;-;-;-;1.5;3;-;-
CHM;19510406;-;-;-;-;-;-;0;5.3;-;-
CHM;19510407;-;-;-;-;-;-;9.3;4.4;-;-
CHM;19510408;-;-;-;-;-;-;1.3;-0.3;-;-
CHM;19510409;-;-;-;-;-;-;4.2;1.1;-;-
CHM;19510410;-;-;-;-;-;-;2.7;-0.1;-;-
CHM;19510411;-;-;-;-;-;-;0;-0.6;-;-
CHM;19510412;-;-;-;-;-;-;0;0.6;-;-
CHM;19510413;-;-;-;-;-;-;0;3;-;-
CHM;19510414;-;-;-;-;-;-;0;1.5;-;-
CHM;19510415;-;-;-;-;-;-;0;2.2;-;-
CHM;19510416;-;-;-;-;-;-;0;7.6;-;-
CHM;19510417;-;-;-;-;-;-;0;10.9;-;-
CHM;19510418;-;-;-;-;-;-;5.3;5.6;-;-
CHM;19510419;-;-;-;-;-;-;0;9;-;-
CHM;19510420;-;-;-;-;-;-;2.4;9.1;-;-
CHM;19510421;-;-;-;-;-;-;11.3;7.3;-;-
CHM;19510422;-;-;-;-;-;-;0;4.8;-;-
CHM;19510423;-;-;-;-;-;-;0;8.8;-;-
CHM;19510424;-;-;-;-;-;-;0;8.4;-;-
CHM;19510425;-;-;-;-;-;-;0;12.5;-;-
CHM;19510426;-;-;-;-;-;-;5.6;7.9;-;-
CHM;19510427;-;-;-;-;-;-;6.2;5.6;-;-
CHM;19510428;-;-;-;-;-;-;0;1.7;-;-
CHM;19510429;-;-;-;-;-;-;1.9;-1.1;-;-
CHM;19510430;-;-;-;-;-;-;0;0.8;-;-
CHM;19510501;-;-;-;-;-;-;0;6.9;-;-
CHM;19510502;-;-;-;-;-;-;0;8.8;-;-
CHM;19510503;-;-;-;-;-;-;7.4;9.7;-;-
CHM;19510504;-;-;-;-;-;-;4.3;6.9;-;-
CHM;19510505;-;-;-;-;-;-;0;7.1;-;-
CHM;19510506;-;-;-;-;-;-;1.9;10.1;-;-
CHM;19510507;-;-;-;-;-;-;6.3;6.6;-;-
CHM;19510508;-;-;-;-;-;-;0;6.8;-;-
CHM;19510509;-;-;-;-;-;-;0;6.1;-;-
CHM;19510510;-;-;-;-;-;-;1.7;5.2;-;-
CHM;19510511;-;-;-;-;-;-;0;3.1;-;-
CHM;19510512;-;-;-;-;-;-;0;2.9;-;-
CHM;19510513;-;-;-;-;-;-;0;6;-;-
CHM;19510514;-;-;-;-;-;-;3.6;3.1;-;-
CHM;19510515;-;-;-;-;-;-;0;2.2;-;-
CHM;19510516;-;-;-;-;-;-;12.8;4;-;-
CHM;19510517;-;-;-;-;-;-;5.7;3.7;-;-
CHM;19510518;-;-;-;-;-;-;0;6.5;-;-
CHM;19510519;-;-;-;-;-;-;0;10.7;-;-
CHM;19510520;-;-;-;-;-;-;2;8.8;-;-
CHM;19510521;-;-;-;-;-;-;0;9.4;-;-
CHM;19510522;-;-;-;-;-;-;4.2;10.7;-;-
CHM;19510523;-;-;-;-;-;-;0;14;-;-
CHM;19510524;-;-;-;-;-;-;0;16.5;-;-
CHM;19510525;-;-;-;-;-;-;0;16.3;-;-
CHM;19510526;-;-;-;-;-;-;13.7;12.7;-;-
CHM;19510527;-;-;-;-;-;-;14.6;5.3;-;-
CHM;19510528;-;-;-;-;-;-;0;7.9;-;-
CHM;19510529;-;-;-;-;-;-;0;9.1;-;-
CHM;19510530;-;-;-;-;-;-;2.5;9.3;-;-
CHM;19510531;-;-;-;-;-;-;6.4;8.5;-;-
CHM;19510601;-;-;-;-;-;-;7.6;7.8;-;-
CHM;19510602;-;-;-;-;-;-;16.3;8.6;-;-
CHM;19510603;-;-;-;-;-;-;0;10.2;-;-
CHM;19510604;-;-;-;-;-;-;0;11.9;-;-
CHM;19510605;-;-;-;-;-;-;0;11.3;-;-
CHM;19510606;-;-;-;-;-;-;1.9;10.9;-;-
CHM;19510607;-;-;-;-;-;-;0;12.9;-;-
CHM;19510608;-;-;-;-;-;-;33.5;10.7;-;-
CHM;19510609;-;-;-;-;-;-;5.4;8.3;-;-
CHM;19510610;-;-;-;-;-;-;0;9.5;-;-
CHM;19510611;-;-;-;-;-;-;0;12.1;-;-
CHM;19510612;-;-;-;-;-;-;4.3;13.9;-;-
CHM;19510613;-;-;-;-;-;-;0;14.9;-;-
CHM;19510614;-;-;-;-;-;-;0;17.4;-;-
CHM;19510615;-;-;-;-;-;-;0;17.3;-;-
CHM;19510616;-;-;-;-;-;-;0;16.7;-;-
CHM;19510617;-;-;-;-;-;-;16.3;16;-;-
CHM;19510618;-;-;-;-;-;-;11.7;13.4;-;-
CHM;19510619;-;-;-;-;-;-;4.5;8.9;-;-
CHM;19510620;-;-;-;-;-;-;0;10.9;-;-
CHM;19510621;-;-;-;-;-;-;1.4;15.2;-;-
CHM;19510622;-;-;-;-;-;-;17.4;14.1;-;-
CHM;19510623;-;-;-;-;-;-;6.3;9.4;-;-
CHM;19510624;-;-;-;-;-;-;2.3;7.3;-;-
CHM;19510625;-;-;-;-;-;-;4.1;7.9;-;-
CHM;19510626;-;-;-;-;-;-;2.1;7.8;-;-
CHM;19510627;-;-;-;-;-;-;1.8;9.4;-;-
CHM;19510628;-;-;-;-;-;-;6.6;12;-;-
CHM;19510629;-;-;-;-;-;-;0;11.5;-;-
CHM;19510630;-;-;-;-;-;-;0;11.4;-;-
CHM;19510701;-;-;-;-;-;-;0;12.7;-;-
CHM;19510702;-;-;-;-;-;-;0;12.9;-;-
CHM;19510703;-;-;-;-;-;-;0;15.9;-;-
CHM;19510704;-;-;-;-;-;-;0;16.5;-;-
CHM;19510705;-;-;-;-;-;-;0;12;-;-
CHM;19510706;-;-;-;-;-;-;0;11.9;-;-
