stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
RAG;20020725;-;-;0;100;960.5;4.6;15.6;14.8;19.4;91.1
RAG;20020726;-;-;0;100;963;1.5;15.8;13;19.5;87.7
RAG;20020727;-;-;0;8;962;0;19.5;14.3;25.9;70
RAG;20020728;-;-;0;8;961.2;0;21.3;15.9;26.5;64.7
RAG;20020729;-;-;0;21;960.1;0;22.7;16.9;28.6;65.4
RAG;20020730;-;-;0;29;955.3;0;22.8;17.9;29.3;59.5
RAG;20020731;-;-;0;50;953;4.7;20;16.5;25.8;50.5
RAG;20020801;-;-;0;88;955.1;1.3;19;16.5;23.8;88.8
RAG;20020802;-;-;0;50;957.7;0;20.4;15.2;24.7;69.3
RAG;20020803;-;-;0;33;958.2;21.3;20.1;17.5;25.3;67.8
RAG;20020804;-;-;0;63;-;5.1;18.1;15;23.5;-
RAG;20020805;-;-;0;75;957.3;0.8;19.5;15.5;23.9;75.8
RAG;20020806;-;-;0;100;956.4;12.5;15.7;14.8;17.3;92.5
RAG;20020807;-;-;0;100;959.2;3.1;16;14.3;18.3;92.1
RAG;20020808;-;-;0;38;956.8;0;17;11.5;22.2;71.2
RAG;20020809;-;-;0;92;951.4;5.8;17.1;14.9;19.5;83.7
RAG;20020810;-;-;0;96;947.7;17.7;14.5;12.9;17.1;93.4
RAG;20020811;-;-;0;100;949;52.5;11.9;11.1;14.5;96
RAG;20020812;-;-;0;96;955.1;6.2;15.3;12.9;19.2;90
RAG;20020813;-;-;0;67;963;0;17.4;13.7;22.1;76.2
RAG;20020814;-;-;0;13;962.8;0;17.6;11.1;24.2;68
RAG;20020815;-;-;0;8;960.2;0;19.2;12.3;25.3;68
RAG;20020816;-;-;0;13;960.6;0;20.4;14.3;26.2;68.4
RAG;20020817;-;-;0;13;958.8;0;20.2;15;26.4;67.6
RAG;20020818;-;-;0;8;957.7;0;21.8;15.8;27.2;66.9
RAG;20020819;-;-;0;33;959.8;0;21.5;16.5;27.3;69.3
RAG;20020820;-;-;0;63;960;11.4;20.1;16.9;26.5;80
RAG;20020821;-;-;0;100;959.6;6.2;16.9;16;18.5;86.3
RAG;20020822;-;-;0;21;958.6;0;16.8;11;23.5;76.5
RAG;20020823;-;-;0;67;959.6;0.4;18.7;15;21.5;71.1
RAG;20020824;-;-;0;50;961.9;0;19.1;15.1;25.1;76.9
RAG;20020825;-;-;0;42;962.1;0;19.6;15;25.5;69.7
RAG;20020826;-;-;0;71;958.4;0;21;18;25;60.2
RAG;20020827;-;-;0;92;958.6;0.8;18.2;15.9;22.3;83.2
RAG;20020828;-;-;0;67;957.2;0;19.1;14.5;24.7;76.9
RAG;20020829;-;-;0;79;958.6;0;19.7;16.7;23.2;81.8
RAG;20020830;-;-;0;17;961.1;0;20.2;14.6;25.7;77.8
RAG;20020831;-;-;0;100;961.8;17.6;17.9;17.1;24.8;93.3
RAG;20020901;-;-;0;100;964.7;5.1;16.2;15.8;17.3;90.2
RAG;20020902;-;-;0;50;964.7;5.8;17.7;13.9;22.1;80.9
RAG;20020903;-;-;0;79;960;1.2;17.1;15.9;18.7;78.8
RAG;20020904;-;-;0;79;958.3;0;18;15;21.3;68.2
RAG;20020905;-;-;0;46;958;0;18.6;14.2;23;72.8
RAG;20020906;-;-;0;63;959.9;0;18.8;14.7;23.4;73.1
RAG;20020907;-;-;0;50;957.8;0;18;13.8;24.2;84.3
RAG;20020908;-;-;0;29;956.4;0;17.8;12;25;66.2
RAG;20020909;-;-;0;46;956.3;5.6;20.1;15.6;24.6;56.9
RAG;20020910;-;-;0;92;962.8;3.3;15.8;14.5;19.2;88.5
RAG;20020911;-;-;0;75;963.6;0;15;11.4;19.4;78.6
RAG;20020912;-;-;0;25;960.7;0;15.8;9.5;21.2;73.9
RAG;20020913;-;-;0;33;961.2;0;14;10;19.6;73.5
RAG;20020914;-;-;0;25;962;0;12;6.1;19.3;74.7
RAG;20020915;-;-;0;58;960.8;0.1;12.9;9.5;17.9;77.6
RAG;20020916;-;-;0;33;959.9;0;11.8;5;18.3;71.2
RAG;20020917;-;-;0;8;959.2;0;13.6;7;20.2;73.6
RAG;20020918;-;-;0;13;959.1;0;16.4;10.4;23.6;66.7
RAG;20020919;-;-;0;100;959.9;14.1;15.7;14.9;18.3;83.6
RAG;20020920;-;-;0;96;961;14.4;16;14.8;20.6;94.5
RAG;20020921;-;-;0;88;957.2;14.1;16.3;15;18.8;90.5
RAG;20020922;-;-;0;100;951.6;7.7;12.5;12.1;15.8;88.1
RAG;20020923;-;-;0;96;950.7;20.9;8.5;7.4;10.5;82
RAG;20020924;-;-;0;100;952;10.5;6;5.2;6.7;93.9
RAG;20020925;-;-;0;100;958.5;1.5;5.1;2.7;7;86.9
RAG;20020926;-;-;0;100;962.1;3.1;7;5.2;9.6;89.6
RAG;20020927;-;-;0;96;964.4;4.7;10.1;8.4;12.1;86.5
RAG;20020928;-;-;0;54;967.9;0;10.4;8.3;14.9;77.3
RAG;20020929;-;-;0;0;968.9;0;8.7;1.2;15.1;75.3
RAG;20020930;-;-;0;0;969.5;0;9.7;2.8;16.5;70.9
RAG;20021001;-;-;0;0;966.8;0;12;5.5;18;65.2
RAG;20021002;-;-;0;38;966.1;0;12;5.2;18.1;77.6
RAG;20021003;-;-;0;38;966.7;0;14.1;8.9;20;76
RAG;20021004;-;-;0;96;966.7;7.3;12.1;9.7;14.2;84.8
RAG;20021005;-;-;0;63;966.2;4.2;11.6;10;15.3;78.4
RAG;20021006;-;-;0;100;956.2;19.6;9.8;8.2;11.5;96
RAG;20021007;-;-;0;79;958.6;0;10.4;8.2;14.5;77.6
RAG;20021008;-;-;0;46;954.9;0;8.7;1.5;14.8;69.6
RAG;20021009;-;-;0;17;951.4;0;14.4;8.1;21.5;56.6
RAG;20021010;-;-;0;63;948;1.6;14.4;12.2;21.6;61
RAG;20021011;-;-;0;100;951.5;2.6;9.9;9.1;11.2;88
RAG;20021012;-;-;0;100;953.7;4.2;9.5;9.1;10.3;93
RAG;20021013;-;-;0;50;955.9;0.5;12;9.2;15.4;81.6
RAG;20021014;-;-;0;100;956.5;0.7;10.8;8.1;12.5;88.4
RAG;20021015;-;-;0;88;956.8;0;13.8;9.7;17.5;80.4
RAG;20021016;-;-;0;25;951;2.5;18.7;9.8;23.6;46.2
RAG;20021017;-;-;0;100;948.1;33.7;10.5;9.7;11.9;95.2
RAG;20021018;-;-;0;71;955.4;1.8;9.6;6.9;13.2;70.4
RAG;20021019;-;-;0;67;961.8;1.7;7.1;5.6;10.4;77
RAG;20021020;-;-;0;50;961.1;0;6.1;1.3;11.2;73.6
RAG;20021021;-;-;0;88;950.5;0.2;14.1;6.5;20.2;63.2
RAG;20021022;-;-;0;54;944.6;0;14.5;10;20.2;70
RAG;20021023;-;-;0;79;947.6;4.3;12.5;10.3;16.2;72
RAG;20021024;-;-;0;38;958.1;0;9.1;5.2;14.8;75
RAG;20021025;-;-;0;79;954.5;0.9;13;7.5;17.2;60.4
RAG;20021026;-;-;0;21;962.3;0;12.2;8;16.5;68.4
RAG;20021027;-;-;0;58;959.5;1.1;13.5;7.4;20.9;64.4
RAG;20021028;-;-;0;38;972.2;0;9.9;8.1;14;64.2
RAG;20021029;-;-;0;17;965.1;0;9;4.5;16.8;65
RAG;20021030;-;-;0;25;959.9;0;9.7;4;15.9;70
RAG;20021031;-;-;0;50;961.3;0;9.8;5.3;16.6;77.8
RAG;20021101;-;-;0;33;962.6;0.2;10.1;5.2;15.5;86.8
RAG;20021102;-;-;0;100;960.5;22.3;9.3;8.9;9.9;93.4
RAG;20021103;-;-;0;100;954;10.8;10.3;9.1;14;85.8
RAG;20021104;-;-;0;96;958.4;16;7.2;5.7;9.6;90.8
RAG;20021105;-;-;0;96;964.8;3.6;5.3;5;5.9;90.2
RAG;20021106;-;-;0;17;963.4;0;4.7;1.9;10;77.6
RAG;20021107;-;-;0;88;955;7.7;1.8;0;3.9;90.4
RAG;20021108;-;-;0;58;961.5;0;3.3;1.9;6.8;80.4
RAG;20021109;-;-;0;96;948.5;15.1;6.4;1.7;9.8;76.8
RAG;20021110;-;-;0;96;954.5;7.4;5.8;3.7;9.7;87.6
RAG;20021111;-;-;0;96;952.5;2.8;8.2;5;10.5;86.6
RAG;20021112;-;-;0;13;957.1;0;7.8;4.7;13.7;74
RAG;20021113;-;-;0;42;948;0;10.4;2.8;15.8;61.2
RAG;20021114;-;-;0;96;939.4;23.4;10.9;6.7;16.1;72.4
RAG;20021115;-;-;0;96;939.6;9.4;8.9;6.3;14.9;89
RAG;20021116;-;-;0;100;939.5;50.4;9.4;8;10.8;92
RAG;20021117;-;-;0;54;955.3;0;8.3;6;12.5;86.6
RAG;20021118;-;-;0;96;955.7;11.1;5.4;4.6;6.8;91.6
RAG;20021119;-;-;0;100;953.7;5.9;5.2;4;6.9;94
RAG;20021120;-;-;0;13;955.1;0;8.1;3.4;13.9;64.4
RAG;20021121;-;-;0;63;945.2;2.8;13.3;7.7;16.9;50.2
RAG;20021122;-;-;0;100;947.2;3.9;6.1;5.1;7.1;93.6
RAG;20021123;-;-;0;38;954;0;7.3;3.8;10.5;63
RAG;20021124;-;-;0;88;951.5;13.3;9.3;7.8;13.2;71.4
RAG;20021125;-;-;0;96;948.4;13.7;10.7;7.5;13.8;84.2
RAG;20021126;-;-;0;100;955.6;7.8;7.6;6.3;8.9;94.4
RAG;20021127;-;-;0;67;958.2;0.9;9.2;5.1;13;85.2
RAG;20021128;-;-;0;100;957.6;13.4;5.9;4.9;6.9;95.2
RAG;20021129;-;-;0;100;957.9;15.7;6.2;5.7;6.8;95
RAG;20021130;-;-;0;100;962.3;1.4;5;3.8;7;92.4
RAG;20021201;-;-;0;21;957.9;0;4.6;1.8;7.5;73.3
RAG;20021202;-;-;0;100;950.5;4.9;4;3.2;5.5;89
RAG;20021203;-;-;0;100;950.8;0.4;2.9;1.6;4.8;88.3
RAG;20021204;-;-;0;100;957.6;0;2.2;0.3;3.8;79.9
RAG;20021205;-;-;0;88;956;0;2.1;1.1;4;81.5
RAG;20021206;-;-;0;88;959.2;0;3.2;1.2;5.1;78.7
RAG;20021207;-;-;0;58;958.4;0;2.3;0;4.9;86.7
RAG;20021208;-;-;0;67;960.3;0;1.1;-1.7;4.8;88.1
RAG;20021209;-;-;0;100;959.9;0;1.5;0;3.9;82.8
RAG;20021210;-;-;0;13;961.7;0;0.6;-1.8;4.1;69.2
RAG;20021211;-;-;0;38;961.6;0;-2.7;-5;-0.7;91.7
RAG;20021212;-;-;0;54;962.7;0;-2.6;-5;-0.6;95.2
RAG;20021213;-;-;0;75;966.7;0.2;0.2;-1.8;3.1;92.8
RAG;20021214;-;-;0;50;960.8;0;3.2;-1.2;9.3;67.9
RAG;20021215;-;-;0;83;959.2;0;2;0;5.3;86.1
RAG;20021216;-;-;0;96;960.2;21.4;5.6;4;7.1;77.4
RAG;20021217;-;-;0;100;960.4;5.5;4.4;4;5.2;91.1
RAG;20021218;-;-;0;92;965.9;0;3.8;3.3;4.8;84.1
RAG;20021219;-;-;0;4;968.5;0;0.3;-1.5;3.8;73.6
RAG;20021220;-;-;0;54;965.4;0;2;-2;5.8;71
RAG;20021221;-;-;0;100;962.7;7.7;4.9;3.2;5.9;84.5
RAG;20021222;-;-;0;92;959;9.7;5.9;4.8;8.9;84.7
RAG;20021223;-;-;0;50;958;0;8.2;5;11;78.2
RAG;20021224;-;-;0;92;957.9;0.2;7;5.2;9.4;74.5
RAG;20021225;-;-;0;83;959.4;0.3;5.2;4;7.9;94
RAG;20021226;-;-;0;67;956.6;0;8;3.8;10.5;66.1
RAG;20021227;-;-;0;92;947.9;0;12.2;5.1;15;45
RAG;20021228;-;-;0;100;944.9;16.4;8;6.1;9.8;83.1
RAG;20021229;-;-;0;100;955.2;3.1;6.6;5.2;9.2;81.3
RAG;20021230;-;-;0;88;951.1;3.9;6.4;4.7;8.9;78.7
RAG;20021231;-;-;0;96;951.2;6.1;7;6;8.5;88.2
RAG;20030101;-;-;0;58;954.6;0;7.7;5;10.4;70.9
RAG;20030102;-;-;0;100;944.1;1.9;10.3;6.8;13.7;69.7
RAG;20030103;-;-;0;63;947.1;4.7;8.6;7.2;13.1;72.2
RAG;20030104;-;-;0;88;944.4;4;5.9;5;7.7;89
RAG;20030105;-;-;2;96;950.5;0.1;-1.1;-1.6;0;77.2
RAG;20030106;-;-;2;50;949.9;0.2;-3.3;-6;-1;75.7
RAG;20030107;-;-;2;92;952.7;0;-4.3;-4.8;-4;72.2
RAG;20030108;-;-;0;29;951;0;-6.2;-8.8;-2.6;68.4
RAG;20030109;-;-;0;96;952.5;0;-6.4;-7.5;-5.3;90.2
RAG;20030110;-;-;0;100;958.7;0;-6.3;-7.4;-5.3;87.3
RAG;20030111;-;-;0;96;966.1;0;-6.4;-7.4;-5.3;75.3
RAG;20030112;-;-;0;29;971.2;0;-8.8;-11.3;-5.8;83.1
RAG;20030113;-;-;0;54;973.5;4.4;-5.2;-11;-1;83.8
RAG;20030114;-;-;10;54;976.2;0.1;-0.8;-3.4;4.2;88.2
RAG;20030115;-;-;7;13;971.6;0;0.5;-3.1;5.8;80.7
RAG;20030116;-;-;6;83;971.5;0.1;-1.9;-5.2;1.2;90.7
RAG;20030117;-;-;6;8;965.5;0;-1;-4.5;4.2;77.9
RAG;20030118;-;-;6;33;962.5;0;0.2;-5;5.6;68.1
RAG;20030119;-;-;5;25;955.9;0;1.5;-2.6;8.3;65.6
RAG;20030120;-;-;5;29;952.7;0;3.1;-1.7;10.8;64.6
RAG;20030121;-;-;0;92;940.1;0.3;7.1;2.5;10.4;69.7
RAG;20030122;-;-;0;67;945.2;1.4;4.6;1.5;9.2;83.7
RAG;20030123;-;-;0;100;959;16.4;2.5;1.4;5.2;88.3
RAG;20030124;-;-;5;100;972.2;5.3;0.6;0;2.2;97.2
RAG;20030125;-;-;4;50;973.3;0;0.7;0;4.1;83.7
RAG;20030126;-;-;3;96;972.1;1.4;-1;-1.7;0;87.9
RAG;20030127;-;-;6;100;971.8;11.1;0.8;-2;2.8;95.2
RAG;20030128;-;-;3;67;960.4;7.1;2.8;1.4;6.3;82.4
RAG;20030129;-;-;4;100;946.6;11;0.3;0;1.5;90.6
RAG;20030130;-;-;25;96;943.4;1.1;-0.4;-1.1;1.1;85.9
RAG;20030131;-;-;21;100;951.5;1.2;-4.1;-5;-2.1;87.3
RAG;20030201;-;-;24;17;962;0;-7;-10;-3.3;85.1
RAG;20030202;-;-;22;79;958.7;0.2;-2.9;-9.2;0;74.2
RAG;20030203;-;-;22;96;945.9;13.5;1.9;-1.4;4.9;69.8
RAG;20030204;-;-;17;100;936.2;8.2;-0.4;-1.4;0.6;97.1
RAG;20030205;-;-;32;100;946.6;21.8;-2.6;-4.4;-1.5;92.2
RAG;20030206;-;-;66;100;958.5;7.9;-2.5;-3.7;-0.5;96.2
RAG;20030207;-;-;80;50;966.4;0;-3.9;-8.2;0;75.4
RAG;20030208;-;-;65;96;965.1;0;-0.5;-2.5;1;80.5
RAG;20030209;-;-;40;33;960.2;0;1.4;-1.3;5.5;80.7
RAG;20030210;-;-;30;0;963.5;0;-3.3;-5.7;0;71.3
RAG;20030211;-;-;28;29;966.2;0;-4.4;-9.8;0.7;85.5
RAG;20030212;-;-;25;88;965.6;0;-5.3;-9.2;-1.5;86.6
RAG;20030213;-;-;25;38;963.4;0;-6.2;-10.2;-2.1;83.2
RAG;20030214;-;-;25;42;964.5;0;-7.1;-11.2;-2.5;86.4
RAG;20030215;-;-;25;96;968;0.1;-5.9;-9;-3;81.9
RAG;20030216;-;-;25;88;967;0.1;-4.5;-5.4;-2.1;87.2
RAG;20030217;-;-;25;13;968.4;0;-5.3;-8.1;-2;76.7
RAG;20030218;-;-;25;0;964.2;0;-7.4;-12.9;-2.8;83.4
RAG;20030219;-;-;25;4;958.6;0;-7.4;-13.8;-2.3;84.1
RAG;20030220;-;-;25;21;956.2;0;-7.5;-13.2;-2.5;91.2
RAG;20030221;-;-;23;33;962.2;0;-6.6;-11.5;-1.8;88.3
RAG;20030222;-;-;20;42;966.6;0;-6.7;-12.9;-1.8;91
RAG;20030223;-;-;20;0;971.2;0;-4.5;-11;1.5;86.4
RAG;20030224;-;-;15;0;968.8;0;0.1;-5.2;5.1;64.9
RAG;20030225;-;-;13;0;963.6;0;6.2;-2.1;12.1;35.6
RAG;20030226;-;-;10;25;959.3;0;8.7;5.1;13.9;29.2
RAG;20030227;-;-;7;17;959.7;0;7.6;4.4;10.5;31.8
RAG;20030228;-;-;5;25;967;0;5.8;2;11.2;62.2
RAG;20030301;-;-;3;50;963.3;0.2;7.4;2.8;11.5;64.5
RAG;20030302;-;-;0;92;957.7;4;6.3;4.5;11.2;87.8
RAG;20030303;-;-;0;88;960.9;0;4.2;3;5.5;77.6
RAG;20030304;-;-;0;25;964.4;0;5.1;0;10.2;62.1
RAG;20030305;-;-;0;42;961.6;0;9.3;4.5;15.5;56.5
RAG;20030306;-;-;0;83;956.5;1.2;8.1;4.9;12.5;66.4
RAG;20030307;-;-;0;46;963.6;0;6.3;3.7;11.8;78.6
RAG;20030308;-;-;0;33;966.8;0;5.6;0;10.8;75.5
RAG;20030309;-;-;0;50;967.7;0;7.9;2.7;15;62.7
RAG;20030310;-;-;0;13;969.5;0;10.6;4.6;18;51.2
RAG;20030311;-;-;0;50;965;0;13.1;8;19.8;53.3
RAG;20030312;-;-;0;83;963.5;9.6;8;5.2;13;77.6
RAG;20030313;-;-;0;67;969.8;0;7.3;4.1;10.3;71.2
RAG;20030314;-;-;0;17;967.8;0;3.5;-1;7.5;66.6
RAG;20030315;-;-;0;21;972.3;0;3.9;-0.3;9.7;63
RAG;20030316;-;-;0;13;976.7;0;2.6;-3.2;9.2;72.2
RAG;20030317;-;-;0;17;971.9;0;6;0;11.3;60.6
RAG;20030318;-;-;0;4;968.3;0;5.9;0;14.2;64.4
RAG;20030319;-;-;0;4;967.2;0;6.7;0;13.1;60.9
RAG;20030320;-;-;0;0;965.3;0;7.5;1;16.2;63.3
RAG;20030321;-;-;0;25;961.3;0;8.2;2;14.6;57.2
RAG;20030322;-;-;0;13;963.6;0;6;0;12;74.5
RAG;20030323;-;-;0;0;967.1;0;7.4;0;15;66.3
RAG;20030324;-;-;0;0;969.7;0;10.2;4.8;17.6;57.5
RAG;20030325;-;-;0;0;964.1;0;11.6;5;17.5;54.8
RAG;20030326;-;-;0;8;959.8;0;11.2;5.3;18.1;58.7
RAG;20030327;-;-;0;38;959.3;0;14.6;8;20.2;50.9
RAG;20030328;-;-;0;63;957.4;0;13.4;9.8;19.6;64.3
RAG;20030329;-;-;0;50;955.9;0;14.5;9.4;20;64.8
RAG;20030330;-;-;0;42;956.1;7.5;12.8;7.7;18.9;72.9
RAG;20030331;-;-;0;92;960.5;2.4;9.9;9.1;12;87.7
RAG;20030401;-;-;0;13;960.1;0.1;12.2;5.5;17.7;65.9
RAG;20030402;-;-;0;100;948.5;13;5.7;4;9.1;89.3
RAG;20030403;-;-;0;96;956.7;0.3;2.5;1.1;6.2;89.3
RAG;20030404;-;-;0;58;964.9;0;4.1;0.8;9.1;71.6
RAG;20030405;-;-;0;29;963.4;3.1;5.8;0;13.2;70.1
RAG;20030406;-;-;0;100;959.4;2.2;3.1;0.8;5;80.2
RAG;20030407;-;-;0;67;960.9;0;0.1;-1;1.3;64.3
RAG;20030408;-;-;0;0;960.3;0;1.7;-4.2;9.5;51.9
RAG;20030409;-;-;0;92;953.5;0;3.5;0.3;6.9;82.6
RAG;20030410;-;-;0;88;944.7;0.1;4.5;2.9;10;89.2
RAG;20030411;-;-;0;63;952.6;0;6;0;13.2;68.6
RAG;20030412;-;-;0;92;957.3;0;5.4;0;10.1;88.5
RAG;20030413;-;-;0;0;962.7;0;10.8;4.5;19.3;69.9
RAG;20030414;-;-;0;21;958;0;15.5;8.5;21.3;46.9
RAG;20030415;-;-;0;4;960.8;0;15.7;9.5;22.8;52.4
RAG;20030416;-;-;0;0;962;0;15.9;9.8;22.1;56.4
RAG;20030417;-;-;0;29;964.1;0;14.6;9.9;19.5;71.6
RAG;20030418;-;-;0;13;962.3;0;11;5;18;69.7
RAG;20030419;-;-;0;50;952.8;0;7.7;2.2;14.2;80
RAG;20030420;-;-;0;92;952.7;0;14.4;9.5;18.5;49.4
RAG;20030421;-;-;0;92;956.4;0;11.1;10;14.2;73.6
RAG;20030422;-;-;0;79;956.4;0;13.3;8;18.3;80.5
RAG;20030423;-;-;0;50;955.5;0;11.6;5.6;19.5;81.7
RAG;20030424;-;-;0;13;958.1;0;14.7;7.4;21.2;68.1
RAG;20030425;-;-;0;29;958.8;0;16.6;9.7;26.1;54.8
RAG;20030426;-;-;0;71;955.1;7.6;17;14.7;21.6;64.7
RAG;20030427;-;-;0;75;958;0;13;9.8;17.3;78.1
RAG;20030428;-;-;0;67;954.8;0;16.6;9.8;23.6;52.7
RAG;20030429;-;-;0;38;956.9;0;19.7;15;24.8;50.7
RAG;20030430;-;-;0;96;955.3;3.8;20.4;16.7;26.4;58.5
RAG;20030501;-;-;0;58;963.3;0;14;9.5;20.1;77.9
RAG;20030502;-;-;0;67;957.8;1.8;15.9;9;21.8;70.5
RAG;20030503;-;-;0;54;965.8;0.1;13.9;9.8;19.8;78.5
RAG;20030504;-;-;0;8;962.6;0;18.3;10.3;27.1;54.3
RAG;20030505;-;-;0;46;958;0;23;15.3;31;43.5
RAG;20030506;-;-;0;58;958.8;0;24.1;20;30;45.5
RAG;20030507;-;-;0;33;961;0;22.6;15.1;30.2;51.6
RAG;20030508;-;-;0;63;960;0;21.9;18.9;25.2;69.8
RAG;20030509;-;-;0;96;961.1;5.3;16.5;15;19.8;91.9
RAG;20030510;-;-;0;71;961.2;4.7;15.4;10.7;20.1;91.8
RAG;20030511;-;-;0;54;961.6;4.4;16;11.9;21;84
RAG;20030512;-;-;0;79;961.1;0.4;15.1;12.8;18.9;87.2
RAG;20030513;-;-;0;100;958.6;6;11.2;9.8;13.9;91.7
RAG;20030514;-;-;0;67;963.8;0.3;7.7;5.2;13;86.1
RAG;20030515;-;-;0;42;964;0;9.9;4.5;15.5;76.8
RAG;20030516;-;-;0;25;957.9;0;11.5;4.2;20;70.2
RAG;20030517;-;-;0;67;957.5;0.1;14.9;10;21.1;64.3
RAG;20030518;-;-;0;83;961;0;14.3;10;21;77.9
RAG;20030519;-;-;0;58;958.1;5.6;19.3;14.7;29.4;78
RAG;20030520;-;-;0;92;962.1;2.6;10.8;10;14.5;75.2
RAG;20030521;-;-;0;92;967.2;12;8.7;6.5;11.1;88.5
RAG;20030522;-;-;0;96;969.7;13.2;9.1;7.4;10.7;94.7
RAG;20030523;-;-;0;21;961.5;0;17.1;9.8;26;72.5
RAG;20030524;-;-;0;38;952;0;21.3;15;27.2;48.4
RAG;20030525;-;-;0;92;956.8;0.1;14.7;14.2;16.9;89.3
RAG;20030526;-;-;0;83;960.9;0;13.7;11;17.1;88.6
RAG;20030527;-;-;0;83;962.1;0;17.3;14.2;21.8;88.2
RAG;20030528;-;-;0;88;960.7;1.7;18.5;15.6;22.5;94.8
RAG;20030529;-;-;0;83;957;0;18.2;14.3;23.5;83.7
RAG;20030530;-;-;0;46;957.2;0.1;19.9;14.4;27;73.6
RAG;20030531;-;-;0;21;956.3;0.9;21.6;16;28.5;66.4
RAG;20030601;-;-;0;17;955.2;0;20.9;15.8;28.5;71.2
RAG;20030602;-;-;0;75;955.8;0.6;19.7;16.8;26.7;77.1
RAG;20030603;-;-;0;42;956.9;6.9;20.7;14.4;26.8;72.5
RAG;20030604;-;-;0;42;959;0;23.2;17;30;68.6
RAG;20030605;-;-;0;38;961.4;0;23.1;19;28.3;66.9
RAG;20030606;-;-;0;58;962.4;0.1;22.8;19;26.6;79.8
RAG;20030607;-;-;0;67;960.6;0;22.5;19;27.1;83.5
RAG;20030608;-;-;0;75;958.5;4;23.1;20;27.5;70
RAG;20030609;-;-;0;46;962.1;0;21;15;27;76.4
RAG;20030610;-;-;0;21;960.9;0.1;24.7;19;30.3;63.7
RAG;20030611;-;-;0;29;963;0;24.6;18;31;70.1
RAG;20030612;-;-;0;46;961.4;3.9;26.8;20.5;32.3;59.5
RAG;20030613;-;-;0;46;963.6;0;22.8;15.9;29.4;73.9
RAG;20030614;-;-;0;71;963.6;13.2;22.8;19.6;32.1;74.2
RAG;20030615;-;-;0;58;960.2;2.9;21.9;17.5;28.5;82.8
RAG;20030616;-;-;0;25;955.9;0;21.8;17;27;72.3
RAG;20030617;-;-;0;50;955.6;7.9;21.4;16.8;28.9;77.8
RAG;20030618;-;-;0;75;962;3.6;19.9;17;24;77.2
RAG;20030619;-;-;0;79;966.6;0;19.5;14.4;26.8;72
RAG;20030620;-;-;0;42;962.7;0;22;16;28.1;68.6
RAG;20030621;-;-;0;33;960;0;21.8;18.8;26.5;68.1
RAG;20030622;-;-;0;13;956.5;0;23.9;15.1;31.2;68.3
RAG;20030623;-;-;0;33;956.2;0;26.9;19;34.5;56.4
RAG;20030624;-;-;0;33;960.5;0;25.1;18.3;31.8;64.2
RAG;20030625;-;-;0;42;960.4;0.3;25.8;20;31.7;63.5
RAG;20030626;-;-;0;79;957.6;7;22.7;19;30.5;79.2
RAG;20030627;-;-;0;63;957.1;0;21.7;17;27.1;75.4
RAG;20030628;-;-;0;83;956.1;0;21.3;16.5;26.6;79.4
RAG;20030629;-;-;0;21;953.5;0;23.4;16;30.7;65.2
RAG;20030630;-;-;0;38;949.7;0;27.4;20.5;34.8;44.2
RAG;20030701;-;-;0;100;950.7;16.1;15.7;14;19.5;92.7
RAG;20030702;-;-;0;67;952.2;0.2;16.2;12.1;21.6;83.9
RAG;20030703;-;-;0;92;955.4;7;15.7;12.8;20.8;89.1
RAG;20030704;-;-;0;88;959.1;2.1;15.4;13.2;17.5;80.7
RAG;20030705;-;-;0;83;960.8;0.1;15.9;12.2;20.5;81.8
RAG;20030706;-;-;0;25;961.9;0;16.7;11;24.2;78
RAG;20030707;-;-;0;33;963.3;0;20;14.2;26.3;66.8
RAG;20030708;-;-;0;42;962.6;0;20.7;14.8;27;70.3
RAG;20030709;-;-;0;54;960.6;0;20.6;14.7;27.1;68.6
RAG;20030710;-;-;0;13;960.9;0;21.4;15.6;27.2;68.2
RAG;20030711;-;-;0;13;961.6;0;22.1;14.9;29;66.3
RAG;20030712;-;-;0;42;961.5;0;23.7;16.9;30.3;62.6
RAG;20030713;-;-;0;13;959.5;0;21.4;15.2;28.1;72.2
RAG;20030714;-;-;0;13;955.8;0;21.4;15;29.5;69.3
RAG;20030715;-;-;0;42;954.7;0;23.3;15.8;31.6;71.6
RAG;20030716;-;-;0;42;955.3;7.2;24.2;20.2;34.7;83.7
RAG;20030717;-;-;0;96;962.4;0.8;18.7;17.4;20.1;89.9
RAG;20030718;-;-;0;25;965;0;19.6;13;26.2;74.1
RAG;20030719;-;-;0;8;962.6;0;22.2;14.8;30;63.8
RAG;20030720;-;-;0;17;958.9;0;27.1;20.2;35.1;51.2
RAG;20030721;-;-;0;67;962.2;5.3;20.2;18.9;27.2;77.6
RAG;20030722;-;-;0;42;962.3;20.2;23.5;17.3;30.1;68.4
RAG;20030723;-;-;0;50;961.9;0.6;21.6;17.5;27.1;77.7
RAG;20030724;-;-;0;100;958.8;3.6;18;16.2;21.2;90.9
RAG;20030725;-;-;0;29;958.4;0;19.8;14;27.1;76.7
RAG;20030726;-;-;0;54;957.5;0;23.7;19.8;29.1;71.9
