stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
JUN;19730524;-;41;661.6;-6.9;95.4;528;-9.5;-4.3
JUN;19730525;-;46;662.3;-5.1;58.9;708;-8.8;-3.3
JUN;19730526;-;21;662.6;-3.7;64.8;882;-6.6;-2
JUN;19730527;-;50;662.3;-2.4;67.8;804;-3.7;-1.2
JUN;19730528;-;88;661.1;-2.6;95.1;348;-4.4;1.4
JUN;19730529;-;100;657.5;-2.9;94.8;0;-4.8;-1
JUN;19730530;-;88;656.1;-2.8;82.5;306;-5.4;-0.5
JUN;19730531;-;91;657.9;-1;95.6;48;-3.5;1.8
JUN;19730601;-;91;657.7;-1.6;98.5;0;-2.8;-0.5
JUN;19730602;-;100;656.9;-2.8;100;0;-3.3;-1.5
JUN;19730603;-;50;658.8;-3.5;92.4;534;-5.7;-1.1
JUN;19730604;-;71;661.7;-2.5;69.1;396;-4.5;-0.2
JUN;19730605;-;100;663.1;-2.6;98.7;72;-4.3;-0.4
JUN;19730606;-;96;661.1;-1.5;99.6;150;-3.1;1
JUN;19730607;-;66;656.6;-5.5;70.5;420;-7.6;-1.6
JUN;19730608;-;100;652.4;-7.2;100;132;-9.5;-3.6
JUN;19730609;-;100;655.3;-5.2;100;168;-7.3;-3.2
JUN;19730610;-;46;658.9;-3.8;97.2;528;-6.9;0
JUN;19730611;-;25;662.2;-0.1;72.2;672;-3.6;3.1
JUN;19730612;-;66;663.5;1.2;99.3;348;-0.8;2.8
JUN;19730613;-;79;662.7;-1.6;95;168;-2.8;0.8
JUN;19730614;-;96;664.1;-2.6;100;0;-3.8;1.3
JUN;19730615;-;4;666.4;0.8;49.3;888;-6.2;3.2
JUN;19730616;-;34;664.8;0.8;63;870;0.6;1.4
JUN;19730617;-;75;663.2;-0.7;78.3;366;-1.6;0.1
JUN;19730618;-;79;661.4;-2.6;100;6;-4.7;-0.8
JUN;19730619;-;25;660.3;-0.9;56.1;768;-6.2;2.1
JUN;19730620;-;96;656.2;-2.9;93.1;108;-6.9;1.1
JUN;19730621;-;79;653;-6.1;99.2;60;-9.4;-3.6
JUN;19730622;-;100;653.1;-5.8;87.4;0;-10.4;-2.7
JUN;19730623;-;100;652.2;-6.7;100;0;-7.3;-5.8
JUN;19730624;-;100;656.8;-5.7;100;0;-7.8;-2.1
JUN;19730625;-;16;660.4;-2.3;69.1;900;-7.1;0.9
JUN;19730626;-;13;665.1;1.2;39.9;906;-3.1;4.4
JUN;19730627;-;54;668;3.9;58.5;528;2;5.3
JUN;19730628;-;96;666.3;1.8;97.1;162;0.2;4.2
JUN;19730629;-;100;664.8;-2.5;100;60;-6.5;0.6
JUN;19730630;-;41;665.6;0.7;50.5;738;-3.2;3.3
JUN;19730701;-;34;666.2;1.8;57.1;726;0.6;2.8
JUN;19730702;-;46;667.2;0;66.8;552;-0.8;1.2
JUN;19730703;-;59;667.7;0.1;79;528;-1.5;2.9
JUN;19730704;-;38;665.2;1.7;74;624;0.7;3.9
JUN;19730705;-;41;662.6;2.8;51.7;744;0.5;4.6
JUN;19730706;-;75;660.8;1.1;85.7;324;-0.3;2.7
JUN;19730707;-;100;661;-0.8;98.5;252;-2.4;1.1
JUN;19730708;-;71;661.4;0;84.6;408;-2.1;3.1
JUN;19730709;-;96;660.2;-2.1;100;0;-2.5;-0.6
JUN;19730710;-;91;662.2;-2.7;97;348;-4.6;-0.7
JUN;19730711;-;88;662.3;-2.8;83.7;414;-5.7;-0.5
JUN;19730712;-;100;659.4;-2.1;100;126;-3;-0.6
JUN;19730713;-;16;658;-0.5;40.6;912;-5.6;3.5
JUN;19730714;-;100;655.4;-0.8;100;72;-1.7;0.8
JUN;19730715;-;100;651.9;-1;100;0;-2.6;0.5
JUN;19730716;-;100;655.1;-0.8;100;0;-2.3;1.5
JUN;19730717;-;100;654.4;-1.6;100;0;-3.2;0
JUN;19730718;-;91;656.6;-4.2;97.9;162;-5.6;-1.3
JUN;19730719;-;96;658;-4.1;95.8;84;-5.8;-1.7
JUN;19730720;-;66;658.8;-1.8;85;408;-5.5;0.8
JUN;19730721;-;96;658.7;-1.2;95.8;0;-2.2;0.1
JUN;19730722;-;100;657.4;-3.3;87.5;54;-5.6;-0.8
JUN;19730723;-;100;655.2;-5.2;100;0;-7.8;-3.4
JUN;19730724;-;100;651.6;-6.1;100;0;-7.4;-4.5
JUN;19730725;-;100;650.7;-5.7;100;0;-7;-4.3
JUN;19730726;-;100;655.4;-7.7;100;0;-8.6;-5.7
JUN;19730727;-;100;656.6;-7.8;100;0;-8.9;-5.9
JUN;19730728;-;34;656.6;-7.3;70.6;798;-9.9;-2.6
JUN;19730729;-;38;659.4;-1.9;87.1;798;-5.2;2
JUN;19730730;-;79;659.8;-3;91.1;456;-3.6;-0.5
JUN;19730731;-;38;661.4;-2;73.1;750;-4.5;1.1
JUN;19730801;-;96;662.4;-1;86;288;-2.9;1
JUN;19730802;-;100;660.3;-2.3;99.4;12;-3;-0.1
JUN;19730803;-;91;660.2;-2;100;0;-3.5;-0.3
JUN;19730804;-;84;660.5;-2.7;98.8;294;-5.5;-0.4
JUN;19730805;-;71;664;0.7;77;618;-3.3;4
JUN;19730806;-;13;667.3;4.4;49.4;846;1.3;6.3
JUN;19730807;-;88;667.8;2.6;87.2;132;1.7;4.7
JUN;19730808;-;16;667.2;1.2;17.6;804;-0.7;2.9
JUN;19730809;-;16;668;2.7;24.4;762;0;4.8
JUN;19730810;-;4;670.1;4.7;56.4;756;3.2;7.2
JUN;19730811;-;91;670.3;3.3;83.2;396;1.4;6.3
JUN;19730812;-;71;668.8;3.3;83.6;702;0.3;5.9
JUN;19730813;-;38;668.4;4.1;71.4;564;2.7;5.9
JUN;19730814;-;54;666.7;2.7;92;414;2;4
JUN;19730815;-;41;664.8;1;85.8;498;-0.5;3.8
JUN;19730816;-;16;664.6;2;67;666;-0.5;4.1
JUN;19730817;-;13;665.4;1.7;65;594;0;3.7
JUN;19730818;-;21;666.6;2.9;66;660;0.6;5.3
JUN;19730819;-;41;666.7;3;69.6;570;1.2;4.3
JUN;19730820;-;50;666.3;1.2;90.4;462;-0.3;2.8
JUN;19730821;-;50;667.2;2.1;95;534;0.3;4.3
JUN;19730822;-;29;667.6;3.9;61.6;708;1.9;6.2
JUN;19730823;-;71;666.1;1.6;70;534;-0.6;2.7
JUN;19730824;-;50;662.8;0.5;71.6;576;-1.6;3.1
JUN;19730825;-;100;660.1;-0.5;99.2;0;-1;1.9
JUN;19730826;-;96;660.5;-0.5;96;330;-2.2;2.1
JUN;19730827;-;96;661.5;-0.5;97;78;-2;2.2
JUN;19730828;-;100;660;-1.6;97.6;54;-2.9;1.1
JUN;19730829;-;79;660.7;-2.8;98.4;228;-4.5;-1.5
JUN;19730830;-;66;659.7;-3.4;78.2;456;-6.2;-0.8
JUN;19730831;-;100;657.2;-7.1;100;0;-8;-2
JUN;19730901;-;54;664.3;-2.6;83.5;528;-9.6;1.9
JUN;19730902;-;46;667.4;0.3;73.2;684;-0.2;1.8
JUN;19730903;-;21;668.7;1.5;66.6;726;0.1;2.8
JUN;19730904;-;13;668.3;2.8;53;726;0.9;4.6
JUN;19730905;-;25;666.6;2.2;66.2;522;0.9;3.4
JUN;19730906;-;9;667.6;2.2;54.5;714;0.5;3.9
JUN;19730907;-;16;668.3;1.3;60.7;678;-0.2;3
JUN;19730908;-;25;666.8;0.1;61.8;660;-0.9;1.8
JUN;19730909;-;54;664.7;-0.1;81.2;468;-1.5;2.7
JUN;19730910;-;100;660.8;-2.7;100;0;-3.3;-1.6
JUN;19730911;-;16;663.3;-3.7;73;696;-7.1;1
JUN;19730912;-;13;663.9;0.1;39.1;690;-2.2;1.4
JUN;19730913;-;66;663.1;-0.5;59.7;462;-1.9;2
JUN;19730914;-;96;663.3;0.3;87.4;120;-1.1;2
JUN;19730915;-;46;664.7;0.7;72.8;474;-1.5;3.6
JUN;19730916;-;96;663.7;-0.5;84.5;0;-2.2;1.2
JUN;19730917;-;54;658.5;-1.3;86.3;384;-3.4;0.6
JUN;19730918;-;100;652.8;-2;96.7;0;-2.8;0
JUN;19730919;-;59;656.4;-3;90.6;396;-5;-1.4
JUN;19730920;-;41;657.8;-1.7;92.8;450;-3.6;0.9
JUN;19730921;-;96;651.9;-4;95.4;0;-4.8;-2
JUN;19730922;-;100;650.4;-7.8;97.4;126;-10.3;-5.8
JUN;19730923;-;100;651.4;-7.9;80.3;90;-9.7;-6.6
JUN;19730924;-;79;653.8;-7.7;96.5;72;-9.2;-5.3
JUN;19730925;-;16;656.1;-6.3;20.4;492;-9.4;-1
JUN;19730926;-;25;656.9;-2.7;50.2;450;-4.9;0.3
JUN;19730927;-;100;656;-9.4;98.6;0;-11.6;-3.1
JUN;19730928;-;29;659.8;-2.2;35.5;378;-9.4;1
JUN;19730929;-;38;655.3;-2.4;59.7;444;-3.7;-0.7
JUN;19730930;-;54;650.5;-9.9;55.6;336;-11.2;-7.6
JUN;19731001;-;96;653;-6.9;71;0;-11.5;-3.3
JUN;19731002;-;91;661.2;-4.2;95.1;138;-5.2;-2.8
JUN;19731003;-;96;660.5;-3.9;95.4;0;-6.5;-2
JUN;19731004;-;100;663.6;-2.9;96.7;0;-3.2;-2
JUN;19731005;-;9;664.3;-2.7;53.7;570;-4.8;-1.1
JUN;19731006;-;84;662.4;-3.8;89.2;126;-4.7;-2.8
JUN;19731007;-;91;657.8;-7.7;93.8;24;-9.4;-4.9
JUN;19731008;-;79;656.6;-8.6;91.9;0;-10.2;-3.2
JUN;19731009;-;13;658.9;-4.7;40.3;552;-8.8;-3.6
JUN;19731010;-;16;658.6;-3.1;55.3;546;-5;-1
JUN;19731011;-;29;654.4;-4.4;33.8;516;-5.7;-3.6
JUN;19731012;-;71;653;-6.3;78.4;390;-7.9;-4.2
JUN;19731013;-;100;648.5;-6.9;97;0;-8.6;-5.8
JUN;19731014;-;88;643.8;-6;87.8;108;-7.2;-3.9
JUN;19731015;-;75;643.9;-8.2;78.7;18;-11.2;-5.6
JUN;19731016;-;96;643.8;-7.7;93.9;12;-9.7;-6.1
JUN;19731017;-;75;648.5;-9.5;89.1;276;-10.7;-7.8
JUN;19731018;-;66;652.1;-14;90;162;-16.9;-8.5
JUN;19731019;-;29;657;-7.7;41.1;540;-14;-4.8
JUN;19731020;-;75;656.5;-7.4;92.7;240;-9;-4.5
JUN;19731021;-;100;651.8;-9.6;100;0;-14;-5.9
JUN;19731022;-;46;654.5;-13.6;66.3;210;-16;-7
JUN;19731023;-;96;659.3;-9.9;96.3;0;-13.8;-5.7
JUN;19731024;-;41;658.3;-13.1;58.7;414;-16.1;-7.3
JUN;19731025;-;4;661.3;-5.7;34.2;522;-12.2;-1.8
JUN;19731026;-;25;662.4;-2.5;21.9;528;-6.4;0.8
JUN;19731027;-;0;662.7;-1.2;19.5;534;-3.1;0.7
JUN;19731028;-;13;662.9;-0.9;17.7;522;-1.5;0.5
JUN;19731029;-;34;661.4;-4.5;38.4;360;-5.6;-3.2
JUN;19731030;-;16;660;-2.8;42.3;510;-6.1;0.2
JUN;19731031;-;13;660.4;-0.5;41.9;516;-3.1;0.3
JUN;19731101;-;13;660.6;-4.4;38.3;510;-6;-3.4
JUN;19731102;-;16;659.6;-4.6;38;504;-6.4;-3.1
JUN;19731103;-;21;658.6;-5.2;49.3;480;-6.9;-3.1
JUN;19731104;-;63;657.1;-5;81.6;114;-6.8;-3.6
JUN;19731105;-;84;653.9;-6.8;90.4;0;-9.1;-6
JUN;19731106;-;100;648.7;-13.1;94.2;0;-18.5;-8.4
JUN;19731107;-;9;654.1;-14.6;70.1;510;-21.3;-6.9
JUN;19731108;-;75;660.6;-9.2;85.9;258;-11.6;-7.1
JUN;19731109;-;38;662.3;-5.8;55.6;498;-10.4;-2.5
JUN;19731110;-;13;660.9;-4.3;36.5;504;-6.1;-2.4
JUN;19731111;-;71;655.4;-5.5;36.4;432;-7.8;-3.6
JUN;19731112;-;25;655.5;-9.6;23.4;504;-12.1;-4.5
JUN;19731113;-;100;653.7;-8.4;100;0;-11.3;-4.9
JUN;19731114;-;100;649.1;-9.1;100;0;-9.5;-7.7
JUN;19731115;-;100;650.8;-8.7;100;0;-10;-7.7
JUN;19731116;-;71;653.1;-10.4;77;186;-12;-9.8
JUN;19731117;-;13;655.2;-11.5;36.5;486;-13.8;-6.9
JUN;19731118;-;13;659.3;-7.1;46;492;-10.8;-5.8
JUN;19731119;-;25;659.4;-8;53.4;462;-8.4;-7.3
JUN;19731120;-;21;660.4;-9.2;54.8;444;-10.5;-6
JUN;19731121;-;9;663.5;-6.3;62.2;480;-8.1;-5.4
JUN;19731122;-;21;663.6;-7.1;57.5;480;-7.9;-5.2
JUN;19731123;-;50;662.7;-6.2;33;240;-7.6;-5.8
JUN;19731124;-;21;660.7;-5.7;48.7;468;-8;-4.3
JUN;19731125;-;46;654.1;-9.1;62.3;402;-11;-7.3
JUN;19731126;-;100;645.1;-18.8;100;0;-24.8;-13
JUN;19731127;-;100;643.8;-28.1;100;0;-30;-26.4
JUN;19731128;-;88;645;-26.7;92.3;0;-29.6;-14.6
JUN;19731129;-;100;638.5;-18;100;0;-25.7;-14
JUN;19731130;-;100;638.7;-26.6;100;0;-27.7;-23.9
JUN;19731201;-;50;636.8;-25.3;88.8;306;-26.3;-23.1
JUN;19731202;-;0;638.5;-26.9;80;462;-28.3;-20
JUN;19731203;-;13;648.5;-14.9;80;462;-27.8;-8.2
JUN;19731204;-;91;654.5;-10.7;92.3;0;-12.7;-8.8
JUN;19731205;-;100;655.4;-11.2;100;0;-12.5;-9.5
JUN;19731206;-;50;652.9;-11.9;77.1;390;-13.8;-10.6
JUN;19731207;-;100;646.9;-12.8;96.6;0;-15.4;-8.7
JUN;19731208;-;100;641.5;-12;97;0;-16.3;-9.5
JUN;19731209;-;34;645.1;-19.4;96.7;258;-22.1;-12.5
JUN;19731210;-;4;654.4;-11.2;54.8;456;-17.8;-7.6
JUN;19731211;-;38;656.8;-8.8;38.9;450;-10.2;-6.4
JUN;19731212;-;50;653.2;-14.1;73.2;228;-15.6;-12.5
JUN;19731213;-;100;647.5;-15.1;100;0;-16.5;-13.8
JUN;19731214;-;100;640.1;-13.9;100;0;-15.7;-12.8
JUN;19731215;-;88;640.2;-25.3;100;0;-26.5;-10.8
JUN;19731216;-;100;649.2;-11.3;96.9;0;-26;-9.1
JUN;19731217;-;100;642.9;-14;100;0;-16.2;-11.9
JUN;19731218;-;46;643.2;-15.6;89.6;342;-19.3;-12.5
JUN;19731219;-;54;644.4;-15;90.8;138;-17;-11.5
JUN;19731220;-;100;641.1;-12.5;100;0;-17;-11
JUN;19731221;-;100;636.6;-12.8;100;0;-14;-11.3
JUN;19731222;-;66;641.2;-12.2;89.8;0;-14.2;-10.3
JUN;19731223;-;100;641.3;-12.5;100;0;-13.7;-9.8
JUN;19731224;-;100;643.8;-11.6;100;0;-12.8;-10.8
JUN;19731225;-;100;644.5;-11.6;100;0;-12.6;-10.7
JUN;19731226;-;75;649.4;-13.2;100;96;-14;-10
JUN;19731227;-;13;657.6;-9;73.2;444;-14.5;-6.8
JUN;19731228;-;41;659.6;-7.5;30.7;372;-9;-5.8
JUN;19731229;-;9;660.9;-6.9;40.1;450;-8.9;-5.6
JUN;19731230;-;21;658.2;-6.7;42.7;378;-9.8;-4
JUN;19731231;-;79;653.7;-8.9;74.4;0;-10.4;-6.8
JUN;19740101;-;79;650.3;-10.7;97.8;0;-12;-9.5
JUN;19740102;-;100;648;-13.3;100;0;-14.4;-11.7
JUN;19740103;-;100;646.1;-14.4;100;0;-15.9;-13.1
JUN;19740104;-;75;652;-13.2;96.3;0;-15.8;-9.6
JUN;19740105;-;71;653.4;-8.1;44.3;192;-11.8;-5.7
JUN;19740106;-;79;648.3;-13.2;98.5;6;-16.6;-10.6
JUN;19740107;-;79;652.2;-11.1;83.4;30;-17.5;-8.1
JUN;19740108;-;96;651.5;-13.4;57.5;48;-18.3;-9.4
JUN;19740109;-;84;645.5;-12.8;74;0;-14;-10.4
JUN;19740110;-;54;649.7;-12.3;65.3;396;-14.2;-6.9
JUN;19740111;-;100;658.2;-8.3;100;0;-12.7;-6.7
JUN;19740112;-;34;661.6;-6.8;66.1;372;-12.3;-4
JUN;19740113;-;71;657.7;-6.5;54.5;90;-9.7;-4.7
JUN;19740114;-;84;655.6;-10.1;96.4;156;-11.9;-7.8
JUN;19740115;-;100;659.7;-7.7;100;0;-11.1;-6.4
JUN;19740116;-;66;658.6;-6.6;76.4;198;-8.5;-4.7
JUN;19740117;-;100;651.8;-18.9;100;0;-20.4;-15.8
JUN;19740118;-;100;658.5;-14.3;100;0;-20;-8.8
JUN;19740119;-;100;661.9;-8.8;100;0;-12.3;-8
JUN;19740120;-;13;663.5;-6.9;57.7;450;-10.1;-2.8
JUN;19740121;-;4;662.1;-4.9;28.7;486;-6;-3.8
JUN;19740122;-;16;659;-7.3;35.3;486;-8.8;-6
JUN;19740123;-;34;656;-10.3;60.9;378;-12.3;-7.9
JUN;19740124;-;75;653.7;-11;64.2;174;-11.5;-10
JUN;19740125;-;13;650.3;-12.4;46.7;486;-17.5;-9.8
JUN;19740126;-;38;649.5;-11;55.7;432;-12.1;-9.5
JUN;19740127;-;100;647.7;-14.5;99.3;0;-16;-10.7
JUN;19740128;-;38;651.9;-9.4;61.5;414;-16.9;-7.1
JUN;19740129;-;79;649.5;-9.6;84.5;0;-13.5;-8
JUN;19740130;-;75;651.2;-12.3;97.1;0;-13.5;-11.2
JUN;19740131;-;91;651.3;-12.9;100;0;-14.5;-9.3
JUN;19740201;-;66;650.2;-12.3;98.1;240;-14.1;-9.2
JUN;19740202;-;100;648.1;-13.4;100;0;-14;-12.6
JUN;19740203;-;100;643.7;-12.6;100;0;-14;-11.5
JUN;19740204;-;50;644.1;-14.4;96;354;-15.1;-13
JUN;19740205;-;75;640.3;-15.1;97.4;0;-18.5;-9.5
JUN;19740206;-;100;627.4;-14.2;94.5;0;-21.2;-9.2
JUN;19740207;-;100;627.7;-21.6;100;0;-22.8;-21
JUN;19740208;-;96;643.6;-19.8;84.5;102;-24.7;-10.7
JUN;19740209;-;75;651.4;-12.1;80.4;390;-13.2;-11.2
JUN;19740210;-;25;654.2;-9.3;51.6;510;-12.6;-5.8
JUN;19740211;-;46;648;-5.6;30.3;372;-9.9;-2.2
JUN;19740212;-;100;641.7;-12.5;100;0;-13.6;-11.5
JUN;19740213;-;91;637.6;-13.5;100;30;-14.4;-12.2
JUN;19740214;-;63;642.2;-14.7;100;114;-15.5;-8.7
JUN;19740215;-;66;642.4;-11.6;55.7;420;-16;-8.6
JUN;19740216;-;100;641;-13.5;100;0;-14.8;-12
JUN;19740217;-;100;645.2;-12.9;100;0;-14;-11.1
JUN;19740218;-;100;645.6;-10.8;100;0;-15.2;-9.6
JUN;19740219;-;96;641;-12.3;100;0;-13.4;-11.7
JUN;19740220;-;66;647.1;-13.1;93.8;264;-15.8;-10.2
JUN;19740221;-;34;651.6;-11.7;49.8;528;-14.4;-9.6
JUN;19740222;-;96;649.9;-11.1;100;30;-12.6;-9.1
JUN;19740223;-;100;645.6;-16.6;100;0;-19.3;-14.4
JUN;19740224;-;9;648;-15.3;63.9;546;-21.5;-12.7
JUN;19740225;-;16;649.1;-13.5;49.5;552;-17.7;-10.9
JUN;19740226;-;41;645.4;-18.1;65.1;336;-20.4;-15.6
JUN;19740227;-;88;646.6;-19.1;93.9;6;-22.4;-16.6
JUN;19740228;-;100;644.2;-19.3;100;0;-21.3;-17.7
JUN;19740301;-;84;640.8;-18.5;98;90;-22;-14.1
JUN;19740302;-;46;640.3;-20.6;83.2;276;-21.4;-19
JUN;19740303;-;96;640.4;-19.3;87.2;24;-21;-17.4
JUN;19740304;-;100;639.2;-17;100;0;-20.1;-15.5
JUN;19740305;-;75;641.4;-18.3;92;0;-19.4;-17
JUN;19740306;-;84;645.5;-15.6;94;102;-20.1;-11.7
JUN;19740307;-;4;651.3;-11.5;48;570;-14.9;-9.3
JUN;19740308;-;0;646.6;-15.1;41;576;-15.8;-13.6
JUN;19740309;-;29;646.6;-14.8;49;582;-17.4;-11.7
JUN;19740310;-;71;648.4;-15.7;85;450;-16.8;-13.7
JUN;19740311;-;63;650.8;-13.5;89;414;-16.3;-11.5
JUN;19740312;-;100;651.3;-12.6;78;120;-14.8;-10.1
JUN;19740313;-;100;648.8;-12.4;97;222;-15.4;-9.7
JUN;19740314;-;100;645.6;-14.3;100;42;-15.5;-12.4
JUN;19740315;-;71;642.4;-17.9;61.8;546;-22;-8.9
JUN;19740316;-;100;644.6;-11.3;97.6;0;-15.1;-8.2
JUN;19740317;-;96;650.9;-9.9;96;0;-12.3;-6.9
JUN;19740318;-;100;650.2;-8.2;85;174;-9.6;-7.6
JUN;19740319;-;100;649.2;-8.6;100;0;-9.4;-7.4
JUN;19740320;-;100;650.8;-8.3;100;0;-9.5;-6.6
JUN;19740321;-;100;658.2;-6.4;100;0;-7.9;-4.9
JUN;19740322;-;71;655.6;-8.5;100;270;-9.8;-6.8
JUN;19740323;-;100;652.8;-10.2;100;0;-11.5;-8.6
JUN;19740324;-;41;653;-11;96.4;402;-13.1;-8.1
JUN;19740325;-;88;651.6;-10.5;98;36;-13.1;-7.9
JUN;19740326;-;100;649.6;-9.9;100;0;-11.5;-8.3
JUN;19740327;-;100;649.7;-8.2;100;0;-9.4;-6.1
JUN;19740328;-;91;649.8;-9.8;99;132;-11.3;-8.1
JUN;19740329;-;75;651.8;-10.7;93;270;-12.5;-8.4
JUN;19740330;-;88;654.8;-9.8;90.8;150;-10.4;-7.9
JUN;19740331;-;75;653.8;-8.2;82.4;582;-10.4;-5.8
JUN;19740401;-;54;649.7;-10.4;95.3;438;-12.1;-8.4
JUN;19740402;-;41;651.7;-9.9;95.8;618;-12.5;-6.9
JUN;19740403;-;50;654.6;-7.3;73.8;570;-11.2;-4.2
JUN;19740404;-;50;652.9;-6.3;70.3;642;-8.4;-3
JUN;19740405;-;100;648.5;-9.6;100;42;-11.1;-7.3
JUN;19740406;-;79;652;-10.5;98.7;402;-12.4;-8
JUN;19740407;-;41;654.1;-9.9;62.3;612;-12.4;-6.5
JUN;19740408;-;38;653.9;-7.6;48.7;714;-11.5;-4.8
JUN;19740409;-;46;653.4;-7.9;61;660;-9.4;-5
JUN;19740410;-;84;647.2;-10.2;78.3;0;-12.3;-8.3
JUN;19740411;-;84;643.2;-10;97.3;414;-12.5;-6.9
JUN;19740412;-;79;642.8;-9.5;93.5;216;-11.4;-7
JUN;19740413;-;71;645.2;-8.7;95.7;0;-10.6;-6
JUN;19740414;-;75;644.3;-10.1;99.1;162;-12.2;-7
JUN;19740415;-;50;643.9;-12.5;56.6;486;-16;-8
JUN;19740416;-;100;642.5;-19.3;100;78;-20.8;-17.1
JUN;19740417;-;79;643.8;-19.8;96.7;384;-21.5;-17
JUN;19740418;-;25;645.3;-17.8;71.1;726;-21.7;-12.8
JUN;19740419;-;13;651.5;-12;39.8;798;-15.8;-8.7
JUN;19740420;-;46;653.7;-11.9;75.8;582;-14.7;-7.7
JUN;19740421;-;59;650.5;-13.2;64.5;450;-13.9;-11.8
JUN;19740422;-;46;650.7;-11.4;91.3;534;-14;-8.9
JUN;19740423;-;46;652.1;-11.4;69.6;420;-13.1;-9.4
JUN;19740424;-;100;646.1;-13.9;100;0;-14.6;-11.5
JUN;19740425;-;79;641.5;-15.7;95.2;210;-16.7;-14
JUN;19740426;-;96;641.3;-15.5;99.3;486;-18;-12
JUN;19740427;-;100;642.3;-12.9;100;0;-15;-10
JUN;19740428;-;100;642.7;-9;100;0;-12.5;-6.7
JUN;19740429;-;100;642.4;-7.8;100;0;-8.2;-5.5
JUN;19740430;-;100;641.6;-10.1;100;0;-10.6;-8.8
JUN;19740501;-;100;642.4;-10.9;98.7;72;-13;-6
JUN;19740502;-;71;643.2;-11.7;85.4;552;-14.9;-7.4
JUN;19740503;-;100;642.5;-10.1;100;0;-12.5;-7.9
JUN;19740504;-;100;641.1;-10.5;100;0;-11.2;-8.3
JUN;19740505;-;96;643.6;-12;100;162;-14.2;-9.4
JUN;19740506;-;100;647;-11.5;100;0;-12.4;-9.9
JUN;19740507;-;100;648.4;-10.2;100;0;-13.7;-7.4
JUN;19740508;-;63;650.3;-10.3;95;750;-12.7;-6.1
JUN;19740509;-;21;652;-9;47.8;786;-10.8;-6.4
JUN;19740510;-;96;650.5;-7.1;78.3;0;-8.6;-4.8
JUN;19740511;-;100;649.9;-8.9;100;0;-10.9;-5.8
JUN;19740512;-;46;656.5;-6.7;35;684;-14;-2.3
JUN;19740513;-;88;659.9;-4.2;67.8;264;-6.4;-2.7
JUN;19740514;-;79;659;-8.1;100;156;-9;-6.2
JUN;19740515;-;13;656.2;-7.5;32.9;888;-12.5;-4.2
JUN;19740516;-;25;653.4;-5;50.1;786;-5.9;-4.3
JUN;19740517;-;96;656.8;-6.3;100;0;-7.4;-3.9
JUN;19740518;-;25;661;-5;52.5;828;-10.1;-3.2
JUN;19740519;-;38;661.6;-4.8;62.3;624;-7;-2.9
JUN;19740520;-;79;661.5;-5.4;100;48;-6.2;-3.6
JUN;19740521;-;88;662.8;-5.4;88.3;276;-8;-2.3
JUN;19740522;-;100;656.9;-6.2;98.7;0;-8.8;-4.8
JUN;19740523;-;100;647.1;-12.2;100;0;-12.7;-10.7
JUN;19740524;-;96;643.8;-11.5;100;132;-13.6;-9.9
JUN;19740525;-;50;650.5;-10.2;94.2;714;-14.2;-6.5
JUN;19740526;-;34;658;-6.7;61.5;720;-10.5;-3.6
JUN;19740527;-;63;657.1;-4.8;78.9;558;-7.1;-2.1
JUN;19740528;-;100;650.8;-8.9;100;0;-10.3;-3.2
JUN;19740529;-;25;653.4;-4.1;53.8;654;-9.1;-1.1
JUN;19740530;-;54;657.4;-1.5;67.7;186;-5.2;2.4
JUN;19740531;-;96;656.9;-3;92.5;36;-4.6;-0.3
JUN;19740601;-;63;659.3;-7.4;80.1;528;-8.6;-2.7
JUN;19740602;-;13;665.5;-3;42.7;912;-7.6;2.2
JUN;19740603;-;4;667;1.7;43.7;870;-1.4;4.5
JUN;19740604;-;54;665.1;0;92.8;618;-1.2;2.1
JUN;19740605;-;71;661.2;-0.4;70;450;-2.2;2.3
JUN;19740606;-;100;657.2;-5.7;100;0;-7.2;-4.1
JUN;19740607;-;100;656.2;-10.2;100;84;-13.2;-8.1
JUN;19740608;-;79;656.3;-7.4;100;336;-10.8;-4.7
JUN;19740609;-;100;650;-8.6;100;0;-10.6;-6.8
JUN;19740610;-;100;645.8;-11.5;100;0;-12.6;-9.2
JUN;19740611;-;100;652.3;-12.6;100;0;-14.9;-7.9
JUN;19740612;-;100;653.6;-9.3;100;0;-11.1;-7.7
JUN;19740613;-;46;650.3;-9.3;67.3;780;-14.3;-3.8
JUN;19740614;-;46;653.6;-4.4;81.5;690;-8.6;-1.1
JUN;19740615;-;54;656.3;-3.8;89.5;510;-6.7;0.6
JUN;19740616;-;66;656.6;-3.4;97.6;408;-5.5;-0.6
JUN;19740617;-;79;656.8;-3;96.3;390;-4.7;-0.2
JUN;19740618;-;100;656.9;-6.6;100;0;-7.6;-5.2
JUN;19740619;-;25;660.3;-4.1;38.6;912;-10.1;-1.2
JUN;19740620;-;54;660.7;-2.8;78.6;582;-4.5;-1.3
JUN;19740621;-;63;658.7;-2.7;71.9;660;-4;0.2
JUN;19740622;-;88;658.3;-3.4;95.7;66;-5.1;-1.2
JUN;19740623;-;100;657.1;-2.6;100;0;-4;-0.5
