stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur
MER;20180218;68;0;5;92;952.6;-2.5;2.2;87.2;0;0.8
MER;20180219;134;365;5;58;947.5;-3;2.7;80.6;0.2;0.2
MER;20180220;93;99;7;92;943.5;-1.4;2.7;77.4;0;0.4
MER;20180221;60;45;7;100;944.2;-2.4;0.1;73.8;0;-1.1
MER;20180222;32;0;7;100;941;-2.3;-1.4;73.7;0;-1.9
MER;20180223;52;0;6;100;941.2;-2;-0.5;70.2;0;-1.4
MER;20180224;59;0;6;100;942.4;-1.9;1;72.8;0;-0.8
MER;20180225;42;0;5;92;945.4;-6.3;-1.2;67.8;0;-4.2
MER;20180226;99;118;5;88;944.6;-10.6;-6.2;67.6;0;-8.4
MER;20180227;146;350;4;42;942.3;-12.4;-7;61.9;0;-9.7
MER;20180228;143;335;4;38;939.5;-12.7;2.6;53.7;0;-5.3
MER;20180301;62;0;2;88;930.2;-3;2.8;81;0;-0.7
MER;20180302;30;0;2;88;927.2;-6;0.3;94.2;2;-1.8
MER;20180303;86;29;4;79;929.4;-7.5;3.8;91.6;1.1;-1.1
MER;20180304;170;417;2;54;930.7;-3.1;13.3;75.1;0;3.7
MER;20180305;147;324;0;54;927;-1.5;9.6;77;0;3.6
MER;20180306;63;0;0;100;925.4;-1.8;7.7;87.5;7.2;2.8
MER;20180307;84;16;0;96;932.8;-1;7.6;88.6;4.5;2.7
MER;20180308;192;504;0;33;940;-1.9;10;72;0;3.3
MER;20180309;126;75;0;75;941.8;-2.5;12;64.6;0;4.8
MER;20180310;71;11;0;71;938.6;1.4;12.3;75;0;6.4
MER;20180311;103;16;0;79;930.5;4.4;16.6;61.8;0.1;10.2
MER;20180312;81;6;0;88;933.2;2.6;11.1;81.3;4.8;6.7
MER;20180313;57;0;0;100;942.2;2.4;7.6;88.6;8.3;4.7
MER;20180314;204;505;0;0;941.2;0.4;12.4;73;0;5.9
MER;20180315;115;155;0;50;929.5;3.7;14.1;49.4;0;10.5
MER;20180316;120;97;0;67;934.3;0.3;11.7;77.1;0;6.1
MER;20180317;55;0;0;100;927.4;1.4;6.9;88.2;11.3;3.6
MER;20180318;123;81;0;96;929.9;1.3;6.4;84.5;3.1;2.6
MER;20180319;132;25;3;100;936.1;-1.2;3.5;82.8;2.6;0.8
MER;20180320;63;0;0;96;943.9;-2;0;72.3;0;-0.8
MER;20180321;143;113;2;92;953.1;-3.2;1.3;70.5;0.4;-0.8
MER;20180322;170;225;0;71;949.7;-6;4.8;61.2;0.7;0.4
MER;20180323;204;384;2;71;939.1;-0.9;9.4;73.3;0;3
MER;20180324;238;605;0;4;931.8;-4.2;12.3;59.4;0;3.9
MER;20180325;210;236;0;71;937.7;-1.1;13.7;59.6;0.9;6.4
MER;20180326;46;0;0;100;945.2;3.8;7.7;82.8;6.7;5.4
MER;20180327;102;25;0;96;946.4;2.7;9.3;81.7;6.6;5
MER;20180328;108;34;0;96;940.6;3.5;12.8;87.3;14;7.6
MER;20180329;128;34;0;92;939.4;1.2;9.9;87.2;5.4;5.9
MER;20180330;155;255;0;54;933.7;-1.1;15.6;74.5;40;6.1
MER;20180331;71;0;4;100;933.6;-0.2;3.3;96.7;11.7;1.3
MER;20180401;153;102;0;83;944.1;0.2;9.6;75.8;0;4.6
MER;20180402;205;322;0;38;941.9;-1.1;14.6;54.8;0;8.1
MER;20180403;199;281;0;46;938.9;12.8;16.6;33;0;14.3
MER;20180404;165;276;0;83;939.8;5.5;17.3;53.2;2.4;12
MER;20180405;196;364;0;58;947.8;3.1;13.6;74.4;0;8
MER;20180406;263;680;0;8;948.2;-0.6;17.4;61.9;0;8.1
MER;20180407;265;663;0;8;944.7;0.8;20.1;56.3;0;11
MER;20180408;221;456;0;67;939.9;4.5;19.9;41.9;0;14.8
MER;20180409;130;42;0;79;936.8;8.6;17.5;42.9;0;14.8
MER;20180410;248;556;0;50;936;3;17.9;69.6;0;9.2
MER;20180411;142;224;0;58;934.7;0;15.6;54.7;4;10.3
MER;20180412;229;440;0;58;932.5;8.9;15.7;39;0;13
MER;20180413;251;455;0;25;942.1;2.3;17.2;52.3;0;10.7
MER;20180414;244;460;0;58;949.2;0.9;18.7;58.4;0;10.5
MER;20180415;161;81;0;83;944.7;4.3;17.3;65.7;8.5;10.9
MER;20180416;105;3;0;100;948;8.4;15.2;76.9;0.5;11.4
MER;20180417;294;691;0;13;955.6;3.3;20.6;65.6;0;13.1
MER;20180418;295;705;0;0;958.9;3.4;22.8;54.7;0;14.3
MER;20180419;297;707;0;0;958.1;4.2;24.2;50.9;0;14.9
MER;20180420;294;709;0;0;955.2;5.3;25;50.9;0;15.3
MER;20180421;297;711;0;4;952.1;5.1;24.9;48.1;0;15.7
MER;20180422;290;673;0;8;949.4;5.3;24.9;53.4;0;16.1
MER;20180423;190;262;0;75;950.5;7.8;21.9;70.9;2.9;14.4
MER;20180424;304;704;0;17;950.6;6.3;21.6;70.4;0;14.3
MER;20180425;291;632;0;25;947.5;6.2;24.5;58.3;0;15.8
MER;20180426;52;0;0;96;949.9;6.7;15.5;68.9;0;11.5
MER;20180427;303;667;0;25;943.6;1.9;20.6;65.1;0;13
MER;20180428;280;551;0;54;943;6.5;23.1;57.4;0;15.3
MER;20180429;171;260;0;63;936.6;10.9;22.3;49.7;3.8;17
MER;20180430;217;288;0;71;939.5;5.6;15.8;72.2;7.1;10.9
MER;20180501;121;7;0;100;944.3;6.9;11.9;85.8;1.9;8.6
MER;20180502;112;0;0;100;942.7;7.7;13.4;84.6;12;9.8
MER;20180503;61;0;0;100;944.7;8.1;11.2;92;0.3;9.5
MER;20180504;122;0;0;100;946.3;8.9;16.3;79.8;0;13
MER;20180505;299;616;0;58;948.6;8.3;21.6;71.1;0;15.7
MER;20180506;303;672;0;17;949.5;7.8;22.1;73.3;0;16.2
MER;20180507;225;359;0;46;946.9;8.1;21.8;80;2;14.1
MER;20180508;325;652;0;33;941.6;5.8;24.6;70.3;2;15.5
MER;20180509;217;317;0;63;939.9;9.1;21.2;74.7;3.1;14.6
MER;20180510;66;0;0;100;946.3;9.5;14.9;88.5;1;11.6
MER;20180511;307;603;0;38;948.6;7.1;21;73.9;0;14.4
MER;20180512;284;591;0;46;945.2;8.9;24.7;65.9;0;16.6
MER;20180513;174;57;0;96;941.9;8.4;16;85.1;1.9;11.9
MER;20180514;119;2;0;100;942.3;7.5;13;88.9;25;9.4
MER;20180515;103;16;0;100;945;7.5;13.5;92;11;9.9
MER;20180516;71;2;0;79;947.6;8.7;12.3;92.9;2.1;10.1
MER;20180517;136;109;0;88;949.6;6.9;15;85.6;0.3;11.2
MER;20180518;286;501;0;33;949.6;4.6;21.5;71.3;0;13.7
MER;20180519;179;212;0;79;949.5;7;19.4;76.5;0;13.2
MER;20180520;239;396;0;75;948.3;7.8;19.4;75.1;0;13.4
MER;20180521;286;518;0;50;945.4;8.1;22.2;69.8;0;15.1
MER;20180522;269;474;0;88;945;7.7;22.6;71.6;1.1;15.3
MER;20180523;213;243;0;83;949.1;11.6;21.9;81.4;0;15.5
MER;20180524;285;472;0;63;950.3;8.8;20.9;77.6;5.1;15.7
MER;20180525;324;656;0;38;949.8;8;25.6;65.9;0;17.5
MER;20180526;261;504;0;79;951.7;10.9;26.2;69.9;10.6;18.1
MER;20180527;254;347;0;79;950.4;10.7;25.6;71.3;0;18.6
MER;20180528;241;327;0;83;947.9;12.8;26.2;58.3;0.3;20.2
MER;20180529;225;298;0;54;947.7;12.7;22;76.3;0;17.3
MER;20180530;272;486;0;38;946.8;10.8;25.5;64.2;0;18.6
MER;20180531;302;496;0;58;947.9;12.6;26.1;69;0.8;18.5
MER;20180601;297;464;0;58;951.7;11;22.1;78.6;0.3;17
MER;20180602;320;630;0;33;950.7;10.8;24.8;71;0;18.6
MER;20180603;265;423;0;54;947.8;11.6;26;71;0;18.9
MER;20180604;285;468;0;58;943.1;12.6;25.8;72.1;0;19
MER;20180605;304;530;0;54;942.6;15;25.4;70.8;0;20.1
MER;20180606;237;331;0;71;945;14.4;25;70.2;0;19.7
MER;20180607;276;424;0;63;947.3;15.6;24.3;74.8;0;19.3
MER;20180608;214;272;0;92;945.3;14.2;23.2;79.4;13.4;18.4
MER;20180609;262;315;0;83;946.1;13.6;24;80.7;5.3;18.8
MER;20180610;235;391;0;58;945.5;12.7;27.1;77.1;0.2;19.8
MER;20180611;155;193;0;83;943.5;13.6;21.8;82.7;8.1;18.2
MER;20180612;108;14;0;100;942.5;14.2;18.6;91.1;17.7;15.9
MER;20180613;78;0;0;100;944.9;10.3;14.6;84.3;1.7;13.5
MER;20180614;373;710;0;50;947.5;10.1;20.8;68.4;0;15.7
MER;20180615;337;646;0;33;947.8;10.4;22.7;63.7;0;17.3
MER;20180616;305;550;0;42;947.9;9.3;24.3;61.6;0;18.4
MER;20180617;166;69;0;71;951.1;12.4;21.8;77.4;24.6;17.2
MER;20180618;349;573;0;54;954.2;14.3;23.5;72.6;0;18.6
MER;20180619;357;790;0;13;955.3;12.5;26;64.9;0;20
MER;20180620;355;751;0;21;952.4;12.5;28;66.3;0;21.3
MER;20180621;239;358;0;63;949.9;14.9;28;64.3;2.6;21.8
MER;20180622;265;321;0;67;954.2;11.8;20.3;52.3;0;16.2
MER;20180623;352;715;0;25;954.4;7.8;20.8;56.9;0;15.2
MER;20180624;216;176;0;67;951.5;9.4;20.1;64.2;0;15.7
MER;20180625;330;559;0;54;952.2;12.6;21.2;62.1;0;17.1
MER;20180626;356;787;0;21;952.7;9.3;24.2;54.6;0;18.1
MER;20180627;365;789;0;25;950.8;10;24.2;56.5;0;18.3
MER;20180628;274;453;0;38;948;10.1;21.6;61;0;16.8
MER;20180629;341;665;0;21;946.4;11.2;25.6;64.2;0;19.3
MER;20180630;320;671;0;25;945.2;12.6;28.9;62.8;0;21.8
MER;20180701;334;769;0;17;944.5;13.6;30.3;60.1;0;23.2
MER;20180702;193;343;0;50;945.8;15.6;29.1;78.3;6.5;20.3
MER;20180703;189;252;0;79;949.4;13.8;26.3;78.5;2.8;19.4
MER;20180704;209;322;0;71;948.7;15.9;27;73.6;8.3;20.2
MER;20180705;113;35;0;88;948.9;14.1;20.8;91.6;16.3;16.7
MER;20180706;94;0;0;100;952.7;11.8;17;94.4;9.6;15.6
MER;20180707;343;749;0;21;954;9.8;24.9;68.4;0;18.2
MER;20180708;324;631;0;29;952.7;10.4;26.4;62.8;0;19.9
MER;20180709;327;656;0;29;950.8;13.6;26.5;61.3;0;20.6
MER;20180710;109;29;0;79;948.5;14.3;22;69.7;0;18.3
MER;20180711;232;249;0;88;948;12.4;22.1;62;0;17.9
MER;20180712;282;508;0;8;949.3;9.8;23.6;66.1;0;17.7
MER;20180713;269;485;0;25;951.3;10.7;26.1;71.5;2.2;18.9
MER;20180714;174;220;0;58;951.1;13.9;28.1;78.8;16;18.9
MER;20180715;235;363;0;83;949.5;12.3;24.9;83.7;17.4;17.7
MER;20180716;314;663;0;38;946.3;9.8;26.3;71.3;0;18.6
MER;20180717;179;224;0;67;950;13.4;24.9;79.4;3.3;17.4
MER;20180718;334;771;0;4;949.3;10.6;27.9;66.1;0;20.1
MER;20180719;288;530;0;58;948.3;14.4;27.9;67.7;0;20.9
MER;20180720;179;319;0;50;947.4;13.4;26.3;80;19.8;18.6
MER;20180721;93;13;0;100;947;12.3;19;87.7;2;16.1
MER;20180722;162;146;0;79;948;14.8;22.6;80;0;18.1
MER;20180723;171;256;0;71;949.5;15.5;24.5;75.2;0;19
MER;20180724;223;380;0;38;947.5;11.5;27.4;73.2;0;19.8
MER;20180725;281;549;0;50;948;15.4;28.9;68.3;0;21.3
MER;20180726;331;763;0;17;946.8;12;30.3;55.4;0;22.4
MER;20180727;319;733;0;21;945.6;13.2;29.8;60.2;0;22
MER;20180728;93;52;0;79;947.3;14.4;21;85.5;2.2;18
MER;20180729;320;753;0;4;948.3;11.9;28.2;71.8;0;21
MER;20180730;313;730;0;13;949.4;14.6;31.1;61.7;0;23.5
MER;20180731;229;460;0;25;950.1;14.6;31.4;64.2;0;23.1
MER;20180801;138;190;0;71;951.6;15.9;27.1;77.8;0.5;21.1
MER;20180802;313;705;0;46;952.9;14.4;30.4;68.4;0;22.8
MER;20180803;301;686;0;25;951.1;16;32.4;59.3;0;24.9
MER;20180804;274;563;0;21;950.5;16.4;32.9;61.2;0;24.7
MER;20180805;295;649;0;25;950.2;16;32.7;64.2;0;24.1
MER;20180806;203;403;0;42;949.7;16;30.8;76.5;1.4;21.2
MER;20180807;184;209;0;46;947.7;15.7;31.6;68.3;3.8;21.6
MER;20180808;207;286;0;71;948.4;15.1;30;72.7;17.2;20.9
MER;20180809;214;385;0;54;949;13.1;30.4;80.2;12.8;19.3
MER;20180810;100;1;0;75;956;13.8;19.3;82.6;0;16.5
MER;20180811;241;471;0;71;955.1;11.8;23.7;71.8;0;17.7
MER;20180812;281;631;0;17;949.2;10.3;26.6;69.8;0;19
MER;20180813;134;175;0;46;945.7;12.3;22.9;82.7;23.6;17.8
MER;20180814;141;52;0;96;949.8;15.7;20.8;88.2;1.2;17.4
MER;20180815;295;690;0;29;952;13;24.8;71.7;0;19.2
MER;20180816;283;696;0;17;949.1;11.9;27;69.8;0;19.5
MER;20180817;198;343;0;71;950.1;13.4;25.5;78.9;0.5;18.3
MER;20180818;247;487;0;58;953.2;11.9;25.2;79;0.4;19.1
MER;20180819;266;539;0;67;953.6;14.3;27.1;81.9;41;20.1
MER;20180820;274;652;0;42;952;13.4;27.3;74.5;0;20.5
MER;20180821;249;537;0;42;951.4;13.9;27.1;78.6;26.3;19.9
MER;20180822;250;490;0;50;950.9;13.1;26.5;81.5;3.3;19.2
MER;20180823;168;314;0;54;948.9;13.2;23.5;85.4;23.8;18.2
MER;20180824;76;21;0;88;947.6;14.1;20.1;89.9;6.8;16.7
MER;20180825;52;1;0;100;947.7;9.6;15.8;90.2;10.2;12.8
MER;20180826;284;677;0;17;949;9.2;18.7;73.1;0;12.9
MER;20180827;227;473;0;58;950.1;10.7;21.8;70.3;0;15.6
MER;20180828;257;690;0;4;950.5;9.6;25;73.3;0;17.5
MER;20180829;202;448;0;42;949.3;11.8;26.1;83.5;27.5;17.4
MER;20180830;80;2;0;100;952.2;13.5;16.8;89.1;4.4;15.4
MER;20180831;34;0;0;100;951.2;12.3;15.2;93.4;14.4;13.7
MER;20180901;59;0;0;96;953.3;10.9;13.8;89.2;9.4;12.3
MER;20180902;120;43;0;92;951.4;8.3;16.1;85.6;0;13
MER;20180903;150;107;0;88;948.4;11.8;19.8;84.8;0;14.7
MER;20180904;250;597;0;54;948.3;9.6;22.5;76.8;0;15.9
MER;20180905;224;535;0;38;948.7;8.8;22.9;77.3;0;16.6
MER;20180906;152;149;0;67;946.2;11.8;22;86.9;21.3;16.1
MER;20180907;81;8;0;79;948.8;13.9;18.8;89.6;0.1;16
MER;20180908;244;658;0;21;952.4;10.5;21.8;78.6;0;16.1
MER;20180909;230;569;0;21;954.1;9;24;76;0;16.7
MER;20180910;188;455;0;54;956.2;12.5;24.2;78.9;0;17.8
MER;20180911;236;642;0;13;957.9;9.6;24.7;72.9;0;17.3
MER;20180912;226;614;0;13;954.8;10.5;26.5;71.6;1.6;18.7
MER;20180913;139;211;0;83;951.1;13.4;24.5;84.4;15.7;18
MER;20180914;89;1;0;88;951.9;14.9;18.6;91;0.4;16.5
MER;20180915;201;414;0;42;954.6;12.4;22;79.7;0;17.2
MER;20180916;136;251;0;42;954.3;10.4;21;85.2;0.6;15.8
MER;20180917;215;586;0;8;952.5;12.1;24.3;79.6;0;17.6
MER;20180918;136;246;0;75;951.5;11.4;23.1;84.6;2.4;16.7
MER;20180919;193;516;0;21;953.8;10.3;24.1;77.6;0;17.3
MER;20180920;208;594;0;4;952.2;10.3;24.9;75.1;0;17.2
MER;20180921;142;298;0;58;949;10.8;24.4;79.5;4.9;16.9
MER;20180922;174;359;0;79;954.5;9.7;18;78.7;0;13.7
MER;20180923;156;348;0;83;950.5;12.1;24;80.9;21.3;17.9
MER;20180924;117;153;0;67;960.4;7.8;13.1;73.9;0.9;10.6
MER;20180925;199;529;0;33;963.3;5;15.5;75.2;0;9.6
MER;20180926;198;555;0;8;964.4;3.3;17.5;82.5;0;10.3
MER;20180927;198;552;0;0;960;4.5;20.1;78.7;0;12.3
MER;20180928;178;473;0;42;953.2;5.3;20.9;73.5;0;14.6
MER;20180929;132;298;0;58;952.1;6.9;16.1;77.5;0;12.4
MER;20180930;132;302;0;46;949.7;5.5;17.4;87.5;31.3;11.7
MER;20181001;37;0;0;96;949.9;6.4;10;89.7;9.3;8.3
MER;20181002;134;203;0;83;955.6;5.4;12.1;79.7;0;8.9
MER;20181003;97;103;0;92;957.5;8.8;15.6;84.1;0;11.8
MER;20181004;175;504;0;21;955.8;7;17.3;83.5;0;12.1
MER;20181005;176;514;0;4;952.2;5.3;18.9;82.1;0;11.6
MER;20181006;113;152;0;83;946.6;7.5;18.4;81.9;0;12.5
MER;20181007;136;313;0;63;946.6;8.5;17.8;83.8;0;13.2
MER;20181008;132;332;0;21;951.1;6.8;17.8;87.9;0;12.3
MER;20181009;158;469;0;8;952.6;5.4;18.8;86.4;0;11.6
MER;20181010;141;375;0;17;947.9;6.1;22.7;57.1;0;16.3
MER;20181011;60;75;0;50;947.3;9.6;21.8;49.9;0;17.8
MER;20181012;147;421;0;13;955.5;6.6;19.6;76.5;0;12.4
MER;20181013;144;416;0;0;953;5.8;18.8;79.5;0;11.3
MER;20181014;141;412;0;0;946;9.4;22.5;35.1;0;18.8
MER;20181015;134;401;0;8;946;10.3;21.5;34.3;0;18.8
MER;20181016;124;377;0;42;950.4;6.1;17.8;67.2;0;11.7
MER;20181017;133;399;0;0;950;2.8;17.4;76.8;0;9.9
MER;20181018;128;379;0;25;949.5;4.1;17.4;79.1;0;10.9
MER;20181019;122;376;0;0;952.4;2.9;16;85.4;0;10.1
MER;20181020;120;368;0;17;957.7;3.8;15.1;87.1;0;8.9
MER;20181021;122;369;0;8;955.8;2.2;14.1;81.8;0;7.2
MER;20181022;122;367;0;0;956.8;0;13.1;75.5;0;6.4
MER;20181023;109;326;0;25;959.6;0.6;12.6;77;0;7.6
MER;20181024;68;112;0;58;957.2;5.1;15.1;74.2;0;9.9
MER;20181025;104;353;0;8;951.7;1.8;15.2;86;0;7.7
MER;20181026;114;349;0;50;943.2;1.9;14.4;82.2;0.6;8
MER;20181027;18;0;0;100;938;2.1;9.8;89.7;16.9;5.8
MER;20181028;42;0;0;71;933.8;2.2;5.1;90.2;18.6;3.4
MER;20181029;22;0;0;96;924.8;3.1;10.7;92.3;39.1;5.2
MER;20181030;40;2;0;67;932.9;0.8;8.5;87.7;0.2;4.9
MER;20181031;67;2;0;58;943.2;2.4;16;54.2;0.1;11.3
MER;20181101;83;203;0;29;944.8;5.8;11.7;78.9;0;8.5
MER;20181102;42;0;0;92;952.7;5.4;10.4;89;0;8.2
MER;20181103;48;41;0;79;953.7;6.9;11.9;86.2;0;8.7
MER;20181104;41;7;0;79;946;5.9;18.3;81.4;0;9.8
MER;20181105;69;167;0;33;940.5;7.1;19;65.2;0;13.1
MER;20181106;60;28;0;63;939.7;9.9;20;49;2.3;16.4
MER;20181107;69;209;0;67;944.8;5.8;12.2;85.8;0.3;9.7
MER;20181108;50;79;0;92;950.7;5.8;12.6;85.7;0;9
MER;20181109;81;244;0;42;946.9;3.1;12.2;87.7;0;7
MER;20181110;80;213;0;83;942.5;2.6;10.9;86.1;0;7.7
MER;20181111;75;270;0;46;946;6.2;12.9;81.5;0;9.6
MER;20181112;76;273;0;4;950.2;5.5;18.5;72.9;0;10.3
MER;20181113;45;129;0;88;959.1;3.4;12.9;89.4;1;7.9
MER;20181114;35;0;0;88;959.3;4.8;7.6;96.7;0;6.4
MER;20181115;64;181;0;46;956.9;-0.4;5.7;92.2;0;2.9
MER;20181116;69;269;0;42;955.2;-1.6;6.4;89.2;0;2.7
MER;20181117;62;206;0;54;952.6;-2;7;77.4;0;3.2
MER;20181118;40;38;0;54;949.5;-2.7;3.5;80.7;0;1.2
MER;20181119;35;0;0;100;937.6;-2;2.8;79.7;0.1;1
MER;20181120;52;167;0;33;935.3;-2.6;3.4;83.3;0;-0.1
MER;20181121;47;137;0;83;944;-3.7;3.9;86.4;0;1.4
MER;20181122;61;250;0;21;949.3;-2.1;7;87.1;0;2
MER;20181123;33;17;0;71;946.6;-3.6;5.5;88;0.8;2.2
MER;20181124;35;57;0;71;945;-1.2;6.9;91;0;3.8
MER;20181125;52;236;0;29;938.6;-3.3;4.9;91.2;0;0.7
MER;20181126;7;0;0;100;937.7;1.8;4;89.9;1;3.1
MER;20181127;21;0;0;100;948.6;2;4.3;88.1;2.2;3.3
MER;20181128;63;238;0;75;953.8;-1.9;4.7;85.8;0;1.9
MER;20181129;51;58;0;33;950.4;-1;6.9;91.1;0;2.9
MER;20181130;21;0;0;96;948;1.3;6.5;94.3;4.5;4.3
MER;20181201;55;134;0;71;949.3;1.5;8;90.2;0;4.3
MER;20181202;11;0;0;100;945.3;1.7;7.1;94.9;32.1;4.8
MER;20181203;22;0;0;100;945.4;6.3;9.7;95.8;26;8
MER;20181204;19;0;0;96;952.7;3.1;8.1;94.2;2.9;6.2
MER;20181205;34;3;0;96;954.4;2.1;8.3;92.8;2.3;5.6
MER;20181206;31;0;0;83;954.1;3.5;9.6;94;0.7;6.5
MER;20181207;27;5;0;50;948.7;2.3;8.9;91.5;4;5.4
MER;20181208;21;0;0;100;949.3;3.7;7.1;73;2.9;5.3
MER;20181209;9;0;0;96;944;2.9;8.9;76.2;17.5;6.2
MER;20181210;14;0;0;100;954.1;2.1;6.3;83.7;14;3.8
MER;20181211;34;54;0;75;953.8;-2.5;3.3;83.7;0;1
MER;20181212;29;101;0;0;950.6;-5.6;-2;75.2;0;-3.7
MER;20181213;35;82;0;21;943.6;-9;-0.3;78.6;0;-4.3
MER;20181214;41;1;0;63;947;-3.6;0.9;81.9;0;-0.9
MER;20181215;27;68;0;29;951;-5.7;-0.7;77.1;8.2;-3.1
MER;20181216;21;0;3;100;945.5;-3.2;1.4;97.4;4.8;-0.1
MER;20181217;30;0;3;92;954.2;-1;3.5;97.3;0.2;1.6
MER;20181218;30;56;1;4;954.4;-4.7;0.4;90.1;0;-2
MER;20181219;35;3;0;96;949;-2.4;4.5;88.3;5;0.8
MER;20181220;38;48;0;88;951.6;-2.9;3.6;94.7;0;0.2
MER;20181221;13;0;0;92;951.9;-3;4.9;93.1;18.9;1.2
MER;20181222;16;0;0;100;954.6;3;8.3;96.5;7.6;5.4
MER;20181223;12;0;0;88;956.9;3.4;7.2;96.9;21.1;5.2
MER;20181224;9;0;0;92;957.7;0.7;11.6;91.3;21.4;5.3
MER;20181225;26;61;0;0;963.6;-4.5;1.2;90.1;0;-1.6
MER;20181226;25;59;0;0;961.6;-6;-0.2;93.3;0;-3.6
MER;20181227;29;64;0;54;957.9;-6.4;-1.2;99;0;-3.9
MER;20181228;24;6;0;50;958.8;-3.3;-0.5;98.9;0;-1.8
MER;20181229;29;0;0;63;963;-2.1;0.4;93.6;0;-0.7
MER;20181230;26;0;0;88;964.6;-0.7;3.8;94.6;0.5;1
MER;20181231;32;0;0;83;963.6;0.4;5.7;92.6;0;2.7
MER;20190101;39;90;0;54;961.8;-1.5;4.5;89.8;1.2;2.6
MER;20190102;24;0;0;96;962.6;-3.4;3;76.3;0.8;1.1
MER;20190103;35;100;3;0;965.4;-8.3;-1.9;73.8;0;-4.7
MER;20190104;45;126;3;0;964.4;-9;0.1;70.1;0;-3.6
MER;20190105;23;0;2;96;962.7;-3.9;-0.2;91.9;4.3;-1.8
MER;20190106;36;0;5;100;962;-0.6;2.3;95.5;0.1;0.8
MER;20190107;32;6;5;46;962.1;-2.8;1.9;84.2;0.9;0.1
MER;20190108;15;0;5;100;953.7;-0.9;3.3;90.3;7.7;0.9
MER;20190109;19;0;7;100;946.2;-2.1;2.7;85.3;3.5;0.1
MER;20190110;45;40;22;83;951.2;-3.6;0.2;79.2;0;-1.7
MER;20190111;46;100;22;75;955.8;-5.1;-1.6;79.5;2.1;-2.9
MER;20190112;33;0;23;83;955.9;-3.5;0.9;94.5;16.5;-1.2
MER;20190113;6;0;22;100;947;-0.2;4.8;96.6;37.4;1.1
MER;20190114;18;0;11;100;945.5;1.8;6.8;76.2;9;3.9
MER;20190115;60;221;10;42;953.6;-6.6;3;89.9;0;-0.5
MER;20190116;60;244;9;13;946.9;-8.8;-0.3;94.8;0;-4.7
MER;20190117;53;158;9;67;943.7;-7.2;2.5;91.4;2.9;-1.5
MER;20190118;63;182;10;75;947.1;-6.5;1.5;76.9;0;-1.2
MER;20190119;59;218;9;13;944.9;-9.9;-3.2;83.9;0;-6.4
MER;20190120;77;160;9;46;944.4;-9.9;1;76.2;0.2;-3.9
MER;20190121;69;182;8;54;947.6;-7.8;2;86.8;0;-2.2
MER;20190122;67;186;8;4;939.8;-11.3;-2.2;77.4;0;-6.6
MER;20190123;71;247;7;79;928.3;-12.3;0.1;66.2;0;-5.4
MER;20190124;62;61;7;92;938;-6.1;-0.1;62.7;0;-2.4
MER;20190125;63;160;7;38;947;-8.1;-2;63.5;0;-3.9
MER;20190126;53;0;7;88;945.2;-5.3;2.5;75.4;0;-1.8
MER;20190127;44;0;7;88;930.1;-5.5;5.4;81.2;5.2;0.1
MER;20190128;70;65;6;96;934.9;-0.8;2.8;73.7;2.1;0.8
MER;20190129;67;169;12;46;935.9;-8.8;3;84.3;0.2;-2.2
MER;20190130;54;59;10;33;929.7;-9.8;3.6;57.6;0;-0.2
MER;20190131;70;126;10;58;928;-11.4;2.1;64.7;0;-1.8
MER;20190201;53;0;10;100;922.8;0.2;7.8;82.5;1.5;2
MER;20190202;83;188;10;92;928.2;-0.1;3.9;91.3;6.6;2
MER;20190203;22;0;11;100;945.4;-3;1.4;88.2;4.2;0.4
MER;20190204;92;301;12;25;957.1;-5.5;0;82.1;0;-2.7
MER;20190205;94;305;10;4;957.8;-9.1;0.1;90;0;-4.5
MER;20190206;95;297;10;38;955.9;-10;-1.7;94.2;0;-6.2
MER;20190207;48;0;10;88;950.6;-9.5;1.6;91.1;3.4;-2.8
MER;20190208;105;313;10;63;950.4;-4.3;3.1;90.6;0;-0.6
MER;20190209;78;130;9;58;947.7;-4.8;5.4;84.4;0;1
MER;20190210;56;30;8;79;940.2;-0.5;11.9;69.7;8.7;4.7
MER;20190211;64;38;12;100;952.8;-0.8;3.4;81.7;1.3;1.4
MER;20190212;95;189;13;54;964.3;-5.6;3.3;81.4;0;-1
MER;20190213;110;336;11;0;965.6;-6.4;2.7;85;0;-2.2
MER;20190214;113;344;10;0;965.5;-6.9;5.1;85.5;0;-1.4
MER;20190215;118;347;10;0;962.4;-5.9;5.1;81.8;0;-0.9
MER;20190216;121;351;8;0;960.4;-4.9;7.1;76.3;0;0.2
MER;20190217;125;359;7;0;957.2;-6;6.6;74.1;0;0
MER;20190218;126;363;6;0;952.9;-5.1;7.7;72.5;0;0.5
MER;20190219;127;365;5;4;953.4;-5.7;6.9;73.8;0;0.5
MER;20190220;126;366;5;0;955.7;-4.9;6.5;74.6;0;1
MER;20190221;128;371;4;0;960.1;-3.8;9.1;76;0;1.9
MER;20190222;95;128;3;71;962.8;-0.4;12.7;74.9;0;5.1
MER;20190223;133;384;2;8;962.2;-1.2;8.2;75.7;0;3.8
MER;20190224;139;395;0;0;964;-2.7;7.6;79.4;0;1.9
