stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
LUG;19900328;108;0;88;980.8;2.2;7;75.3;87;4.8;9.4
LUG;19900329;214;0;63;988;0;9.5;63;647;4.1;16.5
LUG;19900330;195;0;21;994.4;0;10.2;60;629;5.1;15.5
LUG;19900331;201;0;8;998;0;11.8;58.4;635;6.1;19.1
LUG;19900401;189;0;17;994;0;12.5;58.2;600;7.4;18.4
LUG;19900402;110;0;83;983.5;3.5;11.1;77;131;9.2;14.3
LUG;19900403;28;0;100;976.3;15.7;9.2;93.1;0;8.7;10.8
LUG;19900404;199;0;75;977.5;0;11.3;74.8;473;7.6;15.8
LUG;19900405;39;0;100;980.7;3.1;10.4;82.6;3;8.7;12
LUG;19900406;36;0;100;977.1;21.1;8.5;92.1;0;7.7;9.3
LUG;19900407;72;0;100;970.9;5.3;9.3;92.4;0;7.8;10.8
LUG;19900408;141;0;79;973.4;22.8;10.6;81.2;148;7.2;15.7
LUG;19900409;61;0;96;975.6;4.6;7.5;90.3;0;6;8.5
LUG;19900410;244;0;21;971.2;0;11.6;47.8;694;5.2;17.4
LUG;19900411;236;0;42;973.9;0;12.2;35.2;659;6.1;19.2
LUG;19900412;247;0;17;980.2;0;12.8;30.3;688;9.1;17.2
LUG;19900413;237;0;46;983.5;0;11.1;48.7;651;6.3;15.9
LUG;19900414;34;0;100;982.9;13.7;8.6;81.3;0;6.6;10.9
LUG;19900415;54;0;92;978.6;3.4;8.4;81.1;40;6.6;11.3
LUG;19900416;251;0;21;982.3;0;12.7;25.3;646;8.4;17.4
LUG;19900417;138;0;83;984.5;25.6;9;61.9;166;6.2;12.1
LUG;19900418;49;0;100;980.3;0.4;7.3;75.5;0;4.8;10.4
LUG;19900419;206;0;58;975;14.9;8.6;74.6;437;6.3;14.6
LUG;19900420;66;0;100;974.2;6.8;7.1;87.5;19;6.3;9.2
LUG;19900421;203;0;75;974.9;6.6;8.8;78;322;5;13.7
LUG;19900422;69;0;92;977.9;25.5;7.8;91.1;10;6;10.9
LUG;19900423;71;0;96;976.2;0.1;7.8;84.6;0;6;10.1
LUG;19900424;129;0;63;980.2;0.4;9.3;79.3;99;5.8;13.7
LUG;19900425;264;0;38;982.5;0;11.6;67.5;687;5.5;18.5
LUG;19900426;192;0;54;983.9;0;12.1;62;419;7.7;17.5
LUG;19900427;250;0;21;986.2;0;14.9;46.3;647;7.7;21.9
LUG;19900428;267;0;38;986.4;0;17.5;38.7;730;10.3;24.8
LUG;19900429;248;0;25;990.2;0;15;54;667;9.7;19.1
LUG;19900430;239;0;58;992.6;0;15.4;56.7;558;12.3;20.4
LUG;19900501;254;0;17;993.3;0;15.9;62.6;697;10.2;22.9
LUG;19900502;233;0;29;995.6;0;17.1;63.5;581;12.1;24.1
LUG;19900503;190;0;79;993;0;16.9;70.9;315;14;22.4
LUG;19900504;216;0;58;989.9;0;17;68.6;504;13.5;21.8
LUG;19900505;243;0;42;988.8;0;17.1;56.5;516;12.6;22.7
LUG;19900506;227;0;38;986.2;0;16.2;63.5;503;12.2;22.5
LUG;19900507;229;0;46;984.5;0;16.7;60.3;562;11.7;22.4
LUG;19900508;232;0;42;984.5;0;17.1;56.9;632;11.6;23.4
LUG;19900509;243;0;25;984.3;0;17.5;56.6;603;12;23.5
LUG;19900510;253;0;42;983.4;0;18.2;54.2;622;12.7;24.4
LUG;19900511;185;0;88;980.9;1.8;16.8;63.5;216;13.2;21.3
LUG;19900512;177;0;63;979.9;8.4;15.5;75.9;209;12.5;21
LUG;19900513;179;0;83;982.8;8.8;16.5;81.4;216;13.3;21
LUG;19900514;250;0;58;983.4;0;17.7;75.6;459;13.3;22.7
LUG;19900515;219;0;63;985;0.1;19.1;72;450;14.7;23.6
LUG;19900516;238;0;50;986.3;0;20.1;64.9;547;15.7;26
LUG;19900517;259;0;50;983.7;8.9;20.7;67.3;598;16;26.5
LUG;19900518;211;0;63;983.7;2.7;19;76;384;14.7;24
LUG;19900519;80;0;88;986.1;31.4;17.4;86.5;17;16.2;19.1
LUG;19900520;57;0;100;986;7.7;16;92;0;15.1;16.9
LUG;19900521;119;0;88;982.7;3.8;16.4;84.9;91;14.5;19.3
LUG;19900522;124;0;96;982.9;14.9;16.2;85.6;122;13.9;19.9
LUG;19900523;216;0;92;984.8;29.2;17.4;80.9;290;13.8;22.3
LUG;19900524;102;0;96;980.3;16.5;16.1;87.1;42;14.4;18.4
LUG;19900525;291;0;50;979.7;0;18.5;60.7;670;13.5;25.4
LUG;19900526;137;0;79;986.1;1.1;15.5;66.1;114;12.4;17.4
LUG;19900527;204;0;71;987.3;1.1;15.2;73.9;385;12.2;19.6
LUG;19900528;273;0;38;988.2;0;15.7;67.9;617;11.2;20.1
LUG;19900529;298;0;25;988.6;0;15.7;54.6;667;12;19.7
LUG;19900530;246;0;71;989;0.5;15.4;57.5;491;12.5;19.2
LUG;19900531;284;0;29;988.7;0;16.5;63.6;651;11.6;21.4
LUG;19900601;272;0;42;987.5;0;18.1;60.1;630;13.4;23.3
LUG;19900602;147;0;96;980.9;0.5;16.5;74.3;81;12.9;20.6
LUG;19900603;286;0;54;976.7;9.1;18.3;63.9;590;12.2;23.1
LUG;19900604;84;0;96;977.6;1.2;16.4;87.5;0;14.2;18.3
LUG;19900605;62;0;96;977.7;80.7;16.5;90.4;0;15.2;18.5
LUG;19900606;215;0;63;977.5;11.7;16.3;84.2;429;12.1;21.7
LUG;19900607;205;0;75;978.6;32.2;16.8;78.9;259;12.5;21.7
LUG;19900608;173;0;63;973.2;33.8;15.9;75.6;413;13.3;20.9
LUG;19900609;208;0;58;975.5;14.1;15;67.5;405;11.3;20.8
LUG;19900610;308;0;29;978.5;0;16.2;45.9;701;9.3;23
LUG;19900611;308;0;33;981.6;2.7;17.7;52;713;11.5;23.5
LUG;19900612;67;0;96;982.2;9.9;14.1;86.9;0;12.7;17
LUG;19900613;227;0;63;981.5;2.3;15.2;77.8;441;11.2;21.3
LUG;19900614;231;0;63;983.3;0.9;15.8;73.1;390;11.1;20.7
LUG;19900615;287;0;33;981.8;0;17.6;70.8;645;11.6;23.2
LUG;19900616;300;0;38;983;0.1;18.3;68.2;685;13.2;23.7
LUG;19900617;297;0;38;982.5;13.3;19;69.6;642;13.9;24.2
LUG;19900618;128;0;92;983.8;4.8;17.3;85.5;57;15;22.1
LUG;19900619;219;0;75;986.5;4.6;18.9;78.4;255;13.7;23.4
LUG;19900620;134;0;92;983.4;25.7;18.7;89.2;74;16.2;24.2
LUG;19900621;246;0;46;979.7;0.2;18.5;73.9;525;14.1;24.3
LUG;19900622;79;0;96;980.2;12.2;17.6;86.2;4;15.2;20.7
LUG;19900623;244;0;71;982.1;3.7;20.2;83.1;476;17.1;25.2
LUG;19900624;305;0;21;987.1;0;21.1;71.6;742;15.5;26.4
LUG;19900625;273;0;50;989.7;0;22.4;72.9;550;18;26.9
LUG;19900626;261;0;58;988.2;0;23.4;71.1;525;19.8;27.6
LUG;19900627;221;0;71;985;2;22.3;73;264;18.7;27.8
LUG;19900628;174;0;88;985.1;1.2;21.4;77.4;145;19;25
LUG;19900629;246;0;58;987.4;1.3;22;76;364;18;27.8
LUG;19900630;274;0;33;984.9;20.8;23.6;69.1;619;18.6;28.9
LUG;19900701;293;0;63;979.6;0;22.1;68.5;668;15.7;27.7
LUG;19900702;244;0;75;977.6;3.2;21.3;66.1;474;17;26
LUG;19900703;109;0;92;977.7;3;17.5;81.4;65;13.3;20.1
LUG;19900704;311;0;25;979.6;0;20.3;48.9;694;12.5;26.7
LUG;19900705;284;0;63;979.1;6.1;19.5;67;520;14.9;25.2
LUG;19900706;331;0;17;980.7;0;21;49.9;758;13;28.3
LUG;19900707;310;0;42;987.4;0;19.5;50.1;719;14;24
LUG;19900708;302;0;42;985.9;0;21.5;64.1;718;16.2;27.8
LUG;19900709;276;0;54;984.9;1;22.5;72.4;638;17.9;27.4
LUG;19900710;233;0;50;981.4;0;22.5;57;450;19.3;28.4
LUG;19900711;303;0;29;990.7;0;19.3;56.4;605;15.5;23.7
LUG;19900712;300;0;21;990.1;0;19.7;66.1;742;14.4;24.5
LUG;19900713;293;0;21;984.8;0;21.6;67.4;751;16.4;27
LUG;19900714;262;0;38;981;0;23.1;67.7;541;18;28.7
LUG;19900715;248;0;58;985.1;0;23.3;70.8;440;19.4;27.1
LUG;19900716;264;0;63;988.2;0;24.3;70.1;507;21;29.1
LUG;19900717;281;0;17;985;0.6;23.9;61.3;641;18.3;30.9
LUG;19900718;304;0;29;983.7;0;24.2;53.9;676;19.1;31.1
LUG;19900719;291;0;46;985.1;0;22.2;63.8;695;17.5;26.9
LUG;19900720;281;0;25;986.7;0;22.4;66.7;695;17.4;27.2
LUG;19900721;270;0;17;988.1;0;23.6;67.2;642;18.3;29.2
LUG;19900722;273;0;17;985.6;0;24.7;68.4;686;19.4;30
LUG;19900723;249;0;54;983.5;0;25.4;67.7;489;21.7;30.4
LUG;19900724;134;0;79;982.6;0;23.5;71.5;14;18.8;27.6
LUG;19900725;272;0;38;983.3;0;22.1;68.7;614;17.7;27.3
LUG;19900726;241;0;79;983.2;0;22.4;64.4;451;18.8;26.7
LUG;19900727;279;0;33;984.2;0;22.4;59.9;671;16.3;28.3
LUG;19900728;254;0;38;987;0;23.8;64.4;633;18.8;29.4
LUG;19900729;224;0;38;987.9;0;24.1;67;340;19.8;29.1
LUG;19900730;193;0;58;987.5;0;23.5;66.2;342;19.9;28.3
LUG;19900731;157;0;79;988.2;0.2;22.5;68;140;18.8;26.9
LUG;19900801;231;0;58;988.6;0;23.7;66.3;466;18.6;28.9
LUG;19900802;258;0;17;989.4;0;25.1;62.8;660;19.7;31.3
LUG;19900803;227;0;33;989.7;0;25;59.7;467;20.4;30.1
LUG;19900804;255;0;38;990.1;0;24.6;56.1;623;21.7;28.9
LUG;19900805;255;0;33;987;0;24.7;58.2;625;21.4;29.6
LUG;19900806;134;0;92;981.5;2.3;22.2;72.3;69;19.4;29.9
LUG;19900807;193;0;79;982.2;0.6;20.4;77.4;183;17.6;23.3
LUG;19900808;299;0;58;987.4;0;20.6;67.2;641;16.7;24.8
LUG;19900809;285;0;42;989.9;0;21.2;60.2;662;17.5;25.4
LUG;19900810;266;0;46;990.2;0;22;62.1;595;18.7;26.4
LUG;19900811;263;0;42;987.7;0;22.1;64.9;689;16.8;27.4
LUG;19900812;192;0;71;988.1;1.4;22.6;65.2;242;18.7;27.2
LUG;19900813;230;0;58;986.9;0.2;22.6;70.4;390;18.2;27.4
LUG;19900814;110;0;88;984.9;5.6;19.6;83.1;107;17;24.6
LUG;19900815;286;0;38;982.6;0.4;21.8;70.4;702;16.8;27
LUG;19900816;204;0;63;984.3;51;22.5;73.9;308;18.7;27
LUG;19900817;252;0;58;983.1;0;21.6;64.8;513;17.7;27.8
LUG;19900818;284;0;13;987.4;0;20.2;54;720;15.1;24.7
LUG;19900819;281;0;21;987;0;20.5;68.9;724;15.2;26.2
LUG;19900820;228;0;38;984.6;0;21.3;71.6;493;16.9;25.8
LUG;19900821;248;0;54;981.1;0;22.5;50.6;529;17;31.3
LUG;19900822;284;0;13;986.2;0;22.1;42.1;714;17.7;26.5
LUG;19900823;267;0;21;990.4;0;20.6;61.4;703;15.5;26.4
LUG;19900824;253;0;13;990.1;0;21.1;66;683;16.2;26.3
LUG;19900825;205;0;71;985.5;0;21.6;67.4;364;17.2;26.6
LUG;19900826;107;0;79;983.4;0;20.2;76.4;87;18;23
LUG;19900827;142;0;63;985.5;3.4;19.7;77.2;298;17.5;22.9
LUG;19900828;174;0;54;987.3;0;20.6;67.7;281;16.7;26.7
LUG;19900829;230;0;25;987.1;0;21.6;65.1;588;16.7;27.7
LUG;19900830;196;0;42;984.6;8.9;21.5;67.4;394;17.1;26.7
LUG;19900831;108;0;96;981.9;10.6;18.6;86.1;110;15.1;24.8
LUG;19900901;228;0;63;982.5;0;19.3;72.7;532;14.5;25.1
LUG;19900902;244;0;33;984.6;0;19.7;70.8;637;15.2;25.2
LUG;19900903;208;0;75;983.4;0;19.8;67.4;421;15.8;24.7
LUG;19900904;163;0;75;979.7;0;19.3;71.2;261;15.1;24
LUG;19900905;221;0;71;976;0;20.7;53.4;514;15;27.3
LUG;19900906;209;0;46;980.9;11.9;19.6;59.1;472;15.4;23.3
LUG;19900907;132;0;83;978.3;0.7;17.9;73.2;160;16;20
LUG;19900908;252;0;29;984.8;0;18.2;46.4;653;12.5;23.6
LUG;19900909;205;0;67;990.3;0;16.9;64.6;634;12.1;22.1
LUG;19900910;229;0;33;984.5;0;17.9;67.2;643;12.5;23.6
LUG;19900911;241;0;29;982.5;0;20.7;30.7;704;14.9;25.7
LUG;19900912;239;0;17;987.2;0;17.6;52.8;685;11.7;23.9
LUG;19900913;181;0;79;990.8;0;17.4;61.5;358;14.2;21.4
LUG;19900914;203;0;50;992;0.2;17.9;65.7;571;13.9;22.1
LUG;19900915;118;0;100;989.8;0;18.1;77.1;39;15.2;21.2
LUG;19900916;191;0;79;987.2;0;18.2;74.1;467;15;21.4
LUG;19900917;124;0;75;986.4;0;17.6;77.2;83;14.8;20.6
LUG;19900918;218;0;21;984.3;0;18.9;51;636;12.8;25.8
LUG;19900919;155;0;58;984.7;0;17.2;64.1;265;12.5;21.4
LUG;19900920;144;0;88;978.6;0.3;17.8;74.3;229;14.2;22.2
LUG;19900921;176;0;50;972.8;0;17.6;67.2;443;13.1;23
LUG;19900922;183;0;46;975.2;0;18.7;55.7;464;13;24.8
LUG;19900923;51;0;100;975.4;77.7;18.4;82;3;16.1;20.6
LUG;19900924;213;0;38;973.7;0;18.2;51.9;589;13.8;24.2
LUG;19900925;153;0;71;982.5;0;15.7;59.8;310;11.3;20.1
LUG;19900926;148;0;71;986.4;0;15.7;76.2;339;13;19.1
LUG;19900927;140;0;88;990.2;0;15.8;77.6;269;12.8;19
LUG;19900928;167;0;58;993.9;0;15.4;71.3;419;12.9;19.4
LUG;19900929;163;0;46;992.2;0;16;72.9;464;13;20.1
LUG;19900930;37;0;100;988.4;0;15.5;79.1;0;12.8;17.5
LUG;19901001;57;0;88;986.7;0;15.8;86;36;13.4;18
LUG;19901002;169;0;42;987.3;0;16.9;79.5;551;12.3;22.3
LUG;19901003;48;0;100;986.3;47.9;17.1;86.1;0;15.4;19.4
LUG;19901004;9;0;100;983.4;43;15.4;96.5;0;13;16.8
LUG;19901005;163;0;54;988.1;0;15.2;78.9;502;10.4;19.9
LUG;19901006;154;0;42;987;0;15.4;76.9;535;11.7;19.9
LUG;19901007;32;0;92;978.9;0.1;15;85.5;0;13.7;16.6
LUG;19901008;172;0;8;980.4;0;15.4;55.5;608;10;21.9
LUG;19901009;130;0;63;993.6;0;12.7;65.2;294;9.4;17.2
LUG;19901010;156;0;25;993.9;0;12.6;76.5;532;8.3;18.2
LUG;19901011;146;0;38;993.6;0;13.8;76.9;516;8.7;19.6
LUG;19901012;84;0;92;994;25.9;15.3;85.4;89;12.8;18.2
LUG;19901013;81;0;79;994;2.1;15.9;89.9;103;14.3;18.9
LUG;19901014;138;0;25;992;0;16.2;84.5;533;12.6;20.2
LUG;19901015;100;0;79;988.5;8.4;17.2;83.2;192;13.9;21.7
LUG;19901016;17;0;100;987.3;40.3;16;95.7;0;14.8;16.9
LUG;19901017;14;0;100;982.9;31.7;14.8;96.2;0;12.2;15.8
LUG;19901018;23;0;96;982.4;33.9;13.4;95;0;12.7;14.3
LUG;19901019;46;0;92;980.7;0.8;13.5;90.5;13;11.9;15.8
LUG;19901020;88;0;88;975.8;0.4;14.9;84.4;178;12.4;17.7
LUG;19901021;76;0;67;981.5;0.9;15.6;84;30;13.4;19.1
LUG;19901022;14;0;100;990.9;0.4;12;81.1;0;10.4;14.3
LUG;19901023;79;0;92;990.7;0;10.3;70.6;84;9.2;12.1
LUG;19901024;109;0;50;986.6;0;10.4;73;398;8.5;14.5
LUG;19901025;38;0;79;983.5;3.5;9.2;85.2;0;6.9;11.6
LUG;19901026;60;0;92;978.1;14.4;11.3;85.3;25;9.1;13.8
LUG;19901027;111;0;54;975.7;8.8;10.7;82.9;396;6.9;15.5
LUG;19901028;57;0;88;973.2;18.6;8.8;78.8;82;5.6;12.7
LUG;19901029;52;0;96;961.9;4.6;9.9;90.2;76;8.4;12.5
LUG;19901030;117;0;17;965.1;0;11.6;63.6;490;7.8;18.7
LUG;19901031;21;0;92;973;2.2;9.9;70.7;35;6.4;13
LUG;19901101;112;0;33;972;0;12.2;62.8;452;8.3;19.3
LUG;19901102;79;0;67;973.5;0;9.1;70.2;249;6.2;13.1
LUG;19901103;51;0;67;971.8;0;7.8;73.9;60;4.4;11.8
LUG;19901104;113;0;21;976.2;0;7.8;46.1;496;3.4;14.2
LUG;19901105;113;0;21;982.6;0;7.4;45.8;452;2.7;13.8
LUG;19901106;108;0;17;990.9;0;6.4;53.6;486;3;11.7
LUG;19901107;98;0;42;994.3;0;5.2;67.1;463;1.9;10.6
LUG;19901108;99;0;8;992.4;0;5.1;69.8;454;1.2;11.4
LUG;19901109;89;0;13;994;0;5.2;72.5;424;1.5;11.1
LUG;19901110;61;0;58;993.9;0;4.9;78;19;2;8.6
LUG;19901111;51;0;79;992.9;0;6.4;77.1;20;3.7;9.1
LUG;19901112;78;0;63;992.8;0;7.5;76.9;359;4.7;11.7
LUG;19901113;89;0;21;992.5;0;7.5;72.9;426;4;14
LUG;19901114;26;0;83;988.9;0.6;7.5;81.9;0;4.9;9.6
LUG;19901115;49;0;38;985.9;0;7.5;71.6;140;3.7;13.6
LUG;19901116;90;0;8;991.7;0;10.8;47.2;447;6.7;16
LUG;19901117;84;0;63;987.3;0;8.7;65.3;444;5.6;13.4
LUG;19901118;74;0;46;980.9;0;7.8;71.9;340;4.7;12.9
LUG;19901119;86;0;25;975;0;10.9;45.8;436;6.5;19.4
LUG;19901120;30;0;71;973.2;5;7.9;72.8;14;4.9;10.3
LUG;19901121;3;0;100;973.1;10.1;9;93.7;0;8.2;10.1
LUG;19901122;3;0;100;972.9;9.5;11.2;86.5;0;9.9;13.3
LUG;19901123;26;0;79;973.2;11.1;9.1;70.5;30;4.8;13
LUG;19901124;57;0;67;973.3;8.2;6.4;77;144;3.7;9.5
LUG;19901125;5;0;100;965.9;56.3;3.3;89.4;0;0.8;5.6
LUG;19901126;49;3;92;972.3;0.3;5.8;87.1;102;3.6;8.3
LUG;19901127;62;0;58;971.3;0;5.2;77.9;236;2.8;9.5
LUG;19901128;57;0;58;977.7;0;4.6;73.5;297;2.1;9.2
LUG;19901129;72;0;17;980.8;0;4.1;72.7;423;1.3;9.1
LUG;19901130;76;0;17;977.2;0;5.6;49.3;415;1.2;12.4
LUG;19901201;79;0;17;987.2;0;4.7;23.6;420;0.4;8
LUG;19901202;72;0;17;991.3;0;1.8;51;414;-0.8;7.4
LUG;19901203;64;0;50;991.1;0;2.3;63.6;367;-0.2;6.4
LUG;19901204;69;0;25;985.1;0;4.4;55.7;399;-0.2;10.9
LUG;19901205;78;0;21;986.4;0;6;32.5;392;0.9;9
LUG;19901206;72;0;4;989.9;0;3.5;42;405;-0.3;8.2
LUG;19901207;68;0;17;984.2;0;1;58.5;403;-1.7;5.5
LUG;19901208;21;0;92;978;12;2;60.7;0;-1.3;4.6
LUG;19901209;4;12;100;968.1;65.2;1.4;90.3;0;0.5;3.6
LUG;19901210;9;14;100;958.6;14.5;2.7;92.1;0;1.7;4.1
LUG;19901211;48;9;79;971.4;1;3.4;85.7;179;0.6;6.5
LUG;19901212;57;6;58;969.8;0;2.9;70.1;232;-0.1;6.2
LUG;19901213;66;6;46;971.3;0;5.7;36.6;322;2.5;9.4
LUG;19901214;61;5;29;978.8;0;4.5;50.8;353;0.5;9.1
LUG;19901215;48;5;79;983.2;0;1.9;61.2;55;-0.3;5.2
LUG;19901216;64;4;17;988.3;0;0.6;58.4;392;-2;5.5
LUG;19901217;49;4;58;990.1;0;0.5;59.3;34;-2.2;3.7
LUG;19901218;32;4;79;989.3;0;1.5;62.6;41;-0.7;4.1
LUG;19901219;62;4;21;989.5;0;0.2;59.5;393;-2;4.3
LUG;19901220;66;4;21;990.5;0;0.3;61.6;392;-3;5.2
LUG;19901221;62;4;17;990;0;1.2;59;388;-1.3;5.9
LUG;19901222;65;3;42;993.3;0;1.6;65.9;368;-0.9;6.1
LUG;19901223;61;3;13;993.5;0;1.7;75.6;391;-0.9;5.5
LUG;19901224;40;3;63;990.3;0;1.9;78;95;-0.4;4.6
LUG;19901225;14;3;100;989.2;0.7;1.9;74.8;0;0.7;2.8
LUG;19901226;24;3;96;984.7;0.8;2;84.6;0;0.8;2.9
LUG;19901227;44;3;67;980.9;0;3.1;84.6;178;1.8;5.8
LUG;19901228;66;2;13;987.9;0;3.9;60.8;384;0.4;10
LUG;19901229;65;0;17;993.1;0;2.8;63;398;0.1;6.9
LUG;19901230;18;0;96;994.4;0;4.8;64.7;0;2.5;6.4
LUG;19901231;9;0;100;990.4;0.2;5.1;79.6;0;4.2;6.1
LUG;19910101;55;0;54;985.6;0;6.6;61.6;254;3.7;13.1
LUG;19910102;35;0;75;988.4;0;4.1;57.4;37;2;7.2
LUG;19910103;53;0;58;988.7;1.2;4.9;71.3;328;2;7.4
LUG;19910104;8;0;100;986.3;9.1;5.4;90.3;0;4.6;6.1
LUG;19910105;69;0;13;985.8;0;6;66.4;403;1.7;11.8
LUG;19910106;69;0;33;983;0;2.9;72.6;411;0.8;7.1
LUG;19910107;20;0;96;983.2;0;2.2;83;0;0.1;4.1
LUG;19910108;52;0;46;986.5;0;4;79.7;271;1.6;7.6
LUG;19910109;22;0;63;990.9;0;3.7;82.9;0;1.7;6
LUG;19910110;14;0;75;994.7;0;4.4;79.7;0;1.4;6.2
LUG;19910111;9;0;100;992.2;0.4;6.3;82.3;0;5.3;7
LUG;19910112;6;0;100;988.4;9.8;6.5;92.9;0;6;7
LUG;19910113;5;0;100;987.1;31.1;4.7;92.2;0;2.3;6.3
LUG;19910114;9;0;100;990.4;10.3;2.8;93.8;0;1.3;3.6
LUG;19910115;39;0;92;994.4;0;5;87.1;6;3.2;6.7
LUG;19910116;57;0;88;999.2;0;2.2;51.4;229;-1.6;5.4
LUG;19910117;74;0;8;1000.1;0;-0.2;69.9;427;-2.8;4.1
LUG;19910118;80;0;8;999.8;0;0.7;66.1;434;-2.4;5
LUG;19910119;68;0;50;997.1;0;1.7;63.3;264;-1.7;5.6
LUG;19910120;80;0;17;999.8;0;2.4;65.6;434;-0.4;6.8
LUG;19910121;55;0;58;996.7;0;1.7;65.4;127;-1.1;5.5
LUG;19910122;69;0;58;999.2;0;1.9;65.2;337;-0.6;6.3
LUG;19910123;85;0;13;999.7;0;1.1;62;444;-2;6.5
LUG;19910124;87;0;8;996.3;0;1.2;58.7;432;-2.2;6
LUG;19910125;86;0;0;999;0;2;58.9;432;-1.2;6.8
LUG;19910126;82;0;8;995.9;0;1.4;66.9;416;-1.4;5.8
LUG;19910127;86;0;4;992.9;0;1.8;68.6;455;-1.6;6.5
LUG;19910128;77;0;8;994;0;1.8;67.9;401;-1;5.5
LUG;19910129;90;0;13;990.2;0;1.6;68.1;466;-1.5;6.3
LUG;19910130;84;0;17;989.1;0;1.5;64.2;407;-1.9;6.6
LUG;19910131;24;0;100;993.4;0;2.1;76.7;0;1.1;3.1
LUG;19910201;51;0;92;995.8;0;1.1;65.5;21;-0.6;2.1
LUG;19910202;83;0;42;998.7;0;-0.7;50.5;390;-2.8;2.3
LUG;19910203;85;0;17;996.1;0;-1.2;62.8;417;-4.2;3.1
LUG;19910204;70;0;54;992.1;0;-0.6;64.6;264;-3.3;3.9
LUG;19910205;53;0;71;987.2;4.5;-1.2;71.8;76;-3.3;1.3
LUG;19910206;45;11;100;984.3;1;-3.9;79.4;0;-5.3;-2.4
LUG;19910207;65;10;88;983.8;3.8;-5;74.9;96;-8.2;-2.3
LUG;19910208;52;13;92;978.1;0;-1.2;75.9;9;-3.9;1.6
LUG;19910209;92;8;75;980.5;1.7;0.2;75.9;298;-3.5;4.5
LUG;19910210;10;7;96;978.6;1.5;1.4;92.3;0;0.6;2.2
LUG;19910211;112;4;17;979.7;0;2.5;36.8;514;-0.5;6.3
LUG;19910212;108;2;29;977.7;0;1.4;35.6;497;-1.5;5.6
LUG;19910213;112;0;17;980.3;0;1.2;32.6;496;-2;5.2
LUG;19910214;120;0;4;983.9;0;-0.6;49.4;514;-4.4;4.4
LUG;19910215;123;0;21;978.7;0;1.2;43;508;-1.8;5.1
LUG;19910216;121;0;17;966.3;0;1.6;58.8;533;-2.4;7.1
LUG;19910217;106;0;46;976.7;0;2.5;62.9;382;-1.7;7.5
LUG;19910218;114;0;21;981.4;0;4;61.6;495;-0.1;8.8
LUG;19910219;108;0;4;985.8;0;4.4;68.6;481;0.7;9.6
LUG;19910220;101;0;0;983.9;0;4.1;75.1;400;0.6;9.3
LUG;19910221;110;0;4;980.7;0;5.3;73.1;433;1.9;11.3
LUG;19910222;128;0;13;984.9;0;5.9;69.1;546;1.9;10.5
LUG;19910223;125;0;38;995.8;0;6.7;61.2;530;2.5;13.8
LUG;19910224;136;0;13;996.4;0;7;68.3;545;3.2;12.1
LUG;19910225;134;0;17;991.5;0;8.3;70.7;526;4.1;16.5
LUG;19910226;131;0;25;987.6;0;9;70.6;517;5;17.5
LUG;19910227;108;0;42;983.8;0.6;8.8;73.6;349;4.8;14
LUG;19910228;10;0;100;979.9;9.3;7.9;89.1;0;7.1;9.6
LUG;19910301;20;0;100;981.1;2.1;7.1;91.4;0;6.5;7.9
LUG;19910302;100;0;83;986.2;0;8.1;84.7;213;6.4;11.6
LUG;19910303;109;0;71;993;0;8.5;78.8;275;5.2;13.6
LUG;19910304;35;0;96;996.1;0;8.4;84.1;0;5.5;10.5
LUG;19910305;73;0;92;988.1;1.4;9.4;81.9;20;7;12.8
LUG;19910306;18;0;100;979.8;21.8;8.7;91.9;0;8.1;9.3
LUG;19910307;11;0;100;975.5;19.8;8.5;91.2;0;8.1;9.1
LUG;19910308;21;0;100;972.1;25.3;9.1;91.8;0;8.1;10.4
LUG;19910309;20;0;100;971.6;43.5;9.1;90;0;7.2;11.5
LUG;19910310;162;0;29;979.4;0;8.9;82.7;518;4.6;16
LUG;19910311;135;0;54;982.6;5.6;10.2;76;395;6;15.4
LUG;19910312;90;0;71;982.5;0.1;10.1;82.2;158;7.8;13.9
LUG;19910313;165;0;21;982.3;0;10;73.8;587;5.9;16.4
LUG;19910314;141;0;83;986;0;10.7;74.3;364;6.9;15.4
LUG;19910315;80;0;92;984.1;0;10.5;73.9;34;7.8;13.9
LUG;19910316;157;0;21;978.8;0;10.6;57.7;543;5.8;17.2
LUG;19910317;84;0;96;975.5;0;10.1;61;0;6.8;13.7
LUG;19910318;111;0;63;982.8;0;11;64;243;7.7;15.9
LUG;19910319;125;0;71;989.4;0;11;58.4;215;6.4;16.6
LUG;19910320;175;0;42;985.9;0;13.1;56.4;601;7.7;20.3
LUG;19910321;28;0;100;983.3;7.7;10.9;78.9;0;9.6;12.9
LUG;19910322;19;0;100;973;61.3;11.2;81.6;0;9.1;14.3
LUG;19910323;31;0;100;977.4;12.7;9.6;87.5;0;8.8;12.3
LUG;19910324;56;0;100;980.2;0;10;85.1;0;8.2;12.4
LUG;19910325;50;0;100;977.1;12;9.8;86.4;56;8.3;13.5
LUG;19910326;52;0;79;981.4;0;9.4;88.7;0;8.6;10.8
LUG;19910327;156;0;75;979.5;0;11.2;73.8;303;8.3;15.6
