stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Sonnenscheindauer (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
GVE;19990103;19;0;88;0;969.1;4.5;6.7;5.2;9.3;82
GVE;19990104;40;0;79;58;973.8;0;8.5;5;12.5;80.7
GVE;19990105;74;0;50;439;974.7;0;4.7;-0.4;11;85.5
GVE;19990106;60;0;25;252;974;0;1.9;-1.1;8.6;91.3
GVE;19990107;49;0;50;148;969;0.5;6.3;-2;12.7;73.2
GVE;19990108;22;0;100;0;962.5;6.6;8;4.6;10.8;74.7
GVE;19990109;33;0;75;62;960.6;0.2;3.7;-1.1;6.1;78.6
GVE;19990110;12;0;100;0;954.9;0.1;2.3;-0.9;3.2;79
GVE;19990111;14;0;100;0;957.3;2.7;1.4;0.2;3.1;84.4
GVE;19990112;63;4;88;189;968.2;0.1;-0.6;-1.7;0.6;73.3
GVE;19990113;67;3;71;200;966.4;0.1;1;-1.6;3.5;79.1
GVE;19990114;40;1;71;92;968.7;0.9;1.6;-0.4;4;84.9
GVE;19990115;74;0;38;296;971.9;0;0.4;-2.9;4.2;84
GVE;19990116;83;0;42;446;967.9;0;5.3;1.5;8.9;60.2
GVE;19990117;46;0;75;93;966.3;7.3;4.3;0;7.6;68.6
GVE;19990118;30;0;92;0;974.7;0.1;4.9;1.5;7.1;89
GVE;19990119;20;0;100;0;976.5;0;2.2;0.5;3.2;94.9
GVE;19990120;19;0;100;0;976.5;0;0.7;-0.3;1.6;94.3
GVE;19990121;26;0;100;0;976.3;0;0.3;-1.1;1.4;92.2
GVE;19990122;24;0;100;0;976.3;0;0.4;-0.8;1.3;90.7
GVE;19990123;26;0;100;0;976;0;0.2;-0.9;1.2;90.7
GVE;19990124;30;0;100;0;978.4;0;-0.3;-1.3;1.2;92.8
GVE;19990125;70;0;71;211;979.6;0;2.1;-2.6;7.7;87
GVE;19990126;16;0;96;0;969.7;11.5;6.2;2.5;8.4;79.3
GVE;19990127;54;0;88;118;966.2;2.2;4;1.7;5.9;70.6
GVE;19990128;16;0;100;0;965.3;17.6;3.1;1.2;7.1;86.1
GVE;19990129;74;0;75;224;972.2;0.2;2.8;-1.5;5.8;71.3
GVE;19990130;112;0;13;515;980.3;0;-2.6;-3.8;-1.1;47.6
GVE;19990131;85;0;42;309;980.6;0;-3.5;-4.6;-1.3;56.6
GVE;19990201;107;0;29;462;980.6;0;-2.4;-5.5;1.1;55.7
GVE;19990202;38;0;88;0;983.7;0;0.1;-4.8;3.6;67.2
GVE;19990203;95;0;67;335;986.4;0;2.1;-1.7;6;75.6
GVE;19990204;89;0;71;374;983.3;0;2.4;-1.3;8.2;78.2
GVE;19990205;14;0;100;0;973.5;6.6;4.1;-1.8;6.6;82.8
GVE;19990206;19;0;100;1;967.2;9.9;3.7;2.5;5.3;80.6
GVE;19990207;23;0;96;0;958.6;7;2.5;-1.4;4.5;80.2
GVE;19990208;68;3;92;84;961;10.5;-1.1;-3.6;1.5;75.5
GVE;19990209;18;1;100;0;948.8;10.2;2.8;-1.1;5.1;83.7
GVE;19990210;103;1;25;322;958.1;0;-1.9;-4.6;0.5;64.5
GVE;19990211;78;0;79;143;965.1;0.2;-2.6;-5;0.5;70.2
GVE;19990212;117;1;17;452;971.6;0;-3.7;-5.9;-0.9;53.2
GVE;19990213;57;0;83;46;975.4;0;-4.7;-6.2;-2.8;67.5
GVE;19990214;80;0;83;187;978.1;0;-2.9;-5.2;-0.2;70.9
GVE;19990215;122;0;46;380;976.4;0;-1.5;-4.5;2.4;74.5
GVE;19990216;33;0;96;10;970.7;0;1;-4.2;4.9;74.2
GVE;19990217;29;0;88;0;969.1;3.7;2.5;0.5;3.6;80.5
GVE;19990218;43;1;100;0;971.8;7.7;2.5;1.3;3.9;89.5
GVE;19990219;67;1;92;9;976.1;8.5;5.5;2.1;8.7;87.4
GVE;19990220;26;0;100;0;973;14.9;7;5.5;8.3;89.1
GVE;19990221;28;0;96;0;967.2;18.6;7.9;5.7;9.4;85.2
GVE;19990222;62;0;88;74;959.8;8.9;4.6;0.6;8.7;73.2
GVE;19990223;90;4;79;164;966.7;1;2.1;0.2;3.9;66.1
GVE;19990224;41;3;88;0;964.3;0.8;1;-3;2.9;79.7
GVE;19990225;97;1;79;212;969.3;0;3.4;-0.4;6.4;80.2
GVE;19990226;113;0;63;333;971.4;0;3.3;-0.1;8.1;81.1
GVE;19990227;132;0;67;389;968.6;0;5.1;-1.4;12.9;75.2
GVE;19990228;41;0;92;0;974.9;0.4;6.1;1.8;8.4;83.1
GVE;19990301;106;0;88;192;977;1.7;7;1.6;11.6;77.8
GVE;19990302;114;0;92;195;971.5;0.1;9.8;6.7;13.9;72.5
GVE;19990303;57;0;92;33;956.1;12.4;10.2;6;12.7;61.6
GVE;19990304;25;0;92;3;947.3;12.7;3.4;1.2;8.4;86.7
GVE;19990305;101;0;92;143;949.7;6.9;4;1.1;6.7;76.3
GVE;19990306;76;1;88;12;955.2;0.3;2.7;1.2;4.9;77.6
GVE;19990307;103;1;88;174;960.9;0.7;1.8;-1.3;4.4;80.1
GVE;19990308;66;0;79;42;961.4;1.7;2.9;-2;8;73.7
GVE;19990309;105;0;83;234;960.5;0;11.1;7.2;15.8;53.4
GVE;19990310;81;0;88;23;963.2;0;10.6;5.7;14.9;60.8
GVE;19990311;113;0;50;272;966.1;0;7.8;3;12.8;77
GVE;19990312;174;0;38;560;967.1;0;8.5;3.1;15;76.5
GVE;19990313;172;0;54;566;968.7;0;9.2;2.7;17.1;70.9
GVE;19990314;127;0;92;281;972.4;0;10.3;5.7;16.3;64.9
GVE;19990315;187;0;13;630;975.1;0;9.9;3.3;17.1;66.9
GVE;19990316;161;0;17;425;974.3;0;9.3;3.6;14.9;67.7
GVE;19990317;197;0;21;632;972.5;0;7.7;5.1;11.6;54.4
GVE;19990318;202;0;29;568;969.8;0;6.7;2.5;11.8;54.1
GVE;19990319;61;0;83;33;971.2;0;5.6;2.3;8.5;63
GVE;19990320;210;0;21;666;974;0;4.8;-1.6;9.9;57.5
GVE;19990321;182;0;54;373;967.1;4;6.3;-1.7;13.2;56.3
GVE;19990322;75;0;96;15;963.1;3.7;5.9;4.8;7.5;77
GVE;19990323;117;0;79;74;969.3;0;6.3;2;10.1;64.7
GVE;19990324;217;0;13;675;965.6;0;7.2;0.3;14;72.3
GVE;19990325;121;0;96;113;957.5;5.1;9.4;2.9;14.2;69.5
GVE;19990326;153;0;83;259;955;17.5;9.6;6.8;14.2;80
GVE;19990327;31;0;100;0;954.5;7.9;5.5;3.8;7.1;85.9
GVE;19990328;59;0;100;0;963.1;0;5.3;3.3;7.4;78.2
GVE;19990329;126;0;75;79;970.6;0;5.8;1;9.9;73
GVE;19990330;220;0;13;575;970.7;0;7.4;1.3;13.2;73.6
GVE;19990331;220;0;29;616;969.2;0;8.7;2.1;15.9;70.7
GVE;19990401;221;0;4;651;966.6;0;10.4;3.2;18.2;64.6
GVE;19990402;180;0;71;329;969.1;0;11.5;5;17.2;65.6
GVE;19990403;152;0;92;300;974.2;0.3;11.4;5.1;15.9;67.4
GVE;19990404;186;0;58;400;977.8;2.7;12.7;8.3;17.7;69.8
GVE;19990405;206;0;67;576;979.6;0;11.5;4.4;17.6;67.7
GVE;19990406;223;0;58;663;977.1;14.4;14;5.2;22.8;65.6
GVE;19990407;67;0;96;42;970.2;9.9;9.9;7;13.2;81.3
GVE;19990408;179;0;75;255;969.8;0;9.1;6.6;12.7;66.9
GVE;19990409;243;0;25;661;973;0;9.7;5.2;14;61.7
GVE;19990410;250;0;25;697;971.3;0;9.9;2.7;16.7;62.3
GVE;19990411;68;0;92;4;971.2;2.5;9.1;4.6;11.1;69.1
GVE;19990412;81;0;79;29;961.1;15.4;6;0.7;8.8;82.1
GVE;19990413;110;0;88;99;959.2;9.4;6.9;5;9.1;76.8
GVE;19990414;186;0;96;355;955.2;4.6;8.7;2.8;12.8;60
GVE;19990415;32;0;100;0;958.6;5.3;2.9;1.8;8.5;85.1
GVE;19990416;115;0;96;23;958.5;0;4.1;2.2;6.7;79.4
GVE;19990417;281;0;63;631;957.8;0;5.5;0.5;10.1;70.4
GVE;19990418;132;0;88;94;967.4;4.7;5.4;2.1;8.9;74.2
GVE;19990419;172;0;67;271;969.7;0;7.5;4.4;11.5;64.2
GVE;19990420;78;0;96;0;965.5;10.8;7.5;3.9;11.2;79.3
GVE;19990421;51;0;92;17;962.8;14.5;10.6;8.3;14.1;85.4
GVE;19990422;238;0;63;502;967.3;3;11.5;5.8;17.5;69.7
GVE;19990423;150;0;83;142;966.4;1.3;9.2;4.7;14.9;79.8
GVE;19990424;118;0;92;67;968.8;1.7;9.3;7.5;12.1;69.8
GVE;19990425;275;0;71;629;966;0.1;11.1;7.1;16.5;69.7
GVE;19990426;127;0;100;1;963.7;0;12.7;9.8;15.6;77.7
GVE;19990427;255;0;88;543;964.8;0;14.1;10.2;19;68.8
GVE;19990428;170;0;92;146;965.9;0;12.3;7.3;15.8;75.6
GVE;19990429;166;0;92;218;963.5;16.3;13.4;8.9;18.4;74.5
GVE;19990430;249;0;63;544;967.9;0;14.2;9.8;19.9;75.3
GVE;19990501;253;0;33;630;968.9;0;14.7;7.6;22.1;67.3
GVE;19990502;209;0;88;380;968.6;0;15.3;8.5;21.3;66.7
GVE;19990503;198;0;83;299;965.1;0;16.7;10.1;21.8;68.9
GVE;19990504;122;0;92;64;957.5;0.8;16.5;14.2;20.7;74.1
GVE;19990505;189;0;79;239;963;4.3;16.5;12.4;21.4;77.5
GVE;19990506;269;0;67;575;968.2;0;17.2;12.6;22.8;70.2
GVE;19990507;225;0;58;472;965.6;14.1;16.8;10.1;24.1;71.6
GVE;19990508;74;0;96;1;968.1;7.1;14.4;13.1;16.1;85.6
GVE;19990509;289;0;38;698;970.2;0;14.8;9.5;19.9;74.8
GVE;19990510;178;0;83;284;969.8;0.9;17.6;11.1;23.2;66
GVE;19990511;84;0;100;0;968.5;3.8;17.2;14.9;20.2;82
GVE;19990512;105;0;92;25;967.1;5.5;18.1;16.6;21;74.5
GVE;19990513;211;0;79;314;965.2;3.1;19.2;15.9;24.5;71.9
GVE;19990514;83;0;96;0;963.7;2.1;15.6;12.7;18.4;83
GVE;19990515;137;0;96;49;964.3;1.9;13.7;11.4;16.5;82.3
GVE;19990516;314;0;17;811;964.8;0.7;14.7;9.6;19.8;64.7
GVE;19990517;56;0;92;0;961.2;4.7;11.9;9.8;13.3;82.3
GVE;19990518;288;0;25;584;962.7;7.2;15.4;8.4;21.5;73.3
GVE;19990519;120;0;88;174;964.4;6;14;10.7;16.4;80.8
GVE;19990520;96;0;92;35;965.3;13.9;12.2;10.5;14.7;82.5
GVE;19990521;92;0;88;1;968.1;5.9;13;10.9;15.4;82.6
GVE;19990522;113;0;92;0;972.3;0.3;14.5;12.6;16.9;77.5
GVE;19990523;319;0;29;744;973.9;0;15.7;12.2;19.8;67.5
GVE;19990524;300;0;33;725;972;0;17.6;10.9;23;69
GVE;19990525;247;0;58;467;970.2;0.1;18.4;12.3;24.2;67.5
GVE;19990526;294;0;42;774;970;0;18.2;12.3;24.4;69.2
GVE;19990527;291;0;46;757;970.2;0;20.4;12.9;28.1;64
GVE;19990528;305;0;50;707;973.7;0;21.2;16.5;26.3;61.5
GVE;19990529;306;0;33;793;971.1;0;22.3;15.8;29.1;61
GVE;19990530;289;0;42;618;969.5;0;22.1;15.8;28.8;61.7
GVE;19990531;181;0;79;237;971.5;0.2;21;15.7;26.9;67.4
GVE;19990601;296;0;42;708;970.3;0;21.9;14.8;28.5;68.8
GVE;19990602;190;0;88;337;968.1;8;20.4;14.6;28.6;74
GVE;19990603;282;0;63;494;967.9;4.6;18.8;13.2;26.1;67.3
GVE;19990604;194;0;67;228;968.6;0;15.6;11.2;19.9;65.1
GVE;19990605;128;0;88;111;962.8;12;15.3;9.9;20.8;69.6
GVE;19990606;120;0;79;188;965.8;4.1;12.7;9.9;17.1;79.5
GVE;19990607;255;0;79;363;968.4;19.2;14.7;8.8;21.3;76.9
GVE;19990608;202;0;67;289;974.6;0.1;14.6;11.4;18.3;66.4
GVE;19990609;327;0;25;860;975.4;0;15.8;9.6;21.3;62.8
GVE;19990610;80;0;79;81;974.3;10.5;14.4;11.7;16.1;82.3
GVE;19990611;288;0;46;578;972.5;0;16.2;10.5;21.3;69.8
GVE;19990612;258;0;42;482;972;0;16.2;10.2;21.4;69.7
GVE;19990613;301;0;46;651;970.4;7.3;17.5;10.9;24.5;63.7
GVE;19990614;145;0;92;61;970.8;2.9;15.2;11.9;17.9;79.3
GVE;19990615;277;0;50;512;972.1;0;17.7;13.8;21.6;72
GVE;19990616;254;0;63;463;972.2;0;18.1;13.9;22.8;73.8
GVE;19990617;297;0;42;579;970.9;0;19.4;13.5;24.9;67.3
GVE;19990618;263;0;67;607;970.4;0;18.5;13.3;23.4;62.4
GVE;19990619;324;0;21;730;970.7;0;17.1;12.4;22.1;54
GVE;19990620;254;0;46;526;969.4;0;17.1;10.4;22.1;59.7
GVE;19990621;228;0;75;291;967.6;0.8;15.3;10.6;18.9;56
GVE;19990622;347;0;17;866;972.2;0;14;8;18.7;52.1
GVE;19990623;326;0;38;778;971.7;0;15.3;7.8;21.7;58
GVE;19990624;336;0;8;870;972.7;0;17.4;9.4;24.7;56.5
GVE;19990625;334;0;13;877;969.7;0;20.5;10.1;29.3;52.3
GVE;19990626;104;0;83;60;965.1;13.3;18.5;13.9;21.9;66.8
GVE;19990627;277;0;71;544;963.3;14.6;19.1;15;26.3;71.5
GVE;19990628;330;0;46;723;969.9;0;17.3;12.8;22.1;59.1
GVE;19990629;216;0;79;233;972.6;0.1;18;11.4;25.7;69.3
GVE;19990630;294;0;58;559;973.4;0;19.8;14.6;25;63.2
GVE;19990701;327;0;33;858;972.1;0;20;12.2;27.4;61.4
GVE;19990702;333;0;21;873;968.5;0;22;14.1;29.7;62.7
GVE;19990703;306;0;38;786;965.8;0;24.8;16.6;32.5;57.3
GVE;19990704;308;0;42;773;962.7;0;25.1;18.2;32.7;56.7
GVE;19990705;207;0;67;366;962.7;40;22.5;16.5;28.5;62.9
GVE;19990706;194;0;63;260;969.1;1.2;18.4;16;22.1;70
GVE;19990707;219;0;71;362;974.8;0.5;18.2;14.6;23;73.1
GVE;19990708;324;0;42;859;974.3;0;19.2;13.7;23.8;61.9
GVE;19990709;247;0;71;389;969.8;0;18.9;16.6;21.9;63.5
GVE;19990710;270;0;79;461;966.2;0.2;19.7;16.7;25;71.5
GVE;19990711;237;0;83;377;965.7;0.7;21;18.3;25.8;75.2
GVE;19990712;212;0;63;207;965.1;0;22.2;17.5;27.5;68.8
GVE;19990713;219;0;54;546;962.2;19.1;22;17.8;28.5;70.1
GVE;19990714;209;0;54;319;966.2;0;20.4;17.8;24.3;64.8
GVE;19990715;301;0;54;632;968.6;0;19.9;14.4;24.9;60.8
GVE;19990716;310;0;58;816;971.1;0;19.4;12.3;25.1;63.6
GVE;19990717;316;0;17;839;970.3;0;21;13.8;27.4;65.5
GVE;19990718;277;0;63;625;968.7;0.2;22.7;17;31.1;64.8
GVE;19990719;258;0;79;518;969;0;22.7;18.1;27.6;60.4
GVE;19990720;280;0;42;599;969.5;0;23;17.1;28.9;60.7
GVE;19990721;289;0;50;610;970.2;0;23;16.4;27.9;57.4
GVE;19990722;266;0;58;511;970.2;0;19;14.8;23;56.9
GVE;19990723;297;0;50;621;972.2;0;17.4;13;22;56.2
GVE;19990724;315;0;25;750;971.4;0;18.2;13.6;23.6;56.8
GVE;19990725;315;0;13;830;968.5;0;19.7;13.9;25.6;58.5
GVE;19990726;306;0;8;830;967.6;0;21.4;13.3;28.7;59.8
GVE;19990727;254;0;54;553;966.9;23.4;22.7;16;29.4;65.1
GVE;19990728;187;0;83;121;966.8;1.7;20.9;18.3;24.8;78.1
GVE;19990729;226;0;71;352;966.5;0;22.1;18.2;26.3;71.2
GVE;19990730;295;0;33;782;965.8;0;21.6;15.7;27.3;60.9
GVE;19990731;271;0;67;695;965.3;0;20.8;14.5;27.7;58.5
GVE;19990801;261;0;29;714;967;0;21.1;14.2;28.1;59.9
GVE;19990802;286;0;25;759;966.6;7;21.6;14.2;29.3;58.3
GVE;19990803;262;0;67;560;965.9;0;22.8;18.7;28.6;66.1
GVE;19990804;76;0;88;0;964.8;0;21.2;18.8;23.5;75.9
GVE;19990805;219;0;79;304;966;0;23.7;19.3;30.3;65.1
GVE;19990806;253;0;46;548;964;20.8;23.1;17.5;31.1;71.7
GVE;19990807;282;0;75;713;960.4;8.8;21.9;16.3;27.9;69.8
GVE;19990808;202;0;83;301;957;9.7;21.6;18.5;27.3;75.7
GVE;19990809;221;0;63;458;960.3;28.6;22.2;16.7;28.6;70.6
GVE;19990810;234;0;63;408;966.7;2.2;21.1;17.9;25.3;66.6
GVE;19990811;160;0;75;208;970.4;0;18.9;15;22.1;67
GVE;19990812;167;0;83;165;967.8;1.3;17.4;13.1;21;71.1
GVE;19990813;256;0;50;688;967.6;0;17;10.4;22.5;68.8
GVE;19990814;169;0;88;175;964.6;0;19.2;12.6;23.6;64.4
GVE;19990815;239;0;54;481;964.4;0.7;20.5;17.2;24.5;62.9
GVE;19990816;34;0;88;8;963.3;9.1;17.1;15.9;18.1;82.1
GVE;19990817;186;0;83;186;962.7;0;18.5;14.4;23.1;71.8
GVE;19990818;159;0;83;208;962.1;7.7;19.7;15;26.2;65.8
GVE;19990819;91;0;96;19;968.6;19.7;17.9;15.5;21.5;69.7
GVE;19990820;180;0;63;365;971.5;1.3;16.2;12.9;20.7;78.9
GVE;19990821;269;0;29;726;970.5;0;16.8;10.7;23.1;70.1
GVE;19990822;258;0;38;738;969.6;0;17.3;11.6;22.7;71.5
GVE;19990823;156;0;92;312;969.8;0.8;18.2;12.7;23;77.2
GVE;19990824;251;0;21;729;969.2;0;21.8;16.5;29;74
GVE;19990825;186;0;54;427;969;0;22.2;16.8;28;76
GVE;19990826;63;0;88;0;969.8;0.4;20.7;18.1;23.6;79.3
GVE;19990827;224;0;33;572;971.1;0;20.8;15.9;26.5;74.8
GVE;19990828;185;0;79;345;971.5;4.7;20.5;18;25.3;77.2
GVE;19990829;188;0;75;361;969;0;19.7;15.6;23.7;69.6
GVE;19990830;216;0;54;629;968.4;0;18;13.3;23.2;70.4
GVE;19990831;234;0;17;620;968.7;0;18.6;12.3;25.3;69.3
GVE;19990901;231;0;17;703;970.9;0;19.4;13.2;25.3;67.6
GVE;19990902;241;0;38;695;969.2;0;19.1;15.5;23.5;59.5
GVE;19990903;212;0;50;499;966.4;0;17.7;12.9;23.1;64.3
GVE;19990904;217;0;58;591;968.8;0;18.3;12.7;23.9;71.5
GVE;19990905;232;0;33;653;968;0;19.6;13.6;25.9;65.1
GVE;19990906;85;0;92;130;967.9;1.9;18.2;14.5;23.2;77.1
GVE;19990907;215;0;46;548;969.5;0;19.2;14.9;24.8;72.7
GVE;19990908;224;0;17;655;971.3;0;19;13.4;25.4;73
GVE;19990909;212;0;21;603;973.9;0;19.6;13.5;26.7;69.9
GVE;19990910;217;0;21;686;975.4;0;19.4;12.9;26.2;69.7
GVE;19990911;207;0;13;661;972.7;0;20.5;14.5;28.8;70.8
GVE;19990912;196;0;25;566;968.9;0;20.2;14.2;27.4;70
GVE;19990913;208;0;29;661;964.2;0;21.2;14;28.9;64.9
GVE;19990914;192;0;83;626;965.5;0;20.7;14.7;27.5;62.5
GVE;19990915;139;0;71;217;964.2;8.2;19.4;15.4;25.2;74.2
GVE;19990916;154;0;54;322;965.1;0.1;18.1;15.9;22;79.8
GVE;19990917;165;0;58;293;962.8;0;17.8;13.3;24;71.3
GVE;19990918;166;0;75;376;960.8;0.1;16.1;12.4;21.4;72.3
GVE;19990919;58;0;100;10;952.8;12.5;16.2;13.3;18.5;82.6
GVE;19990920;168;0;63;332;952.5;4.1;16.3;13.2;21;75.9
GVE;19990921;172;0;50;355;960;2.6;16.6;9.9;22.3;66.5
GVE;19990922;145;0;75;290;964.1;0;18.4;13;25.8;73.2
GVE;19990923;137;0;79;249;967.8;1.6;19.7;14.7;24.8;68.8
GVE;19990924;167;0;88;427;971.2;0.7;20.1;17.3;25.1;78.6
GVE;19990925;21;0;100;0;966.4;72.9;18;16;19.2;88.5
GVE;19990926;93;0;88;125;964.5;3.3;16;11.8;19;81.3
GVE;19990927;85;0;88;30;964;12.1;15.2;10.2;19.2;78.3
GVE;19990928;49;0;79;17;965.7;5.8;14.8;13.5;15.9;81.8
GVE;19990929;76;0;79;107;964.9;0.2;16.7;13.7;20.3;73.1
GVE;19990930;27;0;92;6;958.5;26.5;14.6;12.3;18.9;77.1
GVE;19991001;147;0;71;315;966.8;0;14.3;11;18.5;73.7
GVE;19991002;65;0;83;32;962.4;12.1;14.7;10.1;18.1;74.3
GVE;19991003;14;0;96;0;963.9;15.1;11.9;9.1;15.5;85.1
GVE;19991004;96;0;88;112;968.4;2.5;9.6;7.3;13.4;79.9
GVE;19991005;110;0;75;205;973.1;0;8;4.9;11.2;76.4
GVE;19991006;173;0;42;543;975.8;0;9;5.3;13.4;71.5
GVE;19991007;115;0;63;288;979.1;0;8.2;3.5;13.3;78.7
GVE;19991008;161;0;50;603;979.2;0;9.8;2.7;17.2;75.2
GVE;19991009;123;0;67;340;978.4;0;11.6;6.5;16.5;75.5
GVE;19991010;155;0;33;551;977.7;0;11.5;6.7;16.9;79.1
GVE;19991011;82;0;63;127;977.9;0;11;6.5;15.1;84.9
GVE;19991012;78;0;83;79;977.5;0;12.5;9;15.5;82.1
GVE;19991013;31;0;100;0;976.8;0.9;12.6;9.3;14.4;85.5
GVE;19991014;71;0;75;146;974.8;0;13.7;11.2;16.3;83
GVE;19991015;51;0;100;8;971.3;0;12.3;8.9;14.5;80.5
GVE;19991016;79;0;88;38;970.3;0;11.1;7.4;14.3;76.5
GVE;19991017;49;0;100;0;968.2;0;11.4;9.9;13.1;76.4
GVE;19991018;24;0;100;0;963.6;7.1;7.8;6.2;10;81.8
GVE;19991019;23;0;100;0;961.5;10.7;8.1;6.5;9.3;87.4
GVE;19991020;61;0;96;32;957.9;0.3;10;9.1;11.2;83.7
GVE;19991021;46;0;92;8;954.8;0.8;10.7;7.7;13.4;86.3
GVE;19991022;41;0;96;7;957.6;23.6;10.7;7.5;12.5;88
GVE;19991023;95;0;67;280;958.2;9.8;12;7.9;16.1;81.8
GVE;19991024;35;0;100;0;951.4;15.1;10.8;6.8;12.7;87.1
GVE;19991025;25;0;96;15;958;31.4;12.1;11.4;13.1;88.5
GVE;19991026;93;0;63;284;971.7;0;12.3;8.4;16.9;85.2
GVE;19991027;80;0;50;280;979.7;0.1;11;7.6;15.3;86.6
GVE;19991028;70;0;83;146;979.2;0;11.5;7.2;15.6;87
GVE;19991029;74;0;92;173;976.4;0;14.2;11.4;18.2;83.2
GVE;19991030;49;0;79;48;970.3;5.4;14.4;11.5;18.2;83.8
GVE;19991031;117;0;25;501;976.4;0;13.6;7.1;18;68.7
GVE;19991101;105;0;50;428;975.9;0;12.7;5;19.7;75
GVE;19991102;11;0;96;0;973.7;26;14.3;12.5;15.8;83.3
GVE;19991103;36;0;96;0;977.6;1.2;11.1;9.2;13.2;78.4
GVE;19991104;47;0;88;46;972.7;0;9.9;8.7;11.6;76.9
GVE;19991105;79;0;88;190;967.7;4.2;12.2;9.3;15.5;70.3
GVE;19991106;31;0;88;15;966;5;8.7;4.7;14.3;76.6
GVE;19991107;93;0;33;359;975.4;0;6.4;2.5;10.2;63.9
GVE;19991108;100;0;33;421;979.2;0;7;2.9;10.4;68.6
GVE;19991109;56;0;50;46;978.4;1;8.1;6.2;10.5;71.1
GVE;19991110;50;0;79;85;974.9;1.6;6.4;4;8.2;80.3
GVE;19991111;15;0;92;0;974.1;13.3;4.8;2.8;6.3;80.8
GVE;19991112;42;0;92;23;976.2;0;4.6;3;6.6;78.1
GVE;19991113;49;0;92;89;969.4;0;5.1;4.1;7.3;80.3
GVE;19991114;9;0;100;0;965.3;2.6;4.6;3.7;5.6;84.7
GVE;19991115;20;0;96;0;964.8;0;4.7;3.1;6.1;75.3
GVE;19991116;33;0;96;2;966.1;1;4;1.7;6.3;75
GVE;19991117;32;0;83;22;966.9;0.5;1.4;-0.2;3.1;76.8
GVE;19991118;25;2;96;0;961.1;4.3;1.9;0.4;3.1;80.1
GVE;19991119;32;2;92;11;958.2;1.5;1;-1.6;2.6;80.9
GVE;19991120;32;3;75;1;961.6;0;-0.3;-1.9;0.8;71.4
GVE;19991121;18;1;96;0;961.4;0;-1.7;-2.2;-0.5;70.9
GVE;19991122;40;1;67;62;968.6;0;-1.7;-4.5;0.7;64
GVE;19991123;30;1;96;0;976.4;0;-0.4;-3.6;1.3;77.2
GVE;19991124;57;0;63;206;979.2;0;2.8;-0.4;6.1;82.5
GVE;19991125;20;0;96;3;983.9;0;2.8;1;3.9;80.3
GVE;19991126;56;0;50;219;983.1;0;1.4;-2.6;4.2;79.8
GVE;19991127;80;0;17;463;982.8;0;1;-3.9;8.1;80.3
GVE;19991128;26;0;100;0;982;0;0.1;-3.4;1.8;89.8
GVE;19991129;19;0;100;0;981.2;0;0.3;-0.5;1.3;90.4
GVE;19991130;26;0;100;0;983.2;0;0.2;-1.5;1.8;88.6
GVE;19991201;67;0;50;355;979.9;0;1.2;-2.3;7.7;83.5
GVE;19991202;52;0;58;152;980;0.1;4.5;-0.1;10.4;83.1
GVE;19991203;64;0;71;243;974.7;0;4.7;-1;9.6;74.9
GVE;19991204;33;0;71;0;968.8;2.5;7.2;5.3;8.5;75.5
GVE;19991205;31;0;46;50;975.9;0.2;2.4;-2.7;6.2;70.7
GVE;19991206;64;0;58;312;981.1;0;-0.7;-4.5;3.6;77.8
GVE;19991207;75;0;25;470;974.6;0;3.7;-3.5;10.5;67.1
GVE;19991208;65;0;75;338;970.6;0;7.5;3.8;11.9;65.8
GVE;19991209;31;0;92;17;960.5;16.4;7.8;3.7;10.6;69.5
GVE;19991210;40;0;92;47;961.4;0.2;5.9;3.2;8.1;74.6
GVE;19991211;15;0;100;0;963.8;17.3;3.9;1.2;7.4;85.7
GVE;19991212;12;0;96;13;958.9;8.1;8.3;3.9;11.8;69.3
GVE;19991213;42;0;96;78;967.2;8.6;4.6;3.6;6.7;73.8
GVE;19991214;13;0;100;0;955.9;6;5.4;3.4;6.8;81.8
GVE;19991215;30;0;63;43;956.7;0;1.7;-1.4;4.5;70.5
GVE;19991216;45;0;25;205;969.2;0;-0.1;-1.9;1.4;61
GVE;19991217;56;0;50;195;978.2;0.3;-1.4;-5.7;1.2;68.1
GVE;19991218;14;0;96;0;972.4;15.5;3.7;0.8;6.8;76.4
GVE;19991219;35;0;83;30;964.9;3.6;7.6;1.6;10.8;84
GVE;19991220;69;0;21;390;972.4;0;0.2;-0.9;1.7;58.6
GVE;19991221;57;0;88;241;978.7;0;-0.7;-4.1;0.8;68.6
GVE;19991222;55;0;71;243;981.2;0;-2.5;-5.7;1;79.6
GVE;19991223;51;0;79;192;978.4;0;0.7;-5.7;6.8;78.6
GVE;19991224;50;0;71;185;972.9;0.1;5.1;0.6;9.6;73.5
GVE;19991225;8;0;96;0;962.4;9.4;8.9;5.5;12.7;69.3
GVE;19991226;33;0;96;61;954.7;20;9.6;7.3;12.7;68.9
GVE;19991227;19;0;96;0;949;16.1;6.2;2.1;9.9;67.7
GVE;19991228;25;3;100;0;950.2;7.7;2.7;1.2;7.8;83.4
GVE;19991229;27;3;79;0;966.8;0.2;1.7;-0.4;3;84.6
