stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Maximaltemperatur (¡C);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Relative Luftfeuchtigkeit (%)
STG;19861119;61;0;71;-;0;123;11;7.3;3.7;52.5
STG;19861120;29;0;83;-;9.5;11;11.2;7.8;4.9;61.2
STG;19861121;49;0;71;-;6.4;151;6.1;4.4;2.8;88.3
STG;19861122;20;0;96;-;8.1;15;9.9;7.2;3.8;81.8
STG;19861123;7;0;100;-;8.3;0;6.7;2.7;0.6;87.7
STG;19861124;75;0;67;-;0;351;5.8;2.9;0.9;66.8
STG;19861125;75;0;29;-;0;411;7.3;5;1.8;58.2
STG;19861126;77;0;21;-;1.4;410;11.5;7.5;2.7;60.2
STG;19861127;48;0;50;-;0;222;4;2.4;-0.2;84.6
STG;19861128;59;0;38;-;0;274;2.8;-0.6;-2.5;89.9
STG;19861129;24;0;100;-;0;9;1.8;-2.4;-3.9;93.7
STG;19861130;72;0;0;-;0;364;3.6;-0.8;-5.4;79.2
STG;19861201;74;0;0;-;0;387;5.8;-0.2;-4.3;68.4
STG;19861202;72;0;13;-;0;384;8.2;3.5;-4.7;48.5
STG;19861203;72;0;4;-;0;381;9.6;4.9;-0.5;46.7
STG;19861204;72;0;0;-;0;378;9.5;6.4;2.8;38.6
STG;19861205;70;0;4;-;0;377;7.6;4.8;1.1;49
STG;19861206;47;0;67;-;0.4;170;8.7;6.7;4.6;60.2
STG;19861207;37;0;67;-;0.5;99;9.2;6.3;3.7;78.1
STG;19861208;62;0;13;-;0;369;8.8;6.8;3.3;65.4
STG;19861209;53;0;42;-;1.2;184;9.3;6.1;0.3;68.7
STG;19861210;9;0;100;-;1.5;0;4.2;3;2.6;97.5
STG;19861211;9;0;100;-;0;0;3.2;2.4;0.7;97
STG;19861212;17;0;100;-;0;0;1;0.1;-2.8;92.6
STG;19861213;37;0;92;-;4.3;36;5.5;0.6;-3.6;81
STG;19861214;18;0;96;-;0.8;0;4.5;2.8;1;89.9
STG;19861215;44;0;50;-;1;215;6.9;1.2;-0.2;75.6
STG;19861216;41;0;63;-;4.3;128;5.1;2.1;-0.2;77.1
STG;19861217;9;7;96;-;7.6;0;1.9;0.7;-0.1;88.6
STG;19861218;15;10;100;-;17.2;0;7;4.6;1.6;76.1
STG;19861219;20;0;88;-;2.1;33;6.8;0.9;-1.8;85.4
STG;19861220;20;3;92;-;3.1;0;-0.3;-1.1;-2.4;85.4
STG;19861221;20;11;92;-;1.1;0;-1.1;-2;-4;82.2
STG;19861222;12;11;96;-;12;0;-2.6;-4.4;-8.8;86.3
STG;19861223;30;29;100;-;3;11;-4.6;-6;-8.2;79.6
STG;19861224;24;28;92;-;3.5;0;-6;-7.1;-9.6;87.9
STG;19861225;57;30;46;-;4;243;-4.5;-8.5;-13.2;79.3
STG;19861226;12;30;100;-;6;0;1.5;-0.5;-6.2;91
STG;19861227;19;30;100;-;3;0;0.1;-1.4;-2.5;86.1
STG;19861228;16;31;100;-;3.2;0;3.1;0.8;-1.8;80
STG;19861229;20;25;96;-;0.1;0;5.2;4;2.4;78.9
STG;19861230;43;13;88;-;0;38;5.9;5;3.7;65.5
STG;19861231;24;5;79;-;1.7;14;7;5.5;3.8;68.1
STG;19870101;8;0;100;-;16.3;0;9;6.7;4.6;77.6
STG;19870102;31;0;79;-;8;72;8.6;2.7;0.4;79.9
STG;19870103;10;9;88;-;4.3;0;1.4;-1.9;-8.6;94.7
STG;19870104;48;10;88;-;6;114;-1.4;-3.3;-5.9;75.1
STG;19870105;24;15;100;-;4.1;1;3.5;1.3;-2.7;85.9
STG;19870106;19;4;92;-;10;0;2.7;0;-3;89.1
STG;19870107;11;23;100;-;7;0;-2.8;-5.9;-10.5;92.8
STG;19870108;67;34;25;-;0;355;-7.6;-9.5;-11.7;81.2
STG;19870109;64;27;71;-;0.4;178;0.4;-5.7;-11;71
STG;19870110;22;23;100;-;7.2;0;0;-2.6;-6.5;94.1
STG;19870111;20;34;100;-;12;0;-6.7;-14.1;-18.9;88.8
STG;19870112;73;56;67;-;0;312;-17.7;-20;-23.8;82.5
STG;19870113;39;47;100;-;0;0;-13.5;-16.3;-22.9;85.9
STG;19870114;27;40;100;-;0;0;-11.6;-12.8;-13.8;88.8
STG;19870115;44;35;100;-;0;0;-9.4;-10.9;-12.2;89.9
STG;19870116;18;35;100;-;0;0;-8.6;-9.2;-9.9;90.5
STG;19870117;13;33;100;-;0;0;-8;-9.1;-9.4;91.8
STG;19870118;18;32;100;-;0;0;-6.8;-7.4;-8.2;91.8
STG;19870119;20;29;100;-;0;0;-6.4;-6.8;-7.2;90.8
STG;19870120;23;29;100;-;0;0;-4.7;-5.8;-7.2;92.3
STG;19870121;22;27;100;-;0;0;-5.7;-6.8;-7.4;94.4
STG;19870122;33;27;100;-;0;0;-5.9;-7.2;-8.5;94.4
STG;19870123;43;27;96;-;2.3;0;-0.5;-6.1;-8.5;94.7
STG;19870124;32;26;100;-;0.7;0;1;-1;-4.1;96.6
STG;19870125;50;26;100;-;0;3;2.5;-1.3;-3.9;90.4
STG;19870126;76;26;63;-;0;131;2.7;-0.1;-2.9;76.9
STG;19870127;32;24;100;-;0.1;0;-1.9;-2.7;-4.2;90.5
STG;19870128;17;24;100;-;5.3;0;0.3;-1.9;-3.1;93.4
STG;19870129;44;31;88;-;0;37;-3;-5.1;-8.6;83.5
STG;19870130;77;30;58;-;0;249;-7.2;-9.8;-11.8;86.6
STG;19870131;89;30;83;-;0;304;-8.5;-10.8;-13.3;88.5
STG;19870201;103;29;0;-;0;446;-5.5;-10.1;-13.3;87.3
STG;19870202;108;29;38;-;0;440;1.1;-7.6;-13.4;84.6
STG;19870203;64;29;71;-;0;85;3.7;0.5;-5.8;69.4
STG;19870204;93;26;33;-;0;304;3.6;1.2;-1.1;84.5
STG;19870205;29;25;100;-;0;0;-0.5;-1.8;-2.6;96.1
STG;19870206;75;25;67;-;1.9;85;4.4;-0.7;-3.4;88
STG;19870207;22;24;100;-;5.5;0;4.7;3.4;1.6;86.8
STG;19870208;40;18;96;-;0;0;7.1;4.4;0.6;62.7
STG;19870209;110;12;58;-;0;411;8.7;6.7;4.8;66.7
STG;19870210;64;8;83;-;0;123;9.2;5.2;1.2;73.5
STG;19870211;70;5;100;-;0;69;10;2.3;-0.8;85
STG;19870212;54;2;92;-;0.9;76;4.1;1.8;-0.4;90.5
STG;19870213;20;0;100;-;0.3;0;3.9;0.8;-0.1;93.3
STG;19870214;80;0;92;-;0.7;174;5.2;2.7;-0.3;82.2
STG;19870215;21;0;100;-;3.9;0;4.4;1.2;-0.7;89.7
STG;19870216;57;1;96;-;0.7;5;-0.6;-1.9;-2.8;84.5
STG;19870217;8;3;100;-;8.4;0;-2.2;-2.6;-3.5;95.6
STG;19870218;27;10;100;-;2;0;-3.1;-3.7;-5.2;94.7
STG;19870219;9;11;100;-;3.4;0;-3.7;-4.3;-4.8;94
STG;19870220;35;13;100;-;6.5;0;-1.2;-2.6;-3.9;95.1
STG;19870221;46;18;100;-;2.8;0;-0.6;-1.7;-2.8;91.8
STG;19870222;46;19;100;-;0.2;0;-1.7;-2.4;-3.7;87.4
STG;19870223;52;18;100;-;0.2;0;-0.6;-2.4;-4.4;88.9
STG;19870224;49;17;100;-;0;0;-4.2;-5.1;-6.4;90.9
STG;19870225;136;16;75;-;0;463;4.3;-1.2;-7.3;82.2
STG;19870226;25;12;100;-;14.4;0;5.8;3.9;2.9;83.8
STG;19870227;24;6;100;-;7.9;0;7.1;4.9;2.7;82.6
STG;19870228;34;0;96;-;13.5;0;6.5;5.1;3.5;89.5
STG;19870301;50;0;100;-;11;10;7.8;5.7;3.8;86.6
STG;19870302;31;0;96;-;13;2;7.7;5.9;1.5;84.9
STG;19870303;35;2;100;-;9.3;0;1.8;-4.4;-12.6;93.4
STG;19870304;124;17;100;-;5.3;243;-4.3;-8.9;-13.8;89.1
STG;19870305;82;17;100;-;0;6;-4.6;-6.1;-8.9;84.7
STG;19870306;140;15;71;-;0;318;-4.2;-7.6;-9.3;81.3
STG;19870307;178;13;8;-;0;596;-3.9;-7.7;-12;78.4
STG;19870308;166;11;33;-;0;431;-2.2;-6.8;-9.8;81.9
STG;19870309;94;10;92;-;0;187;-4.3;-7.2;-9.1;88
STG;19870310;126;10;63;-;0;301;-1.5;-5.4;-8.3;82.2
STG;19870311;126;10;42;-;0;288;-0.4;-4.4;-6.4;80.9
STG;19870312;119;9;100;-;0;218;-1.4;-4.6;-6.5;85.8
STG;19870313;150;8;79;-;0;261;2.4;-2.4;-7.5;80.7
STG;19870314;112;6;96;-;0;53;-1.7;-3.6;-5.7;77.4
STG;19870315;164;5;92;-;3.4;452;2;-1.9;-7.2;64.1
STG;19870316;87;12;96;-;4.1;76;-1.4;-3.2;-4.9;89.5
STG;19870317;118;25;100;-;0;42;0.5;-1.7;-4.5;74.1
STG;19870318;127;17;96;-;3.1;101;6.3;2.9;-0.7;63.9
STG;19870319;146;15;67;-;2;213;4.7;0.3;-2;74.7
STG;19870320;85;11;83;-;0.8;63;-0.4;-2.4;-5;68.7
STG;19870321;220;15;50;-;0;645;3.7;-0.1;-5.9;40.7
STG;19870322;109;10;88;-;0.3;135;3.4;1.3;-1.5;65.2
STG;19870323;136;10;88;-;0;59;6.9;3.9;-1.5;54.2
STG;19870324;119;6;88;-;0;55;10.1;7.3;5.1;56.7
STG;19870325;89;2;92;-;0.9;27;11.2;8.7;6.1;57.9
STG;19870326;40;0;96;-;3.5;0;8.2;6.2;3.3;88
STG;19870327;128;0;92;-;6.4;121;12.4;7.3;2.7;73.8
STG;19870328;43;0;92;-;8.9;6;10.2;4.6;2;82.6
STG;19870329;81;0;92;-;3.3;59;3.3;1.1;-0.5;82.6
STG;19870330;136;0;92;-;1.1;217;1.6;-1;-3.1;80.5
STG;19870331;171;0;71;-;0.1;353;1.4;-1.6;-4.1;79.3
STG;19870401;117;0;100;-;0;53;0.6;-1.6;-3.2;86.9
STG;19870402;218;0;50;-;0;621;6;1.3;-3.6;73.5
STG;19870403;109;0;79;-;0;76;13.4;9;-0.2;48.1
STG;19870404;124;0;96;-;12.5;117;17;10.4;2.3;52.5
STG;19870405;221;0;54;-;0.4;527;11;6.5;1.8;64.8
STG;19870406;210;0;50;-;0;576;13.6;8.6;4.5;56.9
STG;19870407;201;0;75;-;2;415;15.9;11.2;6.4;48.7
STG;19870408;56;0;100;-;3.2;0;10.6;8.8;6.9;90.8
STG;19870409;83;0;96;-;33.5;35;10.9;8;5.8;91.4
STG;19870410;56;0;100;-;15.8;0;7.2;4.8;3.2;91.3
STG;19870411;161;0;79;-;4.8;286;9.4;5.9;2.5;60.3
STG;19870412;115;0;88;-;3.3;54;6.4;2.3;0.7;84.5
STG;19870413;129;0;71;-;1;234;5.2;1.9;0;80.7
STG;19870414;199;0;38;-;0;380;8.6;3.8;-0.9;73.9
STG;19870415;231;0;25;-;0;574;10.2;5.5;1;67.5
STG;19870416;217;0;58;-;0;414;13;8;2.6;65
STG;19870417;250;0;4;-;0;670;14.6;9.6;4.4;71.5
STG;19870418;258;0;4;-;0;738;18.7;14;8.9;53.4
STG;19870419;184;0;75;-;10.5;352;18.2;13.4;9.4;62.8
STG;19870420;76;0;96;-;22.4;0;11.2;8.6;5.2;87.5
STG;19870421;102;0;79;-;0.8;92;8.1;4.3;2.5;79.9
STG;19870422;284;0;13;-;0;775;11.4;6;0.5;68.7
STG;19870423;278;0;0;-;0;768;14.9;9.3;2.7;64.2
STG;19870424;278;0;8;-;0;773;17.6;13.3;9;52
STG;19870425;269;0;29;-;0.2;710;18.3;13.8;8.5;54.6
STG;19870426;198;0;83;-;0;285;16.7;11.2;8.5;75.2
STG;19870427;131;0;79;-;0.1;101;13.1;9.9;7.1;79.5
STG;19870428;283;0;17;-;0;779;17.6;11.3;4.3;62
STG;19870429;290;0;33;-;0;760;20.2;14.9;8.2;55.1
STG;19870430;186;0;75;-;0;180;17.7;14.8;10.7;55.3
STG;19870501;270;0;29;-;0;715;18.8;14.5;10.3;63.3
STG;19870502;229;0;54;-;13.8;500;21.3;14.6;9.7;67.1
STG;19870503;26;0;100;-;29.9;0;10.3;4.9;0.2;92.4
STG;19870504;85;9;100;-;13.6;0;3.8;0.9;0;92.7
STG;19870505;87;5;100;-;7.8;0;4.1;2.2;0.5;92.7
STG;19870506;21;0;100;-;13.4;0;4.5;3.6;2.3;93.2
STG;19870507;138;0;100;-;0;43;7.2;4.3;2.3;79.2
STG;19870508;309;0;4;-;0;809;13;8;0.7;64.9
STG;19870509;313;0;0;-;0;839;18;11.8;5.1;52
STG;19870510;230;0;58;-;16.4;477;19.7;13.2;8.1;57.1
STG;19870511;118;0;100;-;0.1;49;12.7;9.3;6.5;76.3
STG;19870512;159;0;96;-;3.2;126;13.9;9.8;7.4;63.2
STG;19870513;97;0;88;-;10.2;27;7.7;4;1.2;87
STG;19870514;263;0;79;-;0;503;10.4;5.7;0.5;63.4
STG;19870515;141;0;100;-;7.1;47;11.1;7.3;3.3;71.5
STG;19870516;130;0;96;-;7.8;168;9.6;4.6;1.5;83
STG;19870517;247;0;71;-;0;484;12.2;7.3;1;69.1
STG;19870518;77;0;96;-;1.2;7;10.6;8.8;6.4;79.3
STG;19870519;57;0;100;-;2.1;0;9.4;7.8;7.1;89.9
STG;19870520;30;0;100;-;19.3;0;8.1;5.8;1.6;91.5
STG;19870521;52;0;96;-;8.4;0;3.5;2.3;1.2;89.3
STG;19870522;189;0;71;-;0.1;325;7.7;4.2;1;80.8
STG;19870523;296;0;38;-;0;569;12.7;6.5;1;76.3
STG;19870524;265;0;50;-;0.8;526;15.3;8.5;2.1;74.9
STG;19870525;212;0;58;-;0;347;16.3;12.5;8.7;65.9
STG;19870526;306;0;50;-;8.8;678;19.6;13.8;7.6;60.8
STG;19870527;89;0;100;-;10.5;31;15;11.5;9;84
STG;19870528;80;0;96;-;3.2;6;12.2;10.1;9;84.8
STG;19870529;113;0;100;-;12.4;79;13.5;8.7;6.2;87.7
STG;19870530;213;0;79;-;0;171;14.2;9.9;5.9;73.7
STG;19870531;166;0;92;-;13.2;83;15.1;10.6;7.7;78.6
STG;19870601;113;0;83;-;1.8;44;13.4;9.5;7.4;80.1
STG;19870602;243;0;63;-;0.2;381;17.2;12.6;7.6;66.5
STG;19870603;89;0;88;-;8.3;3;15.3;13;11.1;76.4
STG;19870604;79;0;96;-;10.6;8;13.9;10;8.1;85.6
STG;19870605;169;0;79;-;0.9;118;14.7;10.6;7.4;78.5
STG;19870606;217;0;83;-;0.5;324;20.5;15.1;8.7;63.5
STG;19870607;73;0;92;-;15;2;16.6;14.5;12.9;86.9
STG;19870608;74;0;100;-;4.2;0;13.6;9.1;7.1;86.5
STG;19870609;132;0;88;-;7.2;85;12.7;8.2;6.6;81.6
STG;19870610;277;0;58;-;0;523;16.3;11.9;6.4;60
STG;19870611;301;0;58;-;0;615;20.1;15.5;9.9;50.4
STG;19870612;257;0;50;-;0.5;516;22;16.8;12.2;64.4
STG;19870613;250;0;58;-;9.8;569;24.8;17.3;12.5;70.2
STG;19870614;130;0;92;-;0;49;17.1;13.8;12.1;88.6
STG;19870615;19;0;100;-;46.4;0;13.1;9.8;7.3;89
STG;19870616;103;0;96;-;9.8;22;10.2;7.2;5.6;83.2
STG;19870617;151;0;92;-;4.3;113;9.6;7.2;5.1;78.9
STG;19870618;127;0;88;-;4.6;54;12.1;8.1;6.6;77.9
STG;19870619;139;0;83;917.7;8.3;238;12.8;9.7;7.3;79.2
STG;19870620;126;0;96;919.2;2.1;41;12.9;10;8.3;79.5
STG;19870621;52;0;100;927.9;6.5;0;10.5;9.6;8.5;84.5
STG;19870622;169;0;88;932.4;0.9;144;15.8;11.6;7;71
STG;19870623;198;0;83;932.7;6;125;18.2;14.5;10.5;65.5
STG;19870624;105;0;96;929.9;21.5;24;17.8;13.7;11.9;83.7
STG;19870625;246;0;67;929;0;452;18.7;14.5;11;74.8
STG;19870626;56;0;88;926.7;11.6;10;14.8;12.6;10.8;84.1
STG;19870627;237;0;54;931.6;0;447;20;14.6;10.5;73.9
STG;19870628;328;0;46;934.8;0;840;22.8;18.2;11.9;60.2
STG;19870629;328;0;17;934.6;0;895;26.2;20.7;14.3;63.4
STG;19870630;298;0;42;932.1;0;806;27.4;23.4;17.6;62.5
STG;19870701;172;0;54;929.9;24.2;411;25.8;19.4;15.2;79.8
STG;19870702;217;0;88;930.5;0;339;23.2;18.6;14.3;80.5
STG;19870703;129;0;100;930.4;0;60;22.2;18.7;16.7;87.4
STG;19870704;252;0;46;930.4;0;465;24.9;20;15.9;75.9
STG;19870705;148;0;67;930.9;0;92;22.3;17.6;14.4;81.8
STG;19870706;307;0;33;929.6;0;731;23.6;18.4;13;74
STG;19870707;177;0;88;928.9;26.5;190;24.2;19.8;15;75.1
STG;19870708;101;0;96;927.4;10.1;1;20.6;16.7;13.6;84.2
STG;19870709;150;0;88;929.7;0;116;18.3;15.3;13.2;79.2
STG;19870710;310;0;17;931.9;0;765;19.8;15.7;11.7;66.9
STG;19870711;318;0;0;928.9;0;811;24.6;18.9;11.6;65.7
STG;19870712;235;0;75;927.7;0;357;24.7;21.2;16.2;64.7
STG;19870713;275;0;21;928.5;0;634;23.1;19.2;15.5;77.6
STG;19870714;298;0;21;927.6;0.8;696;25.4;19.3;13.2;71.3
STG;19870715;268;0;75;926.9;8;491;24.9;20.2;15.2;67.9
STG;19870716;209;0;71;920.5;0;309;24.3;19.5;15.2;68.7
STG;19870717;253;0;71;915.7;25;398;22.3;17;11.8;72.7
STG;19870718;33;0;100;919.6;45.1;0;12.8;10.9;9.2;90.8
STG;19870719;89;0;88;923;0.1;25;15.8;12.1;9.9;79.8
STG;19870720;135;0;88;923.4;0.7;166;18.2;14.9;12.2;65.8
STG;19870721;163;0;75;925.1;5.8;145;17.1;14.2;10.6;74.5
STG;19870722;220;0;79;926.9;2.6;320;18.8;14;11.2;81.8
STG;19870723;195;0;63;928.4;4.3;302;18.9;15.5;12.2;81.9
STG;19870724;208;0;75;927.6;6.9;240;21.3;16.7;13.7;82.9
STG;19870725;96;0;88;926.3;23;34;18.5;14.7;11.6;85
STG;19870726;94;0;83;928;2.4;100;12.5;9.9;7.6;84.8
STG;19870727;159;0;83;927.6;25.3;193;14.8;11.9;8.5;68.4
STG;19870728;141;0;88;928.3;1.7;99;16.2;12.9;10.3;77
STG;19870729;243;0;71;925.9;0;461;20.1;16.1;12.3;73.4
STG;19870730;97;0;88;924.2;12.9;28;17.3;14.5;12.8;84.2
STG;19870731;131;0;79;927.9;0;140;17;14.1;12.1;77.2
STG;19870801;155;0;88;927.4;6.4;119;19.5;15.1;12.7;75.4
STG;19870802;79;0;100;926.2;14.2;0;15.1;13.9;12.4;81.8
STG;19870803;164;0;75;925.7;0;122;21.4;17;14;76.2
STG;19870804;75;0;83;926.1;5.8;37;18;13;9.8;84.4
STG;19870805;128;0;88;928.2;1.8;134;12;9.2;6.4;81.8
STG;19870806;218;0;63;924.6;1.5;380;13.9;9.9;6.3;71
STG;19870807;48;0;96;924.1;3.6;0;11.7;9.6;8.4;86.3
STG;19870808;253;0;50;928;0;551;19;14.4;8.5;63
STG;19870809;64;0;75;927.3;4.9;74;17.7;13.7;12.3;81.3
STG;19870810;168;0;75;929;0;246;17.8;14.1;10.8;70.7
STG;19870811;255;0;50;928.7;0;605;18.8;14.2;9.8;73.4
STG;19870812;183;0;79;928.3;0;140;19.6;16.3;12;70.4
STG;19870813;250;0;50;928.1;0;627;22.7;19.2;15.3;63
STG;19870814;177;0;88;926.5;0;181;26.6;22.3;19.3;59.8
STG;19870815;90;0;92;929;0;20;21.7;18.6;12.6;75.7
STG;19870816;272;0;4;930.8;0;793;22.6;17.4;11.2;68.2
STG;19870817;239;0;29;926.4;43.8;632;27.3;21.5;15.9;61
STG;19870818;87;0;92;928.4;3.8;61;20.3;17;14.4;84.7
STG;19870819;176;0;83;931.7;0;352;23.6;18.6;15.5;75.5
STG;19870820;249;0;21;931.4;0;671;23.6;18.3;13.3;77.4
STG;19870821;264;0;8;928.8;0;777;25.7;20.2;15.4;65.9
STG;19870822;256;0;13;924.4;0;757;28.7;22.1;15.8;60.2
STG;19870823;77;0;88;923.6;27.6;172;22.4;17.8;13.6;80.4
STG;19870824;61;0;96;918.8;3.1;12;23.5;16.6;12;77.9
STG;19870825;82;0;96;921.5;6.8;95;16.7;12.6;10.3;76.5
STG;19870826;180;0;67;924.1;0;216;18.3;14.1;11.6;71
STG;19870827;83;0;92;926.5;3.2;42;16.6;13.5;11.4;75.3
STG;19870828;73;0;96;933.3;2.2;16;15.4;12.7;10;82.7
STG;19870829;215;0;38;934.1;0;512;19.7;14.1;9.6;75.6
STG;19870830;246;0;8;931.1;0;762;21.8;16.7;11;72.7
STG;19870831;243;0;21;928.4;0;719;24.1;18.7;14.1;70.2
STG;19870901;183;0;54;927.2;11.6;400;23.9;17.9;14.2;79
STG;19870902;148;0;58;928.8;0;242;22.6;17.3;14.1;79.8
STG;19870903;149;0;63;926.9;0;272;21.1;16.1;12.6;85.4
STG;19870904;94;0;92;927.3;22.1;171;20;16;14.1;87.6
STG;19870905;81;0;96;926.7;15.2;9;19.3;15.4;11.3;85
STG;19870906;132;0;88;931.6;1.8;306;18.7;13.1;9.7;77
STG;19870907;181;0;75;931.9;0.2;340;21.2;16.3;10.2;65.2
STG;19870908;112;0;92;930.1;2.1;106;19.2;15;12.4;83
STG;19870909;160;0;75;930.5;0;355;19;14.8;11.7;71.6
STG;19870910;201;0;67;930.2;0;548;20.4;15.5;10.8;69.3
STG;19870911;122;0;79;931.5;0;108;19.1;15.7;12.5;76.7
STG;19870912;154;0;71;930.4;0;309;26.2;20.4;14.5;54.1
STG;19870913;192;0;42;931.4;0;609;28.1;23.2;18.2;47
STG;19870914;194;0;42;932.1;0;589;29;23.7;18.9;48.5
STG;19870915;186;0;38;933.9;0;610;23.3;19.4;15.2;75.4
STG;19870916;189;0;33;933.8;0;606;25.1;19.9;14.2;70.2
STG;19870917;190;0;13;934.8;0;647;29.5;23.5;19.1;47.7
STG;19870918;179;0;58;934.6;0;581;29;22.8;17;54.8
STG;19870919;130;0;71;932.1;0;198;24.6;20.7;17;64.4
STG;19870920;176;0;38;929.1;0;570;26.4;21.7;18.1;49.7
STG;19870921;185;0;33;928.3;0;647;25.2;20.4;17.1;57.6
STG;19870922;168;0;58;928.9;0;512;24.1;20.5;16.2;58.7
STG;19870923;118;0;79;924.9;21.6;296;22;17.8;12.3;72.4
STG;19870924;119;0;83;922.1;0;256;16.8;13.6;11.3;75.3
STG;19870925;109;0;88;919.7;38.3;234;15.2;12.2;10.1;83.1
STG;19870926;22;0;100;916.2;47.4;0;14.5;12.6;8.6;92.5
STG;19870927;72;0;96;926.9;3;3;9.7;8.1;6.6;86
STG;19870928;93;0;92;930.6;0;99;10.3;7.1;5.4;80.9
STG;19870929;134;0;67;931.2;0;235;10.4;6.4;3.3;74.7
STG;19870930;125;0;38;930.8;0;357;11.6;5.9;2.9;79.6
STG;19871001;88;0;67;933.5;0;183;8.7;5.3;2.9;90.6
STG;19871002;55;0;100;933.9;0;0;6.9;5.5;4.1;92.2
STG;19871003;58;0;92;932.4;0;0;9.5;7.4;5.4;90.9
STG;19871004;58;0;92;928.4;0.1;11;14.1;10.7;7.8;88.9
STG;19871005;49;0;96;920.8;0;1;20.4;14.3;8.2;63.7
STG;19871006;92;0;63;919.5;0;194;20.4;14.8;10.9;62.4
STG;19871007;90;0;88;921.8;0;88;14.1;11.6;8.7;76.8
STG;19871008;39;0;88;917.3;6.5;96;14.2;9.6;7.5;75.9
STG;19871009;155;0;54;924.2;0;554;15.4;10.6;6.6;59.1
STG;19871010;150;0;33;914.1;0;496;21.1;18.1;14.9;29.2
STG;19871011;84;0;79;913.3;0.3;182;18.3;12.2;8.8;77.4
STG;19871012;29;0;100;916.9;4.7;0;8.9;6;3.9;84.7
STG;19871013;92;0;33;920.7;0.3;300;13.1;7.8;3.3;67.2
STG;19871014;69;0;92;920;1.8;93;14.8;9;7.3;81.2
STG;19871015;91;0;92;914;0;104;19.7;14.8;7.9;55.7
STG;19871016;101;0;88;918.7;0;273;21;16.8;10;58.9
STG;19871017;22;0;96;930.6;13;0;11.3;9.2;7.2;89.7
STG;19871018;90;0;38;931.9;0;291;12.1;7.7;4.4;88.3
STG;19871019;106;0;25;928.1;0;264;9.6;5.5;2;90.7
STG;19871020;122;0;42;925.6;0.1;449;11.7;6.8;2.6;86.7
STG;19871021;93;0;71;926;3.3;216;15.8;10.4;5.2;82
STG;19871022;40;0;100;928.7;4.7;0;10;7.5;5.8;90.9
STG;19871023;15;0;92;926.3;0.1;0;10.6;6.6;5.6;93.3
STG;19871024;67;0;88;931.7;0;99;12.1;9.3;7.6;84
STG;19871025;61;0;92;934.8;2.6;72;13.1;9.3;7.4;89.9
STG;19871026;31;0;100;933.1;1.9;0;8.9;7.8;6.8;95.2
STG;19871027;44;0;100;930;0.4;0;9.4;7.6;6.7;94.9
STG;19871028;71;0;83;929;0;107;14.3;9.3;6.4;92
STG;19871029;61;0;71;927.1;0.3;115;11.3;8.7;6.1;91.9
STG;19871030;33;0;100;927.6;0.1;0;9.8;8.1;6.7;93.6
STG;19871031;38;0;100;928.9;0;0;8.7;7.3;5.8;94.3
STG;19871101;62;0;75;930;4.3;98;13.1;9.2;5.2;85.2
STG;19871102;40;0;79;931.7;0.2;50;10.6;8;6.4;90.2
STG;19871103;41;0;100;935.1;0;98;8;6.3;4.9;91.4
STG;19871104;19;0;100;939.3;0;0;5.3;3.9;2.7;92.1
STG;19871105;17;0;100;941.4;0;0;3;2.4;1.8;94.2
STG;19871106;63;0;100;940.1;0;171;7.2;3.5;0.7;86.5
STG;19871107;101;0;0;933.3;0;483;9.2;5.3;1.7;63.6
STG;19871108;86;0;46;927.2;0.4;431;10.7;6.2;1.4;64.8
STG;19871109;38;0;92;921.8;0.4;9;10.1;8.1;5.1;77.9
STG;19871110;30;0;92;920.4;2.8;13;8.1;6.5;4.4;90
STG;19871111;33;0;63;924.7;0.7;76;8.6;6.4;4.3;79.6
STG;19871112;22;0;50;916.1;8.3;5;13;7.1;4.4;62.2
STG;19871113;26;0;100;911.4;11.5;11;10.7;6.7;4.5;77.1
STG;19871114;45;0;63;918.9;0.1;149;5.7;4.1;2.6;70.9
STG;19871115;82;0;38;926.3;1.4;411;6;3.3;1.1;71.4
STG;19871116;28;0;96;927;8.1;1;12.1;7.8;2.7;76.7
STG;19871117;35;0;79;936.7;0;45;8.4;6.3;5.2;75.1
STG;19871118;25;0;88;941.7;0;0;6.5;5.5;4;75.7
STG;19871119;33;0;71;935.3;9.8;0;11.6;6.9;2.4;67.9
STG;19871120;32;0;96;925.9;9.9;17;10.4;3.3;1.1;83.3
STG;19871121;10;0;100;925.7;4.8;0;2.7;1.8;0.5;93.6
STG;19871122;25;0;92;917.6;0.3;0;3.6;2.5;1.2;85.5
STG;19871123;45;0;83;906.4;0;86;3.1;1.6;-0.4;89.5
STG;19871124;19;0;100;900.9;0;0;1.1;0.2;-1;95.9
STG;19871125;32;0;92;904.6;0;55;4.2;2.5;0.6;84.6
STG;19871126;43;0;100;911.9;0;126;1.8;0.2;-1.4;93.1
STG;19871127;5;0;100;919.7;5.7;0;0.9;-0.1;-0.8;93.9
STG;19871128;21;3;100;926.3;4.3;0;0.3;-0.4;-1.1;95.1
STG;19871129;7;4;100;929.1;0.9;0;0.1;-0.2;-0.5;94.4
STG;19871130;6;4;100;930.3;0.7;0;0.4;0.1;-0.2;93.9
